ID	Source_Region	Type	Mag	Long	Lat	SlipModel	Scaling	RuptureModel	Rigidity
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01711N3754_S005	E01548N3896E01854N3659	PS	8.61	17.11	37.54	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02311N3485_S002	E02020N3739E02658N3366	PS	8.88	23.11	34.85	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02184N3638_S004	E02020N3739E02658N3366	PS	8.61	21.84	36.38	S004	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02330N3507_S002	E02020N3739E02658N3366	PS	8.71	23.3	35.07	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02296N3538_S003	E02020N3739E02658N3366	PS	8.61	22.96	35.38	S003	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02134N3641_S004	E02020N3739E02658N3366	PS	8.71	21.34	36.41	S004	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02274N3465_S001	E02020N3739E02658N3366	PS	8.71	22.74	34.65	S001	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01668N3838_S000	E01548N3896E01854N3659	PS	8.37	16.68	38.38	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02272N3440_S002	E02020N3739E02658N3366	PS	8.61	22.72	34.4	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02170N3650_S005	E02020N3739E02658N3366	PS	8.71	21.7	36.5	S005	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02268N3554_S002	E02020N3739E02658N3366	PS	8.71	22.68	35.54	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02164N3590_S003	E02020N3739E02658N3366	PS	8.71	21.64	35.9	S003	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01793N3787_S005	E01548N3896E01854N3659	PS	8.61	17.93	37.87	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02239N3505_S003	E02020N3739E02658N3366	PS	8.8	22.39	35.05	S003	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02393N3468_S005	E02020N3739E02658N3366	PS	8.71	23.93	34.68	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02263N3578_S005	E02020N3739E02658N3366	PS	8.61	22.63	35.78	S005	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02330N3507_S001	E02020N3739E02658N3366	PS	8.71	23.3	35.07	S001	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02451N3450_S002	E02020N3739E02658N3366	PS	8.88	24.51	34.5	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02146N3723_S000	E02020N3739E02658N3366	PS	8.37	21.46	37.23	S000	Mur	PYes	Var
E02113N3823E02873N3483-PS-Mur_PYes_Var-M824_E02173N3709_S000	E02113N3823E02873N3483	PS	8.24	21.73	37.09	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02238N3596_S001	E02020N3739E02658N3366	PS	8.61	22.38	35.96	S001	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02294N3487_S001	E02020N3739E02658N3366	PS	8.71	22.94	34.87	S001	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02313N3510_S001	E02020N3739E02658N3366	PS	8.71	23.13	35.1	S001	Str	PYes	Var
E02113N3823E02873N3483-PS-Str_PNo_Var-M850_E02263N3611_S000	E02113N3823E02873N3483	PS	8.5	22.63	36.11	S000	Str	PNo	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02408N3442_S004	E02020N3739E02658N3366	PS	8.95	24.08	34.42	S004	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02183N3593_S001	E02020N3739E02658N3366	PS	8.71	21.83	35.93	S001	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PNo_Hom-M792_E01668N3838_S000	E01548N3896E01854N3659	PS	7.92	16.68	38.38	S000	Str	PNo	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02232N3550_S001	E02020N3739E02658N3366	PS	8.71	22.32	35.5	S001	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02294N3487_S003	E02020N3739E02658N3366	PS	8.71	22.94	34.87	S003	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01770N3767_S000	E01548N3896E01854N3659	PS	8.24	17.7	37.67	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02146N3630_S005	E02020N3739E02658N3366	PS	8.71	21.46	36.3	S005	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02268N3554_S001	E02020N3739E02658N3366	PS	8.61	22.68	35.54	S001	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02351N3465_S003	E02020N3739E02658N3366	PS	8.88	23.51	34.65	S003	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02142N3536_S005	E02020N3739E02658N3366	PS	8.61	21.42	35.36	S005	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02220N3597_S002	E02020N3739E02658N3366	PS	8.71	22.2	35.97	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02092N3679_S005	E02020N3739E02658N3366	PS	8.71	20.92	36.79	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02172N3465_S000	E02020N3739E02658N3366	PS	8.5	21.72	34.65	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02260N3491_S003	E02020N3739E02658N3366	PS	8.8	22.6	34.91	S003	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01772N3748_S002	E01548N3896E01854N3659	PS	8.61	17.72	37.48	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02318N3471_S004	E02020N3739E02658N3366	PS	8.61	23.18	34.71	S004	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01731N3813_S002	E01548N3896E01854N3659	PS	8.61	17.31	38.13	S002	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01677N3724_S001	E01548N3896E01854N3659	PS	8.61	16.77	37.24	S001	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02140N3614_S005	E02020N3739E02658N3366	PS	8.8	21.4	36.14	S005	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01703N3850_S000	E01548N3896E01854N3659	PS	8.24	17.03	38.5	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02090N3619_S001	E02020N3739E02658N3366	PS	8.71	20.9	36.19	S001	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02274N3465_S005	E02020N3739E02658N3366	PS	8.71	22.74	34.65	S005	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01694N3821_S005	E01548N3896E01854N3659	PS	8.61	16.94	38.21	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02335N3468_S004	E02020N3739E02658N3366	PS	8.95	23.35	34.68	S004	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02239N3505_S003	E02020N3739E02658N3366	PS	8.95	22.39	35.05	S003	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02408N3442_S002	E02020N3739E02658N3366	PS	8.95	24.08	34.42	S002	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02304N3498_S005	E02020N3739E02658N3366	PS	8.8	23.04	34.98	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02337N3493_S003	E02020N3739E02658N3366	PS	8.71	23.37	34.93	S003	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02171N3606_S004	E02020N3739E02658N3366	PS	8.95	21.71	36.06	S004	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01686N3772_S004	E01548N3896E01854N3659	PS	8.61	16.86	37.72	S004	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02155N3547_S002	E02020N3739E02658N3366	PS	8.71	21.55	35.47	S002	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02254N3467_S005	E02020N3739E02658N3366	PS	8.61	22.54	34.67	S005	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02401N3455_S004	E02020N3739E02658N3366	PS	8.88	24.01	34.55	S004	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02260N3491_S005	E02020N3739E02658N3366	PS	8.71	22.6	34.91	S005	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02245N3574_S000	E02020N3739E02658N3366	PS	8.5	22.45	35.74	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02137N3572_S003	E02020N3739E02658N3366	PS	8.61	21.37	35.72	S003	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02316N3447_S004	E02020N3739E02658N3366	PS	8.61	23.16	34.47	S004	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02260N3491_S002	E02020N3739E02658N3366	PS	8.95	22.6	34.91	S002	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01703N3850_S000	E01548N3896E01854N3659	PS	8.24	17.03	38.5	S000	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Mur_PYes_Var-M837_E02348N3529_S000	E02113N3823E02873N3483	PS	8.37	23.48	35.29	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02112N3663_S001	E02020N3739E02658N3366	PS	8.71	21.12	36.63	S001	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02090N3619_S005	E02020N3739E02658N3366	PS	8.71	20.9	36.19	S005	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02109N3687_S004	E02020N3739E02658N3366	PS	8.61	21.09	36.87	S004	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02267N3478_S003	E02020N3739E02658N3366	PS	8.71	22.67	34.78	S003	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01679N3705_S000	E01548N3896E01854N3659	PS	7.92	16.79	37.05	S000	Str	PYes	Hom
E01577N3897E01966N3571-PS-Mur_PYes_Hom-M824_E01741N3680_S000	E01577N3897E01966N3571	PS	8.24	17.41	36.8	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02287N3501_S005	E02020N3739E02658N3366	PS	8.95	22.87	35.01	S005	Str	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01765N3843_S000	E01548N3896E01854N3659	PS	8.09	17.65	38.43	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02324N3434_S000	E02020N3739E02658N3366	PS	7.92	23.24	34.34	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01760N3738_S000	E01548N3896E01854N3659	PS	8.09	17.6	37.38	S000	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01711N3754_S005	E01548N3896E01854N3659	PS	8.61	17.11	37.54	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02146N3630_S002	E02020N3739E02658N3366	PS	8.8	21.46	36.3	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02144N3668_S005	E02020N3739E02658N3366	PS	8.61	21.44	36.68	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02245N3515_S002	E02020N3739E02658N3366	PS	8.8	22.45	35.15	S002	Str	PYes	Var
E01577N3897E01966N3571-PS-Mur_PYes_Var-M707_E01794N3768_S000	E01577N3897E01966N3571	PS	7.07	17.94	37.68	S000	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02253N3579_S005	E02020N3739E02658N3366	PS	8.71	22.53	35.79	S005	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01772N3748_S004	E01548N3896E01854N3659	PS	8.61	17.72	37.48	S004	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01690N3715_S005	E01548N3896E01854N3659	PS	8.61	16.9	37.15	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02287N3526_S005	E02020N3739E02658N3366	PS	8.71	22.87	35.26	S005	Mur	PYes	Var
E01964N3926E02184N3685-PS-Str_PYes_Var-M809_E02048N3695_S000	E01964N3926E02184N3685	PS	8.09	20.48	36.95	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02294N3487_S005	E02020N3739E02658N3366	PS	8.8	22.94	34.87	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02455N3475_S003	E02020N3739E02658N3366	PS	8.61	24.55	34.75	S003	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02417N3454_S003	E02020N3739E02658N3366	PS	8.95	24.17	34.54	S003	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02314N3535_S000	E02020N3739E02658N3366	PS	8.5	23.14	35.35	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02534N3432_S003	E02020N3739E02658N3366	PS	8.8	25.34	34.32	S003	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01746N3766_S003	E01548N3896E01854N3659	PS	8.61	17.46	37.66	S003	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02210N3510_S004	E02020N3739E02658N3366	PS	8.71	22.1	35.1	S004	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02450N3427_S005	E02020N3739E02658N3366	PS	8.71	24.5	34.27	S005	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02133N3599_S002	E02020N3739E02658N3366	PS	8.71	21.33	35.99	S002	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02441N3439_S001	E02020N3739E02658N3366	PS	8.8	24.41	34.39	S001	Mur	PYes	Hom
E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02013N3694_S000	E01849N3766E02950N3220	PS	8.24	20.13	36.94	S000	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01715N3697_S005	E01548N3896E01854N3659	PS	8.61	17.15	36.97	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02245N3574_S004	E02020N3739E02658N3366	PS	8.71	22.45	35.74	S004	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02210N3611_S005	E02020N3739E02658N3366	PS	8.71	22.1	36.11	S005	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02218N3525_S001	E02020N3739E02658N3366	PS	8.8	22.18	35.25	S001	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02171N3544_S001	E02020N3739E02658N3366	PS	8.71	21.71	35.44	S001	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01768N3805_S001	E01548N3896E01854N3659	PS	8.61	17.68	38.05	S001	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02318N3471_S001	E02020N3739E02658N3366	PS	8.61	23.18	34.71	S001	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02122N3652_S002	E02020N3739E02658N3366	PS	8.71	21.22	36.52	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02301N3474_S003	E02020N3739E02658N3366	PS	8.71	23.01	34.74	S003	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02260N3491_S005	E02020N3739E02658N3366	PS	8.71	22.6	34.91	S005	Mur	PYes	Hom
E02113N3823E02873N3483-PS-Str_PNo_Var-M850_E02306N3593_S000	E02113N3823E02873N3483	PS	8.5	23.06	35.93	S000	Str	PNo	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02135N3710_S004	E02020N3739E02658N3366	PS	8.61	21.35	37.1	S004	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01708N3793_S001	E01548N3896E01854N3659	PS	8.61	17.08	37.93	S001	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02393N3468_S002	E02020N3739E02658N3366	PS	8.88	23.93	34.68	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02333N3444_S004	E02020N3739E02658N3366	PS	8.71	23.33	34.44	S004	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02128N3626_S003	E02020N3739E02658N3366	PS	8.61	21.28	36.26	S003	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01804N3797_S005	E01548N3896E01854N3659	PS	8.61	18.04	37.97	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02444N3464_S001	E02020N3739E02658N3366	PS	8.95	24.44	34.64	S001	Mur	PYes	Hom
E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02061N3739_S000	E01964N3926E02184N3685	PS	7.54	20.61	37.39	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02175N3577_S003	E02020N3739E02658N3366	PS	8.71	21.75	35.77	S003	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02194N3581_S004	E02020N3739E02658N3366	PS	8.61	21.94	35.81	S004	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02120N3675_S003	E02020N3739E02658N3366	PS	8.71	21.2	36.75	S003	Mur	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02359N3451_S003	E02020N3739E02658N3366	PS	8.61	23.59	34.51	S003	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01700N3744_S001	E01548N3896E01854N3659	PS	8.61	17	37.44	S001	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02218N3525_S005	E02020N3739E02658N3366	PS	8.61	22.18	35.25	S005	Str	PYes	Var
E02113N3823E02873N3483-PS-Mur_PYes_Hom-M809_E02235N3695_S000	E02113N3823E02873N3483	PS	8.09	22.35	36.95	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02239N3505_S002	E02020N3739E02658N3366	PS	8.95	22.39	35.05	S002	Str	PYes	Hom
E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02373N3537_S000	E02113N3823E02873N3483	PS	8.24	23.73	35.37	S000	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02195N3484_S003	E02020N3739E02658N3366	PS	8.71	21.95	34.84	S003	Mur	PYes	Var
E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01671N3800_S000	E01548N3896E01854N3659	PS	8.24	16.71	38	S000	Mur	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01746N3766_S002	E01548N3896E01854N3659	PS	8.61	17.46	37.66	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02144N3668_S002	E02020N3739E02658N3366	PS	8.71	21.44	36.68	S002	Str	PYes	Var
E01517N3917E01678N3772-PS-Str_PYes_Var-M774_E01597N3834_S000	E01517N3917E01678N3772	PS	7.74	15.97	38.34	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02212N3584_S001	E02020N3739E02658N3366	PS	8.8	22.12	35.84	S001	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02384N3458_S002	E02020N3739E02658N3366	PS	8.61	23.84	34.58	S002	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02245N3515_S004	E02020N3739E02658N3366	PS	8.8	22.45	35.15	S004	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02245N3515_S004	E02020N3739E02658N3366	PS	8.8	22.45	35.15	S004	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01700N3744_S003	E01548N3896E01854N3659	PS	8.61	17	37.44	S003	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02313N3510_S003	E02020N3739E02658N3366	PS	8.61	23.13	35.1	S003	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02342N3454_S001	E02020N3739E02658N3366	PS	8.8	23.42	34.54	S001	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02247N3606_S000	E02020N3739E02658N3366	PS	8.5	22.47	36.06	S000	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02189N3538_S003	E02020N3739E02658N3366	PS	8.95	21.89	35.38	S003	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02270N3527_S003	E02020N3739E02658N3366	PS	8.61	22.7	35.27	S003	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02109N3622_S004	E02020N3739E02658N3366	PS	8.8	21.09	36.22	S004	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02126N3687_S005	E02020N3739E02658N3366	PS	8.61	21.26	36.87	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02139N3548_S004	E02020N3739E02658N3366	PS	8.71	21.39	35.48	S004	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02223N3573_S005	E02020N3739E02658N3366	PS	8.8	22.23	35.73	S005	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01687N3753_S005	E01548N3896E01854N3659	PS	8.61	16.87	37.53	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02076N3673_S005	E02020N3739E02658N3366	PS	8.71	20.76	36.73	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02305N3524_S002	E02020N3739E02658N3366	PS	8.71	23.05	35.24	S002	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02294N3487_S002	E02020N3739E02658N3366	PS	8.61	22.94	34.87	S002	Mur	PYes	Var
E01964N3926E02184N3685-PS-Str_PYes_Var-M824_E02057N3724_S000	E01964N3926E02184N3685	PS	8.24	20.57	37.24	S000	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02375N3448_S001	E02020N3739E02658N3366	PS	8.71	23.75	34.48	S001	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01792N3806_S005	E01548N3896E01854N3659	PS	8.61	17.92	38.06	S005	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02195N3484_S004	E02020N3739E02658N3366	PS	8.71	21.95	34.84	S004	Mur	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01699N3763_S005	E01548N3896E01854N3659	PS	8.61	16.99	37.63	S005	Str	PYes	Hom
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01711N3754_S001	E01548N3896E01854N3659	PS	8.61	17.11	37.54	S001	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01746N3766_S003	E01548N3896E01854N3659	PS	8.61	17.46	37.66	S003	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02113N3596_S005	E02020N3739E02658N3366	PS	8.71	21.13	35.96	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02210N3510_S004	E02020N3739E02658N3366	PS	8.8	22.1	35.1	S004	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01783N3758_S002	E01548N3896E01854N3659	PS	8.61	17.83	37.58	S002	Str	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02175N3577_S002	E02020N3739E02658N3366	PS	8.8	21.75	35.77	S002	Mur	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01695N3801_S005	E01548N3896E01854N3659	PS	8.61	16.95	38.01	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02092N3679_S004	E02020N3739E02658N3366	PS	8.71	20.92	36.79	S004	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01720N3803_S002	E01548N3896E01854N3659	PS	8.61	17.2	38.03	S002	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01718N3822_S001	E01548N3896E01854N3659	PS	8.61	17.18	38.22	S001	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01703N3706_S001	E01548N3896E01854N3659	PS	8.61	17.03	37.06	S001	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02112N3663_S004	E02020N3739E02658N3366	PS	8.61	21.12	36.63	S004	Str	PYes	Var
E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01705N3831_S005	E01548N3896E01854N3659	PS	8.61	17.05	38.31	S005	Str	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02340N3431_S001	E02020N3739E02658N3366	PS	8.61	23.4	34.31	S001	Str	PYes	Var
E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02202N3553_S002	E02020N3739E02658N3366	PS	8.8	22.02	35.53	S002	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02321N3496_S002	E02020N3739E02658N3366	PS	8.8	23.21	34.96	S002	Mur	PYes	Hom
E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02498N3438_S002	E02020N3739E02658N3366	PS	8.95	24.98	34.38	S002	Str	PYes	Hom
E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02264N3453_S004	E02020N3739E02658N3366	PS	8.61	22.64	34.53	S004	Mur	PYes	Var
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02235N3576_S004	E02020N3739E02658N3366	PS	8.61	22.35	35.76	S004	Mur	PYes	Hom
