ID,P05,P16,P50,P84,P95,Pmean
E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02116N3637_S000,0.0,0.0,1.160778023310495e-07,9.18720205751803e-07,1.4219327517142751e-06,3.478093542127875e-07
E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01607N3701_S000,0.0,0.0,7.9560897435942e-08,5.941905449425983e-07,1.56826923077011e-06,3.368471769077657e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02270N3527_S000,0.0,0.0,3.21327108641867e-08,3.32492753623454e-07,5.084805918935503e-07,1.2444273324946217e-07
E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02058N3588_S000,0.0,0.0,7.36303832004352e-09,5.4941941747586006e-08,4.845986288324092e-07,6.354166420599667e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02184N3552_S000,0.0,0.0,3.7392676268743e-08,4.22975460123156e-07,6.654612937959134e-07,1.6162274007118407e-07
E02113N3823E02873N3483-PS-Mur_PNo_Var-M850_E02306N3593_S000,0.0,0.0,0.0,4.03691842979006e-06,8.01945945945144e-06,1.4916139034843698e-06
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01618N3711_S000,0.0,0.0,1.18713058788186e-07,8.05999502142059e-07,1.6124375e-06,4.067711767036506e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02102N3607_S000,0.0,0.0,2.7547686110152302e-08,2.62126001154e-07,4.2310468883238826e-07,1.0294166981130968e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02282N3451_S000,0.0,0.0,3.008099534875175e-08,3.7426927084414623e-07,6.55050495281593e-07,1.46941101616359e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02292N3463_S000,0.0,0.0,0.0,9.96533870907702e-08,5.49166634970863e-07,7.283838180857388e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02076N3673_S000,0.0,0.0,4.22852760736653e-08,4.94846625767406e-07,7.677939522148075e-07,1.989719894536969e-07
E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02101N3513_S000,0.0,0.0,4.6458123421594e-09,7.94523809524016e-08,2.907743337198061e-07,7.033999208101001e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02159N3533_S000,0.0,0.0,4.90232680891911e-08,5.196455555559716e-07,2.5695322137598898e-06,4.355368594153724e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02253N3503_S000,0.0,0.0,2.372844950262135e-08,2.32652379183391e-07,3.89768115942341e-07,8.935803081361577e-08
E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01605N3720_S000,0.0,0.0,1.6137031764066248e-07,1.0069765384616286e-06,1.9105314679473857e-06,4.7317031230058204e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02139N3548_S000,0.0,0.0,3.0883865167810753e-08,3.1507653269328716e-07,9.47053824362038e-07,1.691102579931767e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02142N3536_S000,0.0,0.0,2.90334270451059e-08,3.54595361979083e-07,6.283027205075324e-07,1.4045172676777867e-07
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M792_E02305N3578_S000,2.064725159123062e-06,3.15834269084924e-06,9.166680452422896e-06,1.40854368932073e-05,2.4841841664858826e-05,1.059829738067796e-05
E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02174N3531_S000,0.0,0.0,3.54374802385446e-08,3.65172444263787e-07,9.47053824362038e-07,1.7694635955465005e-07
E01577N3897E01966N3571-PS-Mur_PYes_Hom-M732_E01836N3866_S000,0.0,0.0,2.75654243988931e-08,3.1122805890205797e-07,2.0535027052052216e-06,4.3678629101685323e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02318N3471_S000,0.0,0.0,4.22852760736653e-08,4.94846625767406e-07,7.546280204533995e-07,1.9270856734521032e-07
E02020N3739E02658N3366-PS-Str_PNo_Var-M809_E02191N3680_S000,4.8190576965534136e-18,6.317614497057027e-09,6.87681564246924e-07,2.6512556369409e-06,9.078509795372666e-06,1.794214950737644e-06
E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01629N3721_S000,0.0,0.0,8.54589190870822e-08,5.61403846154161e-07,1.23919753086363e-06,3.0319290537626184e-07
E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02072N3616_S000,0.0,0.0,9.827802086321356e-09,6.344206657340676e-08,6.545546900139836e-07,7.72196389554103e-08
E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01750N3871_S000,0.0,0.0,1.8036953941121648e-07,1.10811034739577e-06,1.93912410978895e-06,5.327547868117103e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02260N3540_S000,0.0,0.0,1.181258544986005e-07,9.56685552407358e-07,1.5579403301125634e-06,3.789912935036546e-07
E02113N3823E02873N3483-PS-Mur_PNo_Var-M824_E02226N3659_S000,1.0783153958967632e-08,1.418117169516e-06,6.07156464765025e-06,1.13217741935733e-05,1.5961549981323384e-05,6.549506709861498e-06
E01849N3766E02950N3220-PS-Str_PYes_Var-M707_E01958N3723_S000,0.0,0.0,6.783909807554215e-07,5.2811001189107255e-06,1.9723384677795305e-05,3.6018847764155082e-06
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02225N3486_S000,0.0,0.0,1.336714232212955e-08,1.5206109312939944e-07,3.362894075023969e-07,7.119379433395154e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02102N3607_S000,0.0,0.0,6.50352392016228e-08,5.50035450831805e-07,9.27345786352426e-07,2.1381091122204434e-07
E01849N3766E02950N3220-PS-Mur_PYes_Var-M809_E02022N3645_S000,0.0,0.0,1.51093167701776e-08,9.459971195673348e-08,9.41320799628795e-07,1.1434873187559244e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02144N3587_S000,0.0,0.0,2.412763952943575e-07,1.5770349463832754e-06,2.58522222222429e-06,7.230444347829837e-07
E01577N3897E01966N3571-PS-Mur_PYes_Hom-M792_E01762N3719_S000,0.0,0.0,6.134072159297555e-09,6.646433420793244e-08,7.919323404867796e-07,2.0021108930729394e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02154N3709_S000,3.2191068080973594e-09,4.2425041551199407e-07,1.827235741311565e-06,6.665239876261882e-06,1.5016347227814787e-05,3.953279410913407e-06
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02129N3557_S000,0.0,0.0,1.86057380539004e-08,1.96695407249942e-07,3.4229491772383177e-07,7.95189997142614e-08
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01755N3814_S000,0.0,0.0,1.94264481695548e-07,1.15519959349023e-06,2.15104547640956e-06,5.690750973463615e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02270N3527_S000,0.0,0.0,3.21327108641867e-08,3.32492753623454e-07,5.084805918935503e-07,1.2444273324946217e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02195N3484_S000,0.0,0.0,2.57943081418403e-08,5.174244444448583e-07,2.5695322137598898e-06,4.019264131063242e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02174N3531_S000,0.0,0.0,3.0275753685760405e-08,3.7423312883476e-07,6.34374153024425e-07,1.461419899563233e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02219N3560_S000,0.0,0.0,3.89165257493856e-07,2.47309116064325e-06,3.509733183453752e-06,1.0278200082427015e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02090N3619_S000,0.0,0.0,7.1983331498865e-08,6.20985961300899e-07,1.03480609948893e-06,2.404296397244137e-07
E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02280N3610_S000,1.2463927050219433e-07,1.16636842936986e-06,3.838062583234484e-06,6.370974697930575e-06,9.14962025316364e-06,4.021100138478387e-06
E01964N3926E02184N3685-PS-Str_PNo_Var-M809_E02083N3755_S000,0.0,1.1888829625161057e-13,3.46772e-06,2.0549819982960468e-05,3.980541044567554e-05,9.877227484026007e-06
E01964N3926E02184N3685-PS-Mur_PNo_Var-M792_E02091N3733_S000,1.840939718177332e-10,2.6593109014840458e-08,6.55544261045199e-06,3.2074872201479265e-05,6.006654094750222e-05,1.5894670151100805e-05
E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01607N3701_S000,0.0,0.0,7.9560897435942e-08,5.941905449425983e-07,1.56826923077011e-06,3.368471769077657e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02296N3512_S000,0.0,0.0,3.553300135710195e-08,3.332086341813832e-07,5.608543434749448e-07,1.3390102780969022e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02287N3501_S000,0.0,0.0,8.170802670759941e-08,7.0240793201091e-07,1.12177650429643e-06,2.657546408109484e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02180N3508_S000,0.0,0.0,2.35484115963738e-08,2.9683100266369825e-07,5.912469325159755e-07,1.2560462165458997e-07
E02113N3823E02873N3483-PS-Str_PNo_Hom-M792_E02218N3695_S000,2.30858035347313e-06,3.47893805309581e-06,1.0069391700316901e-05,1.55458541774774e-05,2.6274485307868612e-05,1.1534516909443454e-05
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02287N3501_S000,0.0,0.0,2.99234029515667e-08,2.67857971014707e-07,4.4652753623224137e-07,1.090899233534739e-07
E01548N3896E01854N3659-PS-Mur_PNo_Hom-M707_E01576N3776_S000,2.664434426383166e-07,7.072961778942029e-07,3.126697991444535e-06,1.168871001633641e-05,2.5509552381977503e-05,6.469149894343649e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02176N3479_S000,0.0,0.0,7.6944489141513e-09,9.485970869445209e-08,3.3623188405824e-07,5.9472535360888174e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02218N3646_S000,0.0,0.0,3.43613708832997e-07,1.89061679755048e-06,5.027744970751241e-06,1.099510602982682e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02172N3465_S000,0.0,0.0,7.67106153142398e-09,9.29890215263717e-08,3.3623188405824e-07,5.9097772728958187e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02142N3536_S000,0.0,0.0,1.51593685520657e-08,1.6219124568009082e-07,3.362894075023969e-07,7.438062633881578e-08
E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02087N3577_S000,0.0,0.0,7.90481502993008e-09,8.3897260273934e-08,4.918522062705036e-07,8.63215692955185e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02230N3451_S000,0.0,0.0,1.25889652982588e-08,1.628889290788866e-07,8.69322033897644e-07,1.3054510218620072e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02229N3514_S000,0.0,0.0,2.291341132194355e-08,2.250587416881519e-07,3.89768115942341e-07,8.789289760264676e-08
E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02072N3616_S000,0.0,0.0,1.87484126984176e-08,1.1831208831385806e-07,1.20550909655821e-06,1.4039142098347462e-07
E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02072N3616_S000,0.0,0.0,1.87484126984176e-08,1.1831208831385806e-07,1.20550909655821e-06,1.4039142098347462e-07
E01849N3766E02950N3220-PS-Str_PYes_Var-M837_E02110N3553_S000,0.0,0.0,4.9621575193208e-09,5.02645214892755e-08,3.089559629912361e-07,5.1951530314719926e-08
E01577N3897E01966N3571-PS-Mur_PYes_Hom-M809_E01774N3710_S000,0.0,0.0,1.83315147706169e-09,2.8459860852993227e-08,2.3437182958581004e-07,8.244831374410505e-08
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02307N3436_S000,0.0,0.0,3.40496224302175e-08,4.02067480415375e-07,6.662409837498722e-07,1.5740104263058036e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02126N3687_S000,2.7893455767063503e-09,3.7757130034065316e-07,1.72790370484304e-06,5.79023853209371e-06,1.3658560798848682e-05,3.537596107113811e-06
E01964N3926E02184N3685-PS-Str_PNo_Hom-M774_E02090N3766_S000,7.50177396621616e-08,1.0465090141093856e-06,7.39776411536672e-06,3.201044430796657e-05,6.042012972960186e-05,1.5889546701636127e-05
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02206N3569_S000,0.0,0.0,1.06553133618216e-07,8.14941423054586e-07,1.2818599630093761e-06,3.1682176064830094e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02128N3626_S000,0.0,0.0,3.56916666666952e-07,2.2156733333351065e-06,3.2765217422529492e-06,9.587680669669252e-07
E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02101N3513_S000,0.0,0.0,4.6458123421594e-09,7.94523809524016e-08,2.907743337198061e-07,7.033999208101001e-08
E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02040N3720_S000,0.0,0.0,1.47583529896307e-06,1.3029280156424e-05,3.0039709401993452e-05,6.047727873081248e-06
E01964N3926E02184N3685-PS-Mur_PNo_Hom-M754_E02069N3788_S000,3.78169438979735e-06,7.161358212070096e-06,2.41839852008662e-05,7.454333193056047e-05,0.00012294731455659,3.848965971464007e-05
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02195N3500_S000,0.0,0.0,2.59181571045051e-08,2.5981187128079217e-07,9.47053824362038e-07,1.605035615267443e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02120N3675_S000,0.0,0.0,1.24297450424855e-07,9.727242113440602e-07,1.7270726940537595e-06,4.094055095557582e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02194N3513_S000,0.0,0.0,2.1827656795146347e-08,2.810039597689739e-07,5.912469325159755e-07,1.2301240890701118e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02330N3507_S000,0.0,0.0,1.2325623177393251e-07,9.56685552407358e-07,1.632650183164056e-06,3.9215629341160167e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02152N3510_S000,0.0,0.0,1.08746929551711e-08,1.2383334520170793e-07,3.3623188405824e-07,6.467077815997465e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02253N3503_S000,0.0,0.0,1.02448404966638e-07,7.982209582177599e-07,2.58522222222429e-06,5.10995914160345e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02129N3525_S000,0.0,0.0,3.2416457471923e-08,5.196455555559716e-07,2.5695322137598898e-06,4.1266257494124293e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02201N3524_S000,0.0,0.0,1.48799331870512e-08,1.57329485351181e-07,3.3625306061852166e-07,7.215568995712203e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02227N3438_S000,0.0,0.0,1.1085750946308051e-08,1.62594972067302e-07,8.69322033897644e-07,1.2813190077140427e-07
E01849N3766E02950N3220-PS-Mur_PYes_Var-M792_E02025N3657_S000,0.0,0.0,4.576664618828375e-08,2.684937777779919e-07,2.452852120124037e-06,3.1713716126793793e-07
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01768N3805_S000,0.0,0.0,4.405660246908735e-08,3.05391434090642e-07,5.60116438355907e-07,1.379269545032967e-07
E01577N3897E01966N3571-PS-Str_PYes_Hom-M809_E01762N3719_S000,0.0,0.0,1.935322440858625e-09,3.351760284178552e-08,2.48961918970745e-07,8.73028027360459e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02155N3547_S000,0.0,0.0,2.10740837782253e-08,2.052994379568278e-07,3.714571620540139e-07,8.359462452540993e-08
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02243N3539_S000,0.0,0.0,3.077949863704375e-08,2.8477242726712e-07,4.563944584551983e-07,1.12578030844203e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02253N3579_S000,0.0,0.0,3.99078636000972e-08,3.44472780043768e-07,6.423410332184708e-07,1.4697185703637754e-07
E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01644N3694_S000,0.0,0.0,3.597109247154425e-08,3.32121794871981e-07,1.11147435897498e-06,2.2115877663928677e-07
E01577N3897E01966N3571-PS-Str_PYes_Hom-M809_E01752N3690_S000,0.0,0.0,1.869883416351095e-09,3.22880447168815e-08,2.4025322495962866e-07,8.476443248938923e-08
E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02333N3573_S000,0.0,0.0,1.83756008196516e-06,5.401124917510878e-06,7.73713905850347e-06,2.753020328531629e-06
E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01669N3676_S000,0.0,0.0,1.15197293582874e-08,1.2783215384622409e-07,4.129151538463596e-07,7.64403117397989e-08
E01849N3766E02950N3220-PS-Mur_PYes_Var-M809_E02008N3644_S000,0.0,0.0,1.27186335403653e-08,8.641632851130739e-08,7.670791909342671e-07,1.0130555113142563e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02202N3553_S000,0.0,0.0,9.60157300504208e-08,7.98858963957115e-07,1.2008656774101036e-06,2.9703073607570153e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02133N3599_S000,0.0,0.0,9.10021237142865e-08,6.7846417106996e-07,1.0439829175809755e-06,2.55764955592466e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02316N3447_S000,0.0,0.0,6.863458459274305e-08,6.03487573660745e-07,2.57806094182539e-06,4.6246138783128907e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02133N3599_S000,0.0,0.0,2.9701919802680397e-08,2.67857971014707e-07,4.36379962389699e-07,1.0731240291605587e-07
E02113N3823E02873N3483-PS-Mur_PNo_Hom-M809_E02340N3543_S000,1.236475851707986e-07,1.16026522529945e-06,3.81681627961332e-06,6.338434148593117e-06,9.12136419439463e-06,4.005890370946757e-06
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02201N3458_S000,0.0,0.0,1.653262423432055e-08,2.25249193683897e-07,5.61226993865637e-07,1.0874739889295415e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02184N3522_S000,0.0,0.0,2.738602690343615e-08,2.43556787949262e-07,8.69322033897644e-07,1.5230630404529949e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02304N3498_S000,0.0,0.0,3.27781389703625e-08,3.32492753623454e-07,5.213578679655036e-07,1.2667614952044394e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02253N3503_S000,0.0,0.0,2.372844950262135e-08,2.32652379183391e-07,3.89768115942341e-07,8.935803081361577e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02279N3514_S000,0.0,0.0,1.02425834223446e-07,8.07903682719062e-07,1.2474215443541075e-06,3.089885307525453e-07
E01964N3926E02184N3685-PS-Mur_PNo_Var-M792_E02083N3755_S000,2.135610346806431e-10,2.8131597734426227e-08,6.892664956555875e-06,3.372707704216652e-05,6.468069218907153e-05,1.705624666897686e-05
E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02294N3487_S000,0.0,0.0,2.70975573304453e-08,2.6654491706052437e-07,4.29147058823787e-07,1.0230847840371415e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02219N3560_S000,0.0,0.0,4.22852760736653e-08,4.94846625767406e-07,7.53475409836028e-07,1.9289908715389743e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02102N3607_S000,0.0,0.0,6.50352392016228e-08,5.50035450831805e-07,9.27345786352426e-07,2.1381091122204434e-07
E01964N3926E02184N3685-PS-Str_PYes_Var-M809_E02090N3766_S000,0.0,0.0,0.0,3.68536e-06,1.4930439570354128e-05,2.2943282713916765e-06
E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02128N3626_S000,0.0,0.0,3.56916666666952e-07,2.2156733333351065e-06,3.2765217422529492e-06,9.587680669669252e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02287N3526_S000,0.0,0.0,1.1756940509907951e-07,9.53726543482789e-07,1.5038587154860633e-06,3.66550042401188e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02256N3567_S000,0.0,0.0,3.611617987532565e-08,3.3623188405824e-07,5.731444509789648e-07,1.360097584446435e-07
E01849N3766E02950N3220-PS-Str_PYes_Var-M837_E02116N3502_S000,0.0,0.0,3.10176328532169e-09,3.942613592233959e-08,1.9269109522471696e-07,4.1445406540661e-08
E02113N3823E02873N3483-PS-Str_PNo_Var-M824_E02243N3683_S000,0.0,0.0,4.0297879420508154e-07,8.1885161583893e-06,1.20782770700552e-05,3.4163542225885585e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02174N3531_S000,0.0,0.0,1.73017063504558e-08,1.8301614418558775e-07,3.4146654683364656e-07,7.74930070135413e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02116N3712_S000,3.0031290357272114e-09,4.09874784618446e-07,1.78455555555698e-06,6.212297023593059e-06,1.4147148108881977e-05,3.7616273804083088e-06
E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01766N3824_S000,0.0,0.0,1.702160135570805e-07,1.05301282051341e-06,1.89421073373503e-06,5.133469851611971e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02126N3687_S000,0.0,0.0,1.25577251374543e-07,1.02016947549605e-06,1.8319203497009115e-06,4.269770783910923e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02253N3481_S000,0.0,0.0,5.268622039209285e-08,6.56090607735633e-07,3.04570637118775e-06,4.6451903330469985e-07
E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01770N3767_S000,0.0,0.0,3.45403773937422e-08,2.57386651593758e-07,4.99465009364916e-07,1.1946753130133228e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02184N3522_S000,0.0,0.0,2.738602690343615e-08,2.43556787949262e-07,8.69322033897644e-07,1.5230630404529949e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02287N3526_S000,0.0,0.0,3.545733482942625e-08,3.3309101449301966e-07,5.60273204824347e-07,1.335778479968233e-07
E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01634N3664_S000,0.0,0.0,0.0,8.758862098589213e-08,4.796195504480233e-07,9.86219517677516e-08
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02195N3500_S000,0.0,0.0,1.19225755739633e-08,1.4097971014504e-07,3.3623188405824e-07,6.754869086375763e-08
E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02083N3604_S000,0.0,0.0,9.329599384646081e-09,6.170570873787888e-08,6.326483938579139e-07,7.440034034538866e-08
E01849N3766E02950N3220-PS-Str_PYes_Var-M837_E02118N3515_S000,0.0,0.0,3.3011053987824354e-09,4.12165520860337e-08,2.0465242988590175e-07,4.2903639818442587e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02292N3463_S000,0.0,0.0,4.694333589544045e-08,5.196455555559716e-07,2.5695322137598898e-06,4.334733026024981e-07
E01849N3766E02950N3220-PS-Str_PYes_Var-M792_E02082N3520_S000,0.0,0.0,1.118510837570605e-08,1.8099497206715573e-07,4.106055419932446e-07,1.3908044839248604e-07
E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02029N3745_S000,0.0,0.0,1.42350000000085e-06,1.4983023529420756e-05,4.0587205882377325e-05,7.484356456600024e-06
E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02110N3553_S000,0.0,0.0,7.67368008753767e-09,8.3897260273934e-08,4.774705628125004e-07,8.466353289920122e-08
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02133N3599_S000,0.0,0.0,8.512315542505805e-08,7.06769847176577e-07,1.12177650429643e-06,2.734625901836169e-07
E01849N3766E02950N3220-PS-Str_PYes_Var-M837_E02112N3526_S000,0.0,0.0,3.6041054112258704e-09,4.160677407313283e-08,2.234369524354928e-07,4.412217306407273e-08
E01577N3897E01966N3571-PS-Mur_PYes_Hom-M754_E01763N3700_S000,0.0,0.0,0.0,2.82545197073538e-08,5.064854614116194e-07,1.7472475032701562e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02188N3566_S000,0.0,0.0,6.966544247030725e-08,5.996809662565397e-07,9.86777124407087e-07,2.3555185525700898e-07
E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02324N3434_S000,0.0,0.0,3.4338528317468e-08,4.05478962066956e-07,6.615582822093033e-07,1.569580428220192e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02142N3694_S000,0.0,0.0,1.26954886199143e-07,1.1411862290499666e-06,2.050065761325839e-06,4.6702459974426415e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02152N3510_S000,0.0,0.0,3.354164355985405e-08,5.196455555559716e-07,2.5695322137598898e-06,4.142129200714687e-07
E02020N3739E02658N3366-PS-Mur_PNo_Var-M809_E02116N3712_S000,4.8190576965534136e-18,5.793162144328994e-09,6.477808062234439e-07,2.4806121552388656e-06,8.78342050768568e-06,1.7068113680793111e-06
E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02106N3580_S000,0.0,0.0,4.399192875842905e-08,3.7174830726797944e-07,8.69322033897644e-07,1.7687675846584424e-07
E01849N3766E02950N3220-PS-Mur_PYes_Hom-M850_E02087N3577_S000,0.0,0.0,2.00533242150757e-08,2.07904347826253e-07,1.2991318182599267e-06,2.2625268928816825e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02304N3498_S000,0.0,0.0,3.27781389703625e-08,3.32492753623454e-07,5.213578679655036e-07,1.2667614952044394e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M792_E02123N3540_S000,0.0,0.0,4.066866731534265e-08,5.196455555559716e-07,2.5695322137598898e-06,4.2344347621110485e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02123N3540_S000,0.0,0.0,2.609766548841455e-08,3.204768741647674e-07,6.283027205075324e-07,1.3381272095560068e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02253N3481_S000,0.0,0.0,2.8308196735137798e-08,2.879336362193825e-07,9.47053824362038e-07,1.647698826034664e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02237N3564_S000,0.0,0.0,4.2475622669647805e-08,4.94846625767406e-07,7.730015336841062e-07,2.0030261888102036e-07
E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02245N3515_S000,0.0,0.0,2.61877137704166e-08,2.5082454763815224e-07,4.202898550728e-07,9.846841385739671e-08
E01849N3766E02950N3220-PS-Str_PYes_Var-M850_E02130N3493_S000,0.0,0.0,0.0,4.492666666676991e-08,2.0789739140534281e-07,6.305396223859523e-08
E02113N3823E02873N3483-PS-Mur_PNo_Var-M809_E02235N3695_S000,1.2550854166706856e-07,1.33260416667093e-06,4.3031429542485255e-06,7.320247328536885e-06,1.0142550334629775e-05,4.534957070576995e-06
E01964N3926E02184N3685-PS-Mur_PYes_Var-M809_E02066N3753_S000,0.0,0.0,1.507411225954525e-09,7.53502204729877e-06,2.3611013474070497e-05,3.778989097723752e-06
E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02223N3473_S000,0.0,0.0,1.65310182349645e-08,1.8593235087469826e-07,8.69322033897644e-07,1.3646938561274567e-07
E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02236N3526_S000,0.0,0.0,6.14356316553464e-08,5.52210186449754e-07,9.56685552407358e-07,2.2135737484832911e-07
E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02195N3500_S000,0.0,0.0,1.8735660487434553e-08,1.9251151220649882e-07,8.69322033897644e-07,1.3945385369177773e-07
