ID,P05,P16,P50,P84,P95,Pmean
E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S112D90R090_A003139_S050,2.1000535011972006e-15,2.722554081776376e-13,9.786430882767601e-11,2.29541365891875e-09,8.013540901898625e-09,1.865526273266436e-09
E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S022D90R270_A001972_S039,2.20177109307416e-12,3.421836665165576e-11,6.442138449848635e-10,5.377986438345922e-09,1.521155576747701e-08,3.2668335553091966e-09
E01598N4052E01840N3892-BS-M809_E01682N3940_D010_S247D50R090_A012497_S042,0.0,0.0,3.59745136020275e-13,1.3722628438474e-08,4.322688526891884e-08,8.63857178174111e-09
E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S247D70R270_A006995_S075,0.0,0.0,2.042778937572e-12,8.0190831606624e-10,3.9358779886102495e-09,8.155256793608032e-10
E01446N4259E02038N3783-BS-M809_E01951N3850_D010_S022D30R090_A006995_S075,0.0,0.0,1.272560676247225e-13,4.255288027045631e-09,9.6341966112813e-09,1.7856556962435113e-09
E01522N3585E03578N2685-BS-M732_E01821N3490_D076_S067D50R090_A001180_S030,3.35151571969445e-10,7.4267714303574e-10,2.4580204170775e-09,5.2629576866834e-09,7.963322328448849e-09,3.075158960584646e-09
E00979N4372E01586N3827-BS-M792_E01517N3827_D010_S337D50R270_A004781_S062,0.0,0.0,2.8852154770893e-11,3.6366282979836475e-09,7.506358886892148e-09,1.6480570771482587e-09
E01108N3882E01527N3690-BS-M774_E01477N3760_D010_S157D70R270_A005608_S028,0.0,0.0,3.617444281431e-10,6.061954171095599e-09,1.25604479654395e-08,2.7882325019230208e-09
E01964N3926E02184N3685-BS-M754_E02045N3760_D010_S337D50R090_A003524_S022,0.0,0.0,7.287031448604599e-11,1.0481973351231534e-08,3.8589615112432986e-08,6.721017771092922e-09
E01380N4178E01687N3892-BS-M809_E01590N3917_D010_S292D50R270_A012497_S042,0.0,0.0,2.323080772038e-14,2.267684915402088e-08,5.847726229971599e-08,1.0983830193471998e-08
E01267N3753E01646N3535-BS-M774_E01547N3670_D107_S022D70R090_A003139_S050,1.8234549420838057e-11,9.835609154564161e-11,6.30740905611e-10,3.3430682016725997e-09,9.458529107131874e-09,2.120789560553559e-09
E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S292D10R270_A004781_S062,0.0,0.0,4.99402917296175e-14,4.2837875041317184e-10,3.843392810027546e-09,8.174426887778433e-10
E01446N4259E02038N3783-BS-M792_E01899N3872_D010_S337D50R270_A004781_S062,0.0,0.0,1.9529938927095002e-11,3.1844923932540997e-09,6.49362726541065e-09,1.404640850020591e-09
E01267N3753E01646N3535-BS-M792_E01592N3602_D010_S067D10R090_A004781_S062,0.0,0.0,1.71626749714045e-11,7.60812273775171e-10,2.92577969839376e-09,6.508646973430458e-10
E01108N3882E01527N3690-BS-M809_E01474N3737_D010_S067D30R270_A012497_S042,0.0,0.0,8.5691530772512e-13,1.8376160767130876e-09,5.475966059692795e-09,1.0939120498734352e-09
E01889N4173E02097N3847-BS-M792_E01991N3895_D010_S112D50R090_A008541_S034,0.0,0.0,5.95320138563737e-14,1.318460536461884e-09,4.934605342328743e-08,6.107398804373376e-09
E01522N3585E03578N2685-BS-M754_E01813N3445_D010_S247D50R270_A001972_S039,9.182248278823923e-11,2.876626041908058e-10,9.651439833395252e-10,2.4178444640974797e-09,3.786823851921879e-09,1.3567935399214382e-09
E01267N3753E01646N3535-BS-M792_E01540N3625_D010_S247D10R090_A004781_S062,0.0,0.0,3.3461755709290203e-11,1.3378650419289278e-09,5.415231952149186e-09,1.0704352064746475e-09
E01267N3753E01646N3535-BS-M774_E01544N3647_D107_S067D70R090_A003139_S050,4.057571591972114e-12,3.2593848169443456e-11,2.86168199538585e-10,1.5052090269708127e-09,4.396303765594188e-09,1.004415384760405e-09
E01446N4259E02038N3783-BS-M809_E01938N3917_D144_S112D50R270_A006995_S075,0.0,0.0,7.840740240655e-14,4.07833986004032e-09,8.5304874957274e-09,1.594619054860748e-09
E01598N4052E01840N3892-BS-M792_E01735N3917_D010_S112D50R090_A008541_S034,2.651383566375126e-13,2.1101724527761005e-10,2.8204793712349997e-09,1.0506268396629599e-08,2.797494748779125e-08,6.5954856076963e-09
E01522N3585E03578N2685-BS-M754_E01719N3535_D091_S247D30R090_A001972_S039,5.94008998690716e-11,1.8406413927712443e-10,7.931950396082999e-10,2.1144445425300952e-09,3.39798731844096e-09,1.1389818404806557e-09
E01446N4259E02038N3783-BS-M754_E01928N3872_D010_S337D50R090_A001972_S039,0.0,0.0,1.9284280809271e-09,1.2238635477655199e-08,2.0990344209443675e-08,5.418816303292936e-09
E01522N3585E03578N2685-BS-M754_E01790N3467_D010_S067D70R090_A001972_S039,2.7897079069503278e-11,8.285721637927522e-11,4.0848405514049e-10,1.1871113936867879e-09,1.9692458378682886e-09,6.304038001832189e-10
E01267N3753E01646N3535-BS-M792_E01467N3692_D125_S067D70R270_A004781_S062,0.0,0.0,3.867721814418e-11,2.0883566765159993e-09,8.1126466795935e-09,1.6693276328847767e-09
E01108N3882E01527N3690-BS-M792_E01506N3760_D010_S112D90R270_A008541_S034,0.0,0.0,1.4727434608068e-12,9.633115203553917e-10,3.2861692088849986e-09,6.643413938390325e-10
E01522N3585E03578N2685-BS-M774_E01739N3490_D010_S067D30R090_A003139_S050,5.071907470635027e-12,8.523451354385232e-11,4.5043781427207003e-10,1.305663229718568e-09,2.269553437720537e-09,6.935202553551494e-10
E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S157D50R090_A006995_S075,0.0,0.0,2.6889339163475746e-11,3.0477604575335e-09,1.197182394858666e-08,2.1398960292344294e-09
E01598N4052E01840N3892-BS-M809_E01735N3917_D010_S112D50R090_A012497_S042,0.0,0.0,9.150299671424999e-14,2.0871600844727997e-09,7.4441743570569984e-09,1.439105805079105e-09
E01470N3877E01631N3641-BS-M792_E01513N3805_D010_S112D10R090_A008541_S034,0.0,0.0,1.6315439680256003e-11,4.410792917439997e-09,1.7604213050297946e-08,3.58008696917871e-09
E01446N4259E02038N3783-BS-M774_E01975N3827_D010_S022D50R270_A003139_S050,0.0,0.0,7.494172796117251e-10,1.3014647702189499e-08,2.6098328104216236e-08,5.633797678544301e-09
E01267N3753E01646N3535-BS-M809_E01564N3602_D010_S247D50R090_A006995_S075,0.0,0.0,1.2262270769434e-11,1.2203443942314233e-09,5.0030665053643365e-09,9.059180123312919e-10
E01267N3753E01646N3535-BS-M809_E01519N3670_D010_S157D90R270_A006995_S075,0.0,0.0,4.1319641299283995e-13,4.6540486444060776e-10,2.3408434042221588e-09,6.135670911448239e-10
E01267N3753E01646N3535-BS-M732_E01523N3692_D142_S067D50R090_A001180_S030,5.376705728220945e-09,1.086572547324272e-08,3.1408553202194e-08,8.654732810713037e-08,1.9464713620292794e-07,5.5417186296974614e-08
E01522N3585E03578N2685-BS-M792_E02518N3220_D010_S067D50R090_A004781_S062,0.0,0.0,1.1574592181208001e-10,4.4408324947826876e-09,9.286609883515197e-09,1.9090330445263392e-09
E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S157D30R270_A001180_S030,2.631847182136625e-10,8.305666826533272e-10,3.770339943403976e-09,1.3651990640328447e-08,2.9816407696039624e-08,7.964962281992885e-09
E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S067D30R270_A006995_S075,0.0,0.0,4.1457423359632e-12,8.018768286419727e-10,3.2566880321925013e-09,6.50053534371774e-10
E01267N3753E01646N3535-BS-M754_E01547N3670_D091_S022D50R090_A001972_S039,1.34582622527466e-09,2.74930581765336e-09,8.51198029761825e-09,2.7619034197632594e-08,6.270469075317748e-08,1.707939527097145e-08
E01267N3753E01646N3535-BS-M754_E01467N3692_D172_S022D70R000_A002538_S031,2.428364510921797e-07,4.59928940058104e-07,1.050098290662665e-06,3.2129703506084824e-06,6.164961896405762e-06,1.8129925392320485e-06
E01267N3753E01646N3535-BS-M774_E01544N3647_D010_S292D50R270_A003139_S050,1.3717331656090652e-10,4.5200479274074884e-10,1.58169399046008e-09,6.8780693283876e-09,1.4993452788489338e-08,3.941556753002754e-09
E01267N3753E01646N3535-BS-M732_E01547N3670_D142_S292D30R090_A001180_S030,7.502581737948e-10,1.7340983396365599e-09,5.531529342221e-09,1.7368003805916e-08,3.6344293138206464e-08,1.0456256882038222e-08
E01446N4259E02038N3783-BS-M809_E01846N3895_D010_S112D50R270_A006995_S075,0.0,0.0,4.28795783980125e-14,1.8024864904177596e-09,3.6879227190846985e-09,7.174993840938035e-10
E01446N4259E02038N3783-BS-M792_E01896N3985_D010_S292D30R090_A004781_S062,0.0,0.0,2.7979523186149497e-11,4.708240894877939e-09,1.294958247626084e-08,2.3364103789092683e-09
E01522N3585E03578N2685-BS-M754_E01872N3467_D010_S067D30R090_A001972_S039,1.0039845593950996e-10,3.319589881375128e-10,1.349387738767485e-09,3.7783866761991956e-09,6.0498014170234845e-09,2.0170512669316127e-09
E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S022D10R270_A001180_S030,1.6405437205895212e-15,5.97348692185836e-13,9.420752139560125e-11,1.7240468647399198e-09,6.929155319404711e-09,1.4994265218276831e-09
E01470N3877E01631N3641-BS-M680_E01559N3737_D075_S337D70R090_A000638_S009,2.570821313216333e-10,1.28570869009458e-09,7.490137934392875e-09,3.27319048622691e-08,5.9359830432039215e-08,1.6818761090009073e-08
E01522N3585E03578N2685-BS-M774_E01821N3490_D010_S067D70R090_A003139_S050,2.1692346427178903e-12,4.407283152890641e-11,3.2139261477983e-10,1.16194142774248e-09,2.089220381145699e-09,6.128430087082502e-10
E01446N4259E02038N3783-BS-M809_E01957N3872_D010_S157D90R270_A006995_S075,0.0,0.0,3.4007754670604e-14,1.2079416474683771e-09,4.682424793208564e-09,7.745004276741107e-10
E01446N4259E02038N3783-BS-M809_E02009N3850_D010_S202D50R270_A006995_S075,0.0,0.0,2.56820961263455e-13,1.7139216237983397e-08,3.495686315347038e-08,6.6390920411626285e-09
E01267N3753E01646N3535-BS-M732_E01527N3715_D010_S022D30R000_A001319_S027,9.650319061799161e-12,1.2979384551565572e-10,1.635278779470785e-09,1.0072692557956529e-08,2.7068379513728162e-08,6.164261705820335e-09
E01446N4259E02038N3783-BS-M754_E01938N3917_D010_S112D50R270_A001972_S039,0.0,0.0,4.432354796905e-09,2.565238116257599e-08,4.273548701751935e-08,1.1172948017100694e-08
E01267N3753E01646N3535-BS-M774_E01547N3670_D010_S112D90R270_A003139_S050,2.544345958482e-13,4.670121565309441e-12,1.48587512742675e-10,1.3289216719960799e-09,4.607872861339979e-09,1.1171032357330353e-09
E01522N3585E03578N2685-BS-M792_E01940N3400_D010_S067D50R090_A004781_S062,0.0,0.0,2.94283124562665e-11,1.5017261753815718e-09,3.074004693063205e-09,6.333257328141358e-10
E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S067D30R090_A006995_S075,0.0,0.0,1.26314089798614e-11,1.3239288660505597e-09,5.2162755662787676e-09,9.550718714226584e-10
E01267N3753E01646N3535-BS-M732_E01530N3737_D208_S292D30R270_A001180_S030,4.453681207665068e-10,1.0006708686553163e-09,4.1553172743607495e-09,1.2978402427374717e-08,3.000245888292887e-08,8.098190304662142e-09
E01267N3753E01646N3535-BS-M792_E01568N3625_D010_S022D50R270_A004781_S062,0.0,0.0,2.2807310764540502e-10,3.805309779612684e-09,1.2514098397797147e-08,2.4940587345288386e-09
E01522N3585E03578N2685-BS-M754_E02192N3310_D010_S022D50R090_A001972_S039,3.2345833418987504e-10,1.1114540031713999e-09,3.942942225263e-09,8.760635768812797e-09,1.3768708444373626e-08,5.0834239397606234e-09
E01446N4259E02038N3783-BS-M732_E01946N3827_D010_S337D30R270_A001180_S030,0.0,0.0,2.4535832501376e-09,1.3009330554194348e-08,2.5522682042440448e-08,6.016422934820441e-09
E01889N4173E02097N3847-BS-M754_E02020N3895_D010_S337D30R090_A003524_S022,3.7557363492224e-07,6.174253265635839e-07,5.437146773768e-06,8.0165100283296e-06,9.3765618484656e-06,4.685004595089275e-06
E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S112D30R270_A002108_S017,1.064143443777975e-09,3.266138451145482e-09,1.2742504233723e-08,4.304456574541199e-08,9.079421704984114e-08,2.629937212391564e-08
E01267N3753E01646N3535-BS-M732_E01568N3625_D010_S067D50R090_A001180_S030,4.95122184612155e-10,1.115477688165168e-09,3.1205351655448e-09,8.95026274430244e-09,1.7446044409248882e-08,5.547625457059413e-09
E01522N3585E03578N2685-BS-M774_E01688N3512_D010_S067D50R270_A003139_S050,6.7779483305711604e-12,1.2075009977519444e-10,6.1850963808654e-10,1.5894917547865598e-09,2.5474560429166797e-09,8.541649781917302e-10
E01522N3585E03578N2685-BS-M754_E01836N3422_D010_S067D70R090_A001972_S039,2.1019470394094706e-11,9.196393875075216e-11,4.49574986434155e-10,1.35601257363054e-09,2.3176693205570476e-09,7.317058962158591e-10
E01267N3753E01646N3535-BS-M792_E01491N3670_D125_S202D10R090_A004781_S062,0.0,0.0,5.904703140406e-11,2.3408144972517752e-09,9.103301444484396e-09,1.9634855470416332e-09
E01522N3585E03578N2685-BS-M754_E01895N3445_D010_S067D50R270_A001972_S039,2.4271632843517803e-10,8.82919626596448e-10,3.121302726564e-09,7.738660008485761e-09,1.2029894794920597e-08,4.27421485797845e-09
E01267N3753E01646N3535-BS-M792_E01467N3692_D010_S247D50R270_A004781_S062,0.0,0.0,6.804532077607e-10,1.0776952016159996e-08,3.150406877641099e-08,7.038655058756595e-09
E01446N4259E02038N3783-BS-M774_E01875N3895_D010_S112D30R090_A003139_S050,0.0,0.0,1.78409681844639e-10,2.9690367993869514e-09,6.912006911951398e-09,1.386682730923869e-09
E01889N4173E02097N3847-BS-M809_E01943N3940_D010_S337D30R090_A012497_S042,0.0,0.0,1.497414320766e-19,1.0514190735106473e-10,4.966308948718641e-07,5.1222478202498433e-08
E01267N3753E01646N3535-BS-M680_E01551N3692_D010_S292D30R090_A000357_S016,4.12300587503888e-09,8.057242899097728e-09,2.1612484270956798e-08,5.183138324137727e-08,9.934839509937597e-08,3.1735798166746405e-08
E01267N3753E01646N3535-BS-M809_E01561N3580_D010_S247D30R090_A006995_S075,0.0,0.0,5.3308103252954e-12,7.739636410369677e-10,3.4992655937386252e-09,6.226631861955231e-10
E01522N3585E03578N2685-BS-M754_E01664N3535_D010_S067D50R270_A001972_S039,7.179661243029991e-11,2.483857718612556e-10,8.700575056602e-10,2.139708083541599e-09,3.372332930640959e-09,1.2117970844567324e-09
E01522N3585E03578N2685-BS-M754_E01715N3512_D091_S247D50R090_A001972_S039,8.970478926996501e-11,2.9533381014095764e-10,1.0436786127273998e-09,2.4382662096680677e-09,3.957786182748845e-09,1.4096599838983709e-09
E01964N3926E02184N3685-BS-M707_E01988N3760_D010_S337D50R090_A001194_S013,1.7213099680863977e-09,8.3256254682052e-09,4.57530687202325e-08,1.2235341156723998e-07,1.9409778293685e-07,6.459702610198337e-08
E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S112D10R090_A001972_S039,3.921329460195188e-11,1.49191302724422e-10,9.910273309455375e-10,5.200887374887799e-09,1.355385680672074e-08,3.1910532830000027e-09
E01522N3585E03578N2685-BS-M774_E01844N3467_D010_S067D70R090_A003139_S050,3.3302175432602e-12,5.3450143176373207e-11,3.52139597545825e-10,1.215996127811244e-09,2.2282035325304994e-09,6.19560940523419e-10
E01964N3926E02184N3685-BS-M732_E02073N3760_D010_S157D50R090_A002108_S017,0.0,0.0,3.84775117466435e-08,1.7199787705813156e-07,3.1976716009146895e-07,8.250095798517098e-08
E01522N3585E03578N2685-BS-M754_E01770N3512_D010_S247D30R090_A001972_S039,7.790288193637812e-11,2.3746898718146944e-10,8.145839563593376e-10,2.275927911388908e-09,3.553208182931854e-09,1.2157800705224642e-09
E01108N3882E01527N3690-BS-M809_E01477N3760_D010_S112D70R270_A012497_S042,0.0,0.0,5.390655016118001e-13,1.303860283884e-09,3.75451865144755e-09,6.613044276995992e-10
E01267N3753E01646N3535-BS-M732_E01502N3737_D142_S247D10R270_A001180_S030,1.7058504284613e-15,8.4797620916475e-13,2.1644004259695e-10,3.814173316764e-09,1.4056256355740625e-08,2.9536121058832182e-09
E01470N3877E01631N3641-BS-M707_E01534N3760_D094_S112D70R090_A001194_S013,3.353186881820737e-10,1.6883333839097873e-09,1.0272311630103999e-08,4.066568387103573e-08,9.002119041609322e-08,2.347946643162015e-08
E01522N3585E03578N2685-BS-M774_E01809N3422_D010_S067D30R090_A003139_S050,4.446472147355521e-12,7.813353582254083e-11,4.609255250736e-10,1.2989932142338558e-09,2.0608606196783998e-09,6.765736452130268e-10
E01522N3585E03578N2685-BS-M754_E01692N3535_D010_S067D70R090_A001972_S039,2.1754866339286255e-11,8.155916778150178e-11,4.0628698882786003e-10,1.237548182233316e-09,2.1910870250442777e-09,6.675733582851242e-10
E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S247D70R090_A006995_S075,0.0,0.0,4.642484154223501e-12,7.253801632219288e-10,3.446022443070487e-09,7.390488898077325e-10
E01522N3585E03578N2685-BS-M754_E01876N3490_D091_S247D30R090_A001972_S039,1.24619160154202e-10,3.9280006687625683e-10,1.5406836243782501e-09,4.1950327849816395e-09,6.586180567072288e-09,2.2346629347336935e-09
E01108N3882E01527N3690-BS-M809_E01481N3782_D010_S112D10R090_A012497_S042,0.0,0.0,8.492376711978e-13,1.9149106563409918e-09,6.824222221241112e-09,1.240766747303788e-09
E01267N3753E01646N3535-BS-M792_E01519N3670_D010_S157D50R090_A004781_S062,0.0,0.0,5.777490498932249e-10,8.77504182748812e-09,2.83845876195555e-08,5.768600692333749e-09
E01267N3753E01646N3535-BS-M732_E01527N3715_D076_S022D90R270_A001180_S030,1.987825294918747e-12,5.1491634509283976e-11,1.1969152120580001e-09,9.788128684601265e-09,2.523380474024974e-08,5.754492114713831e-09
E01522N3585E03578N2685-BS-M774_E02380N3310_D107_S067D50R090_A003139_S050,1.6224867242126404e-11,3.5321076085347357e-10,1.7027914236124e-09,4.6077440108515195e-09,7.0376075778656995e-09,2.4104358948694405e-09
E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S247D30R270_A005608_S028,1.9854194026065003e-11,2.584196550569693e-10,2.60953656772802e-09,1.0107190514145755e-08,2.7681848020994155e-08,6.732440175555725e-09
E01522N3585E03578N2685-BS-M774_E01899N3467_D010_S067D50R270_A003139_S050,2.4395897910290002e-11,4.8034685807128e-10,2.6205174508567e-09,6.573158291019839e-09,1.0792787801551496e-08,3.5976152461088282e-09
E01267N3753E01646N3535-BS-M809_E01537N3602_D010_S292D50R270_A006995_S075,0.0,0.0,1.2729913326130002e-11,1.5243875696672998e-09,5.300363906141521e-09,1.0444831733547538e-09
E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S067D90R090_A005608_S028,2.0587180482891002e-16,1.0519035630404401e-13,6.2607643659e-11,3.232504639520639e-09,1.5045927179302797e-08,2.7495361488865094e-09
E01470N3877E01631N3641-BS-M792_E01583N3715_D010_S067D90R270_A008541_S034,0.0,0.0,6.143297774794599e-13,1.0895250649889424e-09,4.657954827114329e-09,1.009363075890891e-09
E01446N4259E02038N3783-BS-M792_E01980N3850_D125_S112D50R090_A004781_S062,0.0,0.0,7.21523290458e-11,1.52152056026112e-08,2.978156376522398e-08,6.3223939218506965e-09
E01267N3753E01646N3535-BS-M809_E01519N3670_D010_S157D30R090_A006995_S075,0.0,0.0,3.57754499533935e-11,4.5129935500607134e-09,1.7670125482328243e-08,3.2236116574454423e-09
E01267N3753E01646N3535-BS-M732_E01530N3737_D010_S292D10R270_A001180_S030,1.5265785717184808e-16,4.5437654467712397e-13,1.211639774496415e-10,1.9709496261660037e-09,8.106418835858444e-09,1.592334850569452e-09
E01108N3882E01527N3690-BS-M809_E01427N3805_D010_S292D70R090_A012497_S042,0.0,0.0,2.9146440987855e-13,2.066577341187744e-09,7.914240761178329e-09,1.400675999212312e-09
E01522N3585E03578N2685-BS-M754_E01798N3512_D091_S247D30R090_A001972_S039,6.49174484198565e-11,2.243595031869464e-10,8.4833815683747e-10,2.18664212276978e-09,3.290665561758867e-09,1.2014929321999106e-09
E01267N3753E01646N3535-BS-M680_E01502N3737_D092_S157D30R090_A000357_S016,5.2555006323505e-09,1.28408797115712e-08,3.5569958066964995e-08,9.289994028739977e-08,1.7241509127788995e-07,5.447722691508253e-08
E01522N3585E03578N2685-BS-M774_E01886N3400_D010_S067D50R090_A003139_S050,5.74731509490411e-12,9.692414390239561e-11,4.68476669749725e-10,1.223155616066664e-09,1.889872565923439e-09,6.496094687856121e-10
E01470N3877E01631N3641-BS-M680_E01555N3715_D010_S157D30R090_A000638_S009,7.4078123754528e-09,1.536356845584e-08,4.446331845777e-08,1.1643731503989115e-07,2.1231396562000497e-07,6.75499593119081e-08
E01470N3877E01631N3641-BS-M650_E01534N3760_D059_S202D30R090_A000318_S006,9.8463880847548e-07,1.624624817270096e-06,3.2475187219593998e-06,6.246485361361919e-06,8.324025279305398e-06,3.856553880422202e-06
E01446N4259E02038N3783-BS-M792_E01933N3895_D010_S292D30R090_A004781_S062,0.0,0.0,1.773610726089825e-11,3.5618491607114477e-09,8.396080390263148e-09,1.6500486467454309e-09
E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S292D70R270_A001972_S039,2.5339249227649604e-11,1.1876038295531281e-10,9.018763113488375e-10,4.488926079986678e-09,1.1296186584331157e-08,2.743880902939381e-09
E01470N3877E01631N3641-BS-M792_E01579N3692_D010_S067D90R270_A008541_S034,0.0,0.0,3.7725304822764e-13,5.839074406049175e-10,3.3877401757667755e-09,6.804574533668849e-10
E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S337D70R270_A006995_S075,0.0,0.0,1.96197750963225e-12,6.3901188201312e-10,3.3612867000358263e-09,6.841985087127807e-10
E01470N3877E01631N3641-BS-M792_E01579N3692_D010_S157D90R270_A008541_S034,0.0,0.0,2.4558640899650995e-13,6.31974116406528e-10,3.840100408542388e-09,6.51758947233621e-10
E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S157D90R090_A004781_S062,0.0,0.0,5.72425900846875e-14,2.8735589378887176e-10,2.5121205987112104e-09,7.694966109769398e-10
E01522N3585E03578N2685-BS-M792_E02497N3243_D010_S247D50R270_A004781_S062,0.0,0.0,9.630176155875e-11,3.9505558298778e-09,9.010562946956985e-09,1.8109746272928454e-09
E01889N4173E02097N3847-BS-M792_E02038N3850_D010_S337D50R270_A008541_S034,0.0,0.0,1.06911424209528e-13,2.1339562499975515e-09,1.0357956712959989e-07,1.294106801824619e-08
E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S337D10R090_A001972_S039,9.257294376256938e-11,4.75830668999142e-10,2.9352662584298352e-09,1.3488813463769027e-08,4.0102244545820986e-08,9.327595415941948e-09
E01446N4259E02038N3783-BS-M754_E01970N3805_D010_S157D10R270_A001972_S039,0.0,0.0,1.1929509424375e-12,1.2655281906036e-09,7.390284855609985e-09,1.5057573962874225e-09
E01522N3585E03578N2685-BS-M792_E02374N3288_D010_S067D30R090_A004781_S062,0.0,0.0,3.620921348998e-11,1.98325428505616e-09,4.461875034432e-09,9.054639307424915e-10
E01522N3585E03578N2685-BS-M754_E01909N3378_D010_S247D30R090_A001972_S039,5.06568963461913e-11,1.8140062636145523e-10,7.6405656467718e-10,2.031097618726848e-09,3.0378603309256797e-09,1.0798937484065954e-09
E01267N3753E01646N3535-BS-M707_E01575N3670_D010_S067D90R270_A000668_S023,1.7976259311152487e-12,2.41537187217119e-11,4.6600166022105e-10,3.1303514464448796e-09,8.90143237999265e-09,1.9191250384066177e-09
E01446N4259E02038N3783-BS-M707_E01970N3805_D010_S337D10R090_A000668_S023,4.29821699916125e-10,2.2306440868015e-09,1.0435646483675e-08,3.495093618305e-08,6.898177539962494e-08,1.9156767907922757e-08
E01267N3753E01646N3535-BS-M707_E01547N3670_D062_S292D50R090_A000668_S023,2.598257393684175e-09,5.1105891653964e-09,1.375886861238525e-08,3.45273597739266e-08,6.4639887705591e-08,2.1210612122088625e-08
E01522N3585E03578N2685-BS-M792_E01872N3467_D010_S067D50R270_A004781_S062,0.0,0.0,3.51653830739013e-11,1.7421005539072439e-09,3.5564370383795993e-09,7.083675701127149e-10
E01267N3753E01646N3535-BS-M774_E01572N3647_D010_S112D70R090_A003139_S050,7.988673208469854e-12,5.182203197228305e-11,3.3695617004021e-10,1.5250204637974315e-09,3.6697706522056155e-09,9.870418881260038e-10
E01267N3753E01646N3535-BS-M792_E01516N3647_D010_S247D70R270_A004781_S062,0.0,0.0,4.0801025817100196e-11,1.8088013048122076e-09,6.5222635133502385e-09,1.4726510058939584e-09
E01522N3585E03578N2685-BS-M774_E02380N3310_D010_S247D50R270_A003139_S050,1.69751893863882e-11,2.99372454696128e-10,1.4513970226668e-09,3.69793130435432e-09,5.887807096313995e-09,2.0125812582943047e-09
E01267N3753E01646N3535-BS-M774_E01572N3647_D010_S247D70R270_A003139_S050,5.1053505611079945e-12,2.660932713648216e-11,2.1418792767312e-10,1.2119464242216117e-09,3.5418580664500463e-09,7.802603185977509e-10
E01522N3585E03578N2685-BS-M774_E01857N3535_D010_S067D50R090_A003139_S050,1.2804696865767406e-11,2.848811346348106e-10,1.3522760487343802e-09,3.362933028490111e-09,5.2847401810307465e-09,1.8370077158058678e-09
E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S067D90R090_A006995_S075,0.0,0.0,3.3745590262904e-15,2.43147096408944e-10,2.2129224216360796e-09,5.27962119055498e-10
E01267N3753E01646N3535-BS-M774_E01502N3737_D107_S292D10R270_A003139_S050,2.280797987464366e-15,2.3229716613923523e-13,7.856941573947e-11,1.9951102286649356e-09,6.950246833811473e-09,1.5573973836309828e-09
E01446N4259E02038N3783-BS-M774_E01928N3872_D010_S292D50R090_A003139_S050,0.0,0.0,3.7205512139499e-10,6.9096609737671686e-09,1.333944262276019e-08,3.0849562066151856e-09
E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S067D30R270_A006995_S075,0.0,0.0,4.765289328016e-12,9.375081046852077e-10,3.803126241053297e-09,7.552821419875423e-10
E01522N3585E03578N2685-BS-M754_E01766N3490_D010_S247D30R090_A001972_S039,6.71098479801917e-11,2.042516172343152e-10,7.585563699226101e-10,1.892219927455328e-09,3.0735062470175256e-09,1.064727984400504e-09
E01267N3753E01646N3535-BS-M792_E01523N3692_D010_S022D10R270_A004781_S062,0.0,0.0,1.4873562008806498e-13,6.385203035070406e-10,3.7074360289524672e-09,8.755496662690564e-10
E01446N4259E02038N3783-BS-M774_E01899N3872_D107_S292D50R090_A003139_S050,0.0,0.0,2.7536389956954996e-10,4.185194936300199e-09,8.571913146748874e-09,1.8899868061411715e-09
E01522N3585E03578N2685-BS-M774_E02326N3310_D010_S247D30R090_A003139_S050,9.489174999907851e-12,2.3138535513211124e-10,1.3326678094748e-09,3.92599417641672e-09,6.2243077460318985e-09,2.01987335449677e-09
E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S337D70R270_A003524_S022,6.026648216924931e-11,4.351816368265408e-10,3.4613604331727403e-09,1.6711978807626418e-08,4.482873366803576e-08,1.0421886482024067e-08
E01446N4259E02038N3783-BS-M732_E01985N3872_D010_S112D50R090_A001180_S030,0.0,0.0,1.29574515883925e-08,4.688843623857479e-08,7.121188566496873e-08,2.1273576356798007e-08
E01267N3753E01646N3535-BS-M792_E01547N3670_D010_S157D30R090_A004781_S062,0.0,0.0,4.846930666917301e-10,8.487594660359999e-09,2.64471703276173e-08,5.893323146397121e-09
