ID	max_flow_depth	inundated_pixels	max_eta	is_train	log_max_eta	square_max_eta	folder	pid	Source_Region	Mag	lon	lat	Location	LocationCount	DepCat	InuCat
2_PS_2798/1303_E01964N3926E02184N3685-PS-Mur_PYes_Var-M754_E02048N3695_S000	0.9828935	4585	0.246957	False	-0.60737866	0.06098776	2_PS_2798	1303	E01964N3926E02184N3685	7.54	20.48	36.95	36952048	14.0	1	1
4_PS_2798/1187_E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01815N3826_S000	1.1998459	6277	0.4203575	False	-0.37638122	0.176700428	4_PS_2798	1187	E01548N3896E01854N3659	7.54	18.15	38.26	38261814	4.0	2	1
5_PS_2798/1472_E01964N3926E02184N3685-PS-Str_PYes_Var-M824_E02057N3724_S000	1.6954257	10419	0.47980136	False	-0.31893852	0.230209345	5_PS_2798	1472	E01964N3926E02184N3685	8.24	20.57	37.24	37242057	20.0	2	2
8_PS_2798/2178_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02330N3507_S002	3.8239622	23514	1.0632637	False	0.026640968	1.130529696	8_PS_2798	2178	E02020N3739E02658N3366	8.71	23.3	35.07	35072330	28.0	3	2
8_PS_2798/2058_E01577N3897E01966N3571-PS-Str_PYes_Var-M650_E01725N3679_S000	0.41369	1761	0.116334625	False	-0.934291	0.013533745	8_PS_2798	2058	E01577N3897E01966N3571	6.5	17.25	36.79	36791725	2.0	1	1
7_PS_2798/0730_E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01622N3816_S000	1.4007726	7067	0.45426783	False	-0.34268802	0.206359261	7_PS_2798	0730	E01548N3896E01854N3659	7.92	16.22	38.16	38151622	15.0	2	1
4_PS_2798/0783_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02228N3585_S002	3.8981724	31099	1.5850638	False	0.20004675	2.51242725	4_PS_2798	0783	E02020N3739E02658N3366	8.71	22.28	35.85	35852228	29.0	3	3
3_PS_2798/2082_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02274N3465_S001	5.1389513	64595	1.9800246	False	0.2966706	3.920497417	3_PS_2798	2082	E02020N3739E02658N3366	8.8	22.74	34.65	34652274	28.0	4	4
4_PS_2798/0665_E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01727N3708_S002	7.1063247	268781	4.847215	False	0.6854923	23.49549326	4_PS_2798	0665	E01548N3896E01854N3659	8.61	17.27	37.08	37081727	30.0	4	5
4_PS_2798/1737_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02239N3477_S001	4.4823856	21470	1.9614557	False	0.29257852	3.847308463	4_PS_2798	1737	E02020N3739E02658N3366	8.71	22.39	34.77	34772239	32.0	3	2
7_PS_2798/2246_E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02350N3576_S005	2.3819895	13379	0.83969796	False	-0.07587691	0.705092664	7_PS_2798	2246	E02113N3823E02873N3483	8.61	23.5	35.76	35762350	38.0	3	2
PS_2798/1855_E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02210N3510_S002	6.6674194	59964	2.68062	False	0.42823523	7.185723584	PS_2798	1855	E02020N3739E02658N3366	8.88	22.1	35.1	35102210	41.0	4	4
10_PS_2803/0864_E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01671N3800_S000	1.7466687	11142	0.7173438	False	-0.14427264	0.514582127	10_PS_2803	0864	E01548N3896E01854N3659	7.92	16.71	38.0	38001671	13.0	2	2
10_PS_2803/2562_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M774_E02317N3557_S000	0.337026	1765	0.107628666	False	-0.96807206	0.01158393	10_PS_2803	2562	E02113N3823E02873N3483	7.74	23.17	35.57	35572317	16.0	1	1
10_PS_2803/0788_E02113N3823E02873N3483-PS-Mur_PYes_Hom-M774_E02320N3583_S000	0.47283304	1998	0.123881735	False	-0.90699273	0.015346684	10_PS_2803	0788	E02113N3823E02873N3483	7.74	23.2	35.83	35832320	38.0	1	1
4_PS_2798/1502_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02367N3571_S003	2.4480147	18438	0.747143	False	-0.12659629	0.558222662	4_PS_2798	1502	E02113N3823E02873N3483	8.61	23.67	35.71	35712367	32.0	3	2
6_PS_2798/0610_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02235N3464_S003	3.5159175	34613	1.4054476	False	0.14781466	1.975282956	6_PS_2798	0610	E02020N3739E02658N3366	8.61	22.35	34.64	34642235	28.0	3	3
9_PS_2798/2767_E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01708N3793_S000	6.258966	93084	2.4322164	False	0.3860022	5.915676616	9_PS_2798	2767	E01548N3896E01854N3659	8.5	17.08	37.93	37931707	24.0	4	5
7_PS_2798/2068_E01849N3766E02950N3220-PS-Mur_PYes_Var-M809_E02027N3669_S000	2.0491626	12933	0.68670726	False	-0.16322836	0.471566861	7_PS_2798	2068	E01849N3766E02950N3220	8.09	20.27	36.69	36692027	9.0	3	2
PS_2798/0535_E01964N3926E02184N3685-PS-Mur_PNo_Hom-M754_E02037N3774_S000	0.4803988	2157	0.12535602	False	-0.9018548	0.015714132	PS_2798	0535	E01964N3926E02184N3685	7.54	20.37	37.74	37742037	12.0	1	1
7_PS_2798/0080_E01964N3926E02184N3685-PS-Str_PYes_Hom-M861_E02067N3699_S005	3.8972044	38771	1.530171	False	0.18473998	2.341423289	7_PS_2798	0080	E01964N3926E02184N3685	8.61	20.67	36.99	36992067	26.0	3	3
5_PS_2798/0010_E01849N3766E02950N3220-PS-Mur_PYes_Var-M732_E02035N3615_S000	0.69105595	2956	0.20455547	False	-0.6891889	0.04184294	5_PS_2798	0010	E01849N3766E02950N3220	7.32	20.35	36.15	36152035	6.0	1	1
2_PS_2798/1865_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02290N3438_S004	3.5391567	33802	1.0330154	False	0.014106783	1.067120817	2_PS_2798	1865	E02020N3739E02658N3366	8.61	22.9	34.38	34382290	15.0	3	3
4_PS_2798/0485_E01964N3926E02184N3685-PS-Mur_PYes_Hom-M732_E02043N3735_S000	0.5505892	2064	0.10045443	False	-0.9980309	0.010091093	4_PS_2798	0485	E01964N3926E02184N3685	7.32	20.43	37.35	37352043	15.0	1	1
5_PS_2798/0015_E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02188N3566_S000	1.3093625	6363	0.51614296	False	-0.28722998	0.266403555	5_PS_2798	0015	E02020N3739E02658N3366	8.09	21.88	35.66	35652188	69.0	2	1
2_PS_2798/0513_E01849N3766E02950N3220-PS-Mur_PYes_Hom-M824_E02072N3658_S000	1.4459362	6474	0.36737373	False	-0.4348919	0.134963457	2_PS_2798	0513	E01849N3766E02950N3220	8.24	20.72	36.58	36582072	30.0	2	1
6_PS_2798/1966_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02253N3503_S000	1.2284061	5568	0.41681886	False	-0.38005266	0.173737962	6_PS_2798	1966	E02020N3739E02658N3366	8.24	22.53	35.03	35032253	68.0	2	1
9_PS_2798/0210_E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01732N3794_S005	5.500856	136371	2.8912973	False	0.46109277	8.359600077	9_PS_2798	0210	E01548N3896E01854N3659	8.61	17.32	37.94	37941732	21.0	4	5
4_PS_2798/0933_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02294N3487_S002	4.1973763	35697	1.8491814	False	0.26697952	3.41947185	4_PS_2798	0933	E02020N3739E02658N3366	8.88	22.94	34.87	34862294	61.0	3	3
10_PS_2803/1581_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02129N3665_S005	2.2725017	16655	1.072048	False	0.030214211	1.149286914	10_PS_2803	1581	E02020N3739E02658N3366	8.61	21.29	36.65	36652129	47.0	3	2
4_PS_2798/0386_E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02276N3623_S002	1.8757122	13347	0.8853496	False	-0.05288522	0.783843914	4_PS_2798	0386	E02113N3823E02873N3483	8.61	22.76	36.23	36222276	30.0	2	2
4_PS_2798/2579_E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02129N3525_S000	2.0543814	13094	0.76153046	False	-0.118312724	0.579928642	4_PS_2798	2579	E02020N3739E02658N3366	8.5	21.29	35.25	35252129	15.0	3	2
6_PS_2798/1111_E01577N3897E01966N3571-PS-Mur_PYes_Var-M809_E01728N3688_S000	4.077944	29127	1.4793692	False	0.17007656	2.18853323	6_PS_2798	1111	E01577N3897E01966N3571	8.09	17.28	36.88	36881728	11.0	3	3
2_PS_2798/0598_E01577N3897E01966N3571-PS-Str_PYes_Hom-M861_E01774N3710_S002	7.265558	193381	3.9338756	False	0.5948206	15.47537724	2_PS_2798	0598	E01577N3897E01966N3571	8.61	17.74	37.1	37101773	21.0	4	5
5_PS_2798/2243_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02105N3701_S004	4.167419	49158	1.5028924	False	0.17692788	2.258685566	5_PS_2798	2243	E02020N3739E02658N3366	8.61	21.05	37.01	37012105	23.0	3	3
7_PS_2798/0029_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02102N3607_S003	3.7823007	32766	1.3185879	False	0.12010909	1.73867405	7_PS_2798	0029	E02020N3739E02658N3366	8.61	21.02	36.07	36072102	33.0	3	3
4_PS_2798/1868_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02296N3512_S001	3.4418163	27936	1.3702955	False	0.13681424	1.877709757	4_PS_2798	1868	E02020N3739E02658N3366	8.61	22.96	35.12	35112296	75.0	3	3
7_PS_2798/0885_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02296N3512_S003	6.903383	165692	3.4438875	False	0.53704894	11.86036111	7_PS_2798	0885	E02020N3739E02658N3366	9.02	22.96	35.12	35112296	75.0	4	5
6_PS_2798/0578_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02377N3471_S005	1.8616573	10403	0.5712541	False	-0.2431707	0.326331247	6_PS_2798	0578	E02020N3739E02658N3366	8.61	23.77	34.71	34712377	44.0	2	2
9_PS_2798/1905_E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02314N3535_S000	1.2940189	5805	0.48489216	False	-0.31435484	0.235120407	9_PS_2798	1905	E02020N3739E02658N3366	8.37	23.14	35.35	35352314	20.0	2	1
2_PS_2798/1111_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02311N3485_S003	4.333276	42444	1.5864887	False	0.200437	2.516946395	2_PS_2798	1111	E02020N3739E02658N3366	8.71	23.11	34.85	34852311	62.0	3	3
7_PS_2798/1615_E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01828N3798_S000	1.1883832	5156	0.39854953	False	-0.39951771	0.158841728	7_PS_2798	1615	E01548N3896E01854N3659	7.74	18.28	37.98	37971828	16.0	2	1
10_PS_2803/2570_E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02335N3600_S005	2.301114	14097	0.8295062	False	-0.08118036	0.688080536	10_PS_2803	2570	E02113N3823E02873N3483	8.61	23.35	36.0	36002335	29.0	3	2
4_PS_2798/2325_E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01804N3797_S000	4.7561865	75531	1.9134858	False	0.28182524	3.661427907	4_PS_2798	2325	E01548N3896E01854N3659	8.37	18.04	37.97	37971804	22.0	3	5
4_PS_2798/0685_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02122N3652_S005	2.2598782	16699	1.2249912	False	0.08813297	1.50060344	4_PS_2798	0685	E02020N3739E02658N3366	8.61	21.22	36.52	36522122	43.0	3	2
8_PS_2798/1849_E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02226N3659_S005	2.8270466	22586	1.3713487	False	0.13714792	1.880597257	8_PS_2798	1849	E02113N3823E02873N3483	8.71	22.26	36.59	36592226	32.0	3	2
10_PS_2803/1037_E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02054N3653_S002	3.518909	33343	1.1542648	False	0.062305454	1.332327229	10_PS_2803	1037	E01849N3766E02950N3220	8.61	20.54	36.53	36532054	16.0	3	3
4_PS_2798/2141_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02279N3514_S005	3.2405071	19161	1.4468584	False	0.16042604	2.09339923	4_PS_2798	2141	E02020N3739E02658N3366	8.61	22.79	35.14	35142279	64.0	3	2
7_PS_2798/2182_E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02279N3514_S003	4.330224	45725	1.7077907	False	0.23243465	2.916549075	7_PS_2798	2182	E02020N3739E02658N3366	8.8	22.79	35.14	35142279	64.0	3	3
7_PS_2798/1457_E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02116N3712_S000	1.2273117	5987	0.40734088	False	-0.390042	0.165926593	7_PS_2798	1457	E02020N3739E02658N3366	8.09	21.16	37.12	37112116	16.0	2	1
10_PS_2803/1997_E02113N3823E02873N3483-PS-Mur_PNo_Var-M871_E02335N3600_S005	2.138011	10511	0.74228954	False	-0.12942666	0.550993761	10_PS_2803	1997	E02113N3823E02873N3483	8.71	23.35	36.0	36002335	29.0	3	2
7_PS_2798/1688_E01964N3926E02184N3685-PS-Mur_PNo_Var-M754_E02066N3753_S000	0.41656536	1849	0.09368083	False	-1.0283493	0.008776098	7_PS_2798	1688	E01964N3926E02184N3685	7.54	20.66	37.53	37532066	22.0	1	1
5_PS_2798/0096_E01548N3896E01854N3659-PS-Str_PYes_Hom-M732_E01616N3730_S000	0.76446956	3640	0.22156984	False	-0.65448934	0.049093194	5_PS_2798	0096	E01548N3896E01854N3659	7.32	16.16	37.3	37291616	12.0	1	1
8_PS_2798/2685_E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02226N3538_S004	4.265305	45863	1.792775	False	0.2535258	3.214042201	8_PS_2798	2685	E02020N3739E02658N3366	8.8	22.26	35.38	35382226	71.0	3	3
4_PS_2798/0923_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02260N3540_S000	1.901462	7792	0.8358568	False	-0.07786812	0.69865659	4_PS_2798	0923	E02020N3739E02658N3366	8.5	22.6	35.4	35402260	58.0	2	1
7_PS_2798/0299_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02365N3499_S005	3.6240683	31522	1.1375501	False	0.05597054	1.29402023	7_PS_2798	0299	E02020N3739E02658N3366	8.71	23.65	34.99	34992365	22.0	3	3
7_PS_2798/0340_E01517N3917E01678N3772-PS-Mur_PYes_Var-M754_E01609N3825_S000	0.8621296	3174	0.14792344	False	-0.829963	0.021881344	7_PS_2798	0340	E01517N3917E01678N3772	7.54	16.09	38.25	38251609	14.0	1	1
9_PS_2798/0297_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02194N3581_S000	1.0437093	4994	0.36291713	False	-0.44019255	0.131708843	9_PS_2798	0297	E02020N3739E02658N3366	8.09	21.94	35.81	35812194	63.0	2	1
8_PS_2798/1261_E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02243N3633_S005	3.9722462	41711	1.8194789	False	0.259947	3.310503468	8_PS_2798	1261	E02113N3823E02873N3483	8.71	22.43	36.33	36332243	27.0	3	3
9_PS_2798/2410_E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01694N3821_S000	2.160578	14469	0.6265877	False	-0.20301814	0.392612146	9_PS_2798	2410	E01548N3896E01854N3659	8.09	16.94	38.21	38211694	20.0	3	2
4_PS_2798/0563_E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02263N3611_S000	0.8560261	3163	0.21073	False	-0.67627364	0.044407133	4_PS_2798	0563	E02113N3823E02873N3483	7.92	22.63	36.11	36112263	16.0	1	1
10_PS_2803/1086_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02220N3597_S005	3.9470005	26479	1.3930057	False	0.1439529	1.94046488	10_PS_2803	1086	E02020N3739E02658N3366	8.61	22.2	35.97	35972220	33.0	3	3
7_PS_2798/2152_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02152N3645_S004	4.2477016	40143	2.0890622	False	0.3199514	4.364180875	7_PS_2798	2152	E02020N3739E02658N3366	8.8	21.52	36.45	36452152	43.0	3	3
PS_2798/1525_E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02225N3486_S002	5.9965167	52598	2.552586	False	0.4069804	6.515695287	PS_2798	1525	E02020N3739E02658N3366	8.8	22.25	34.86	34862225	36.0	4	4
4_PS_2798/2518_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01661N3771_S000	1.9624504	9933	0.94756234	False	-0.02339221	0.897874388	4_PS_2798	2518	E01548N3896E01854N3659	8.09	16.61	37.71	37711661	21.0	2	1
6_PS_2798/1631_E02113N3823E02873N3483-PS-Str_PYes_Hom-M774_E02293N3602_S000	0.53168344	2019	0.12964234	False	-0.88725317	0.016807136	6_PS_2798	1631	E02113N3823E02873N3483	7.74	22.93	36.02	36022293	31.0	1	1
7_PS_2798/1442_E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01749N3728_S000	4.118612	29967	1.5562454	False	0.1920781	2.421899745	7_PS_2798	1442	E01548N3896E01854N3659	8.37	17.49	37.28	37281748	19.0	3	3
10_PS_2803/2768_E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02003N3766_S000	0.67113745	2397	0.14894484	False	-0.8269745	0.022184565	10_PS_2803	2768	E01964N3926E02184N3685	7.54	20.03	37.66	37652003	4.0	1	1
8_PS_2798/1494_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02337N3493_S004	6.355947	84844	2.7350006	False	0.43695742	7.480228282	8_PS_2798	1494	E02020N3739E02658N3366	8.95	23.37	34.93	34932337	73.0	4	5
10_PS_2803/0970_E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01646N3818_S000	1.083386	5504	0.3412513	False	-0.46692568	0.11645245	10_PS_2803	0970	E01548N3896E01854N3659	7.74	16.46	38.18	38181646	9.0	2	1
6_PS_2798/0929_E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02284N3476_S004	4.3515863	29487	1.3603362	False	0.13364625	1.850514577	6_PS_2798	0929	E02020N3739E02658N3366	8.8	22.84	34.76	34762284	51.0	3	3
4_PS_2798/0603_E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02100N3712_S003	2.5502653	17900	0.71132725	False	-0.14793055	0.505986457	4_PS_2798	0603	E02020N3739E02658N3366	8.61	21.0	37.12	37112100	27.0	3	2
2_PS_2798/0919_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02496N3454_S004	1.3303884	6317	0.4234589	False	-0.37318873	0.17931744	2_PS_2798	0919	E02020N3739E02658N3366	8.61	24.96	34.54	34542496	1.0	2	1
4_PS_2798/1732_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02171N3606_S001	3.0941463	19451	1.5171049	False	0.1810156	2.301607278	4_PS_2798	1732	E02020N3739E02658N3366	8.71	21.71	36.06	36062171	61.0	3	2
9_PS_2798/1941_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02483N3431_S002	2.9156191	18014	0.96348494	False	-0.016155068	0.92830323	9_PS_2798	1941	E02020N3739E02658N3366	8.88	24.83	34.31	34312483	32.0	3	2
4_PS_2798/2529_E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02478N3458_S001	2.2187166	12101	0.63269186	False	-0.19880775	0.40029899	4_PS_2798	2529	E02020N3739E02658N3366	8.71	24.78	34.58	34582478	9.0	3	2
3_PS_2798/2372_E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02118N3568_S000	1.6595631	8468	0.537861	False	-0.26932997	0.289294455	3_PS_2798	2372	E02020N3739E02658N3366	8.09	21.18	35.68	35682118	26.0	2	1
7_PS_2798/2441_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02144N3587_S003	3.5468028	21788	1.9002949	False	0.278821	3.611120707	7_PS_2798	2441	E02020N3739E02658N3366	8.61	21.44	35.87	35862144	52.0	3	2
10_PS_2803/2114_E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02266N3671_S000	0.72089624	3343	0.25468197	False	-0.59400177	0.064862906	10_PS_2803	2114	E02113N3823E02873N3483	8.09	22.66	36.71	36712266	3.0	1	1
4_PS_2798/0504_E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02351N3465_S002	4.734927	41306	1.2852887	False	0.10900069	1.651967042	4_PS_2798	0504	E02020N3739E02658N3366	8.88	23.51	34.65	34652351	70.0	3	3
4_PS_2798/0426_E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02254N3467_S000	1.6159253	8226	0.3970464	False	-0.40115875	0.157645844	4_PS_2798	0426	E02020N3739E02658N3366	8.09	22.54	34.67	34672254	41.0	2	1
4_PS_2798/0669_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02122N3652_S001	3.4836893	21229	1.4518732	False	0.16192868	2.107935789	4_PS_2798	0669	E02020N3739E02658N3366	8.61	21.22	36.52	36522122	43.0	3	2
8_PS_2798/1833_E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02057N3724_S000	1.0742307	4382	0.21009868	False	-0.67757666	0.044141455	8_PS_2798	1833	E01964N3926E02184N3685	7.74	20.57	37.24	37242057	20.0	2	1
10_PS_2803/0239_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02425N3440_S004	6.4287996	60861	2.7172961	False	0.43413696	7.383698095	10_PS_2803	0239	E02020N3739E02658N3366	8.95	24.25	34.4	34402425	48.0	4	4
5_PS_2798/1780_E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02291N3588_S000	0.5988221	2694	0.193165	False	-0.7140716	0.037312717	5_PS_2798	1780	E02113N3823E02873N3483	7.92	22.91	35.88	35882291	18.0	1	1
10_PS_2803/2563_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02218N3525_S001	4.7548876	27267	2.140523	False	0.33051988	4.581838714	10_PS_2803	2563	E02020N3739E02658N3366	8.8	22.18	35.25	35252218	65.0	3	3
6_PS_2798/0301_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02094N3692_S001	3.507926	33840	1.2365148	False	0.09219932	1.528968851	6_PS_2798	0301	E02020N3739E02658N3366	8.61	20.94	36.92	36922094	39.0	3	3
PS_2798/0253_E02113N3823E02873N3483-PS-Str_PNo_Var-M888_E02358N3562_S001	4.428046	36722	1.2391363	False	0.09311909	1.53545877	PS_2798	0253	E02113N3823E02873N3483	8.88	23.58	35.62	35612358	43.0	3	3
8_PS_2798/0281_E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01612N3787_S000	0.9277424	4100	0.2598483	False	-0.5852801	0.067521139	8_PS_2798	0281	E01548N3896E01854N3659	7.54	16.12	37.87	37861612	8.0	1	1
7_PS_2798/2122_E01517N3917E01678N3772-PS-Str_PYes_Var-M754_E01563N3803_S000	1.033028	4411	0.24485792	False	-0.61108583	0.059955401	7_PS_2798	2122	E01517N3917E01678N3772	7.54	15.63	38.03	38031563	8.0	2	1
5_PS_2798/2579_E01548N3896E01854N3659-PS-Str_PYes_Var-M707_E01715N3697_S000	0.80410916	3744	0.30420294	False	-0.5168366	0.092539429	5_PS_2798	2579	E01548N3896E01854N3659	7.07	17.15	36.97	36971714	23.0	1	1
4_PS_2798/1523_E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01817N3788_S000	2.0097823	9341	0.6613364	False	-0.17957756	0.437365834	4_PS_2798	1523	E01577N3897E01966N3571	7.92	18.17	37.88	37881817	13.0	3	1
3_PS_2798/2718_E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02274N3465_S005	3.964347	29948	1.330196	False	0.12391564	1.769421398	3_PS_2798	2718	E02020N3739E02658N3366	8.71	22.74	34.65	34652274	28.0	3	3
9_PS_2798/2758_E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02232N3550_S000	1.629658	9029	0.83919764	False	-0.07613575	0.704252679	9_PS_2798	2758	E02020N3739E02658N3366	8.5	22.32	35.5	35502232	41.0	2	1
10_PS_2803/0785_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02347N3503_S001	1.9745723	10350	0.70599955	False	-0.15119557	0.498435365	10_PS_2803	0785	E02020N3739E02658N3366	8.61	23.47	35.03	35032347	27.0	2	2
8_PS_2798/0699_E01577N3897E01966N3571-PS-Str_PYes_Var-M680_E01797N3886_S000	0.55559677	2374	0.15513329	False	-0.809295	0.024066338	8_PS_2798	0699	E01577N3897E01966N3571	6.8	17.97	38.86	38861797	2.0	1	1
4_PS_2798/0526_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02175N3668_S004	4.3672733	49772	1.6446604	False	0.21607623	2.704907831	4_PS_2798	0526	E02020N3739E02658N3366	8.61	21.75	36.68	36682175	33.0	3	3
8_PS_2798/1144_E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02292N3463_S002	4.491971	43935	1.7731026	False	0.24873388	3.14389283	8_PS_2798	1144	E02020N3739E02658N3366	8.71	22.92	34.63	34632292	26.0	3	3
5_PS_2798/0483_E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02156N3574_S001	4.643159	51645	2.0972688	False	0.3216541	4.398536419	5_PS_2798	0483	E02020N3739E02658N3366	8.8	21.56	35.74	35742156	47.0	3	4
2_PS_2798/0308_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02206N3471_S004	3.4229746	30545	1.7048247	False	0.23167972	2.906427258	2_PS_2798	0308	E02020N3739E02658N3366	8.61	22.06	34.71	34712206	29.0	3	3
4_PS_2798/1716_E02113N3823E02873N3483-PS-Str_PNo_Var-M824_E02358N3562_S000	0.69885665	3433	0.2193035	False	-0.65895444	0.048094025	4_PS_2798	1716	E02113N3823E02873N3483	8.24	23.58	35.62	35612358	43.0	1	1
4_PS_2798/1765_E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02377N3507_S005	1.8723384	9837	0.72377676	False	-0.14039537	0.523852798	4_PS_2798	1765	E02020N3739E02658N3366	8.61	23.77	35.07	35072377	10.0	2	1
PS_2798/2176_E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02048N3750_S000	0.8547159	3161	0.16869792	False	-0.77289027	0.028458988	PS_2798	2176	E01964N3926E02184N3685	7.54	20.48	37.5	37502048	21.0	1	1
4_PS_2798/2410_E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02217N3548_S002	4.332553	61145	2.3036177	False	0.3624104	5.306654508	4_PS_2798	2410	E02020N3739E02658N3366	8.88	22.17	35.48	35472217	71.0	3	4
3_PS_2798/0371_E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02305N3524_S004	3.053034	22798	1.081925	False	0.03419717	1.170561706	3_PS_2798	0371	E02020N3739E02658N3366	8.61	23.05	35.24	35242305	31.0	3	2
3_PS_2798/0508_E01517N3917E01678N3772-PS-Mur_PNo_Var-M754_E01609N3825_S000	0.8590779	3163	0.14742404	False	-0.8314317	0.021733848	3_PS_2798	0508	E01517N3917E01678N3772	7.54	16.09	38.25	38251609	14.0	1	1
PS_2798/1615_E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01792N3806_S005	6.168335	131657	3.0727742	False	0.48753065	9.441941284	PS_2798	1615	E01548N3896E01854N3659	8.61	17.92	38.06	38061792	23.0	4	5
10_PS_2803/0713_E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01727N3708_S003	6.3911476	143824	3.0578656	False	0.4854184	9.350542028	10_PS_2803	0713	E01548N3896E01854N3659	8.61	17.27	37.08	37081727	30.0	4	5
