eid,p84
14442,3.094845226042131e-08
14443,2.50182927886885e-07
14444,4.177115996735409e-08
14445,3.5968607075771094e-09
14446,5.166866268983439e-07
14447,1.9581606160807464e-08
14448,5.0048204e-08
14449,0.0
14450,7.080034037543262e-08
14451,9.804640000019603e-08
14452,8.263938851934532e-09
14453,2.8019227529557444e-07
14454,2.0549819982960468e-05
14455,1.4894979635625636e-07
14456,2.43556787949262e-07
14457,2.8694158075614e-08
14458,4.9234727e-08
14459,4.5980819e-08
14460,1.7546701673055263e-07
14461,7.232820703869149e-08
14462,5.0629259e-08
14463,2.67857971014707e-07
14464,9.873363176717153e-07
14465,2.5589947967999992e-09
14466,4.65117743475392e-08
14467,5.04045844e-08
14468,1.6872131000956544e-08
14469,1.851967967702156e-08
14470,4.78983535523001e-08
14471,2.698034825707e-07
14472,4.84374516067546e-08
14473,1.73772349502671e-05
14474,4.3230492e-08
14475,9.96598206079492e-08
14476,3.458735784151218e-08
14477,4.5316304803230866e-08
14478,3.3996648616778506e-07
14479,5.196455555559716e-07
14480,1.5072923903930364e-07
14481,4.32499042906335e-08
14482,5.275305070335186e-07
14483,2.8694158075614e-08
14484,9.679955122714244e-07
14485,4.38743362831665e-08
14486,7.230721064858393e-08
14487,3.799724421179565e-06
14488,7.94523809524016e-08
14489,9.03057633815216e-05
14490,5.36123595504674e-07
14491,6.888454448316348e-06
14492,3.037023350620313e-08
14493,4.4907762372483365e-08
14494,2.289728496e-09
14495,2.3686192105318316e-07
14496,5.766182149247528e-07
14497,1.579544340788832e-09
14498,4.56294520547735e-07
14499,5.02651312e-08
14500,6.952484125214482e-08
14501,1.88608368e-08
14502,5.50035450831805e-07
14503,4.6951115258587275e-08
14504,1.62594972067302e-07
14505,5.6470833333514e-06
14506,0.0
14507,2.120113619857545e-06
14508,2.727014888115217e-07
14509,0.0
14510,5.173331197443769e-07
14511,7.80453638112029e-08
14512,2.6991926119972e-08
14513,5.982431799999947e-08
14514,5.01721624e-08
14515,4.4988913811132e-08
14516,2.8052111316249325e-07
14517,3.685123238079673e-07
14518,2.1982965627295226e-06
14519,3.40742268041387e-08
14520,4.52599313642772e-08
14521,4.570966e-08
14522,4.63698127720474e-08
14523,4.32499042906335e-08
14524,4.5283553e-08
14525,1.9748920583106184e-08
14526,4.6951115258587275e-08
14527,4.665491442848913e-08
14528,4.5980819e-08
14529,8.93029598118272e-08
14530,1.45650528308775e-06
14531,4.24275451373691e-07
14532,1.41158409230838e-07
14533,4.36567707467863e-08
14534,3.2669812428818894e-08
14535,5.848211477368811e-09
14536,4.663385634907246e-08
14537,1.1449417585395247e-05
14538,3.76919140830519e-07
14539,4.65928636e-08
14540,5.05830996934035e-07
14541,1.9821961396905674e-08
14542,4.218231964066452e-08
14543,2.46215461512756e-06
14544,8.06790123456419e-07
14545,4.115197306277665e-08
14546,4.98235294e-08
14547,7.982209582177599e-07
14548,2.07829439335207e-07
14549,1.03407692307723e-07
14550,1.4867256816232575e-09
14551,7.34527741077468e-08
14552,2.37276949005865e-07
14553,1.960538689087855e-08
14554,1.06095238095266e-07
14555,9.274868686859414e-09
14556,4.38743362831665e-08
14557,1.573337284867945e-09
14558,6.2479648982828e-06
14559,1.4541020628232085e-06
14560,1.84820551718355e-08
14561,1.3730657574193287e-05
14562,1.450133426186534e-09
14563,9.29890215263717e-08
14564,5.982431799999947e-08
14565,2.6398961055999995e-09
14566,2.0774283220370624e-07
14567,6.77005903468664e-06
14568,9.035853658522132e-08
14569,1.86826601694123e-08
14570,4.06866456167621e-08
14571,1.70111838516375e-07
14572,1.07577940952602e-07
14573,5.02651312e-08
14574,4.2850628509671376e-08
14575,2.797145658418992e-06
14576,9.66267099755065e-08
14577,1.80808451766819e-08
14578,5.515464102567191e-07
14579,5.329049662950762e-07
14580,3.32492753623454e-07
14581,1.3959972373147502e-05
14582,5.84116476578323e-07
14583,9.15843373493646e-08
14584,6.981141560068658e-08
14585,0.0
14586,5.958223989018868e-06
14587,5.48825816e-08
14588,4.115197306277665e-08
14589,7.641579884752252e-08
14590,1.4539255465353732e-09
14591,7.34196839457096e-08
14592,3.051679138984999e-08
14593,7.512333715993251e-09
14594,2.04200010248614e-06
14595,1.976590681887239e-08
14596,4.65556942469862e-08
14597,3.932270855020747e-08
14598,4.06866456167621e-08
14599,3.863986800920581e-08
14600,0.0
14601,9.826726758182655e-09
14602,1.9904135437834794e-07
14603,2.7907682342045535e-07
14604,3.4245297506063258e-09
14605,7.870571968886805e-08
14606,2.6398961055999995e-09
14607,2.0499111446269543e-07
14608,2.23061643835514e-07
14609,3.611868002264389e-09
14610,5.9228935199999464e-08
14611,3.099879986276886e-08
14612,3.9676498815747534e-07
14613,1.0197236969520872e-05
14614,4.49925694446283e-07
14615,1.4402958573995121e-09
14616,5.10264392486302e-07
14617,5.11793244e-08
14618,5.44022428e-08
14619,3.21143617021191e-07
14620,5.743765706670323e-05
14621,1.858165481984458e-07
14622,4.66700961945808e-07
14623,7.075341199203451e-08
14624,4.22975460123156e-07
14625,5.32556276e-08
14626,1.3213958579191911e-05
14627,4.58019664704457e-08
14628,2.0662268569127108e-12
14629,7.248488909009063e-08
14630,8.850388060824105e-09
14631,4.5005379612483367e-08
14632,4.78683503157248e-08
14633,4.65928636e-08
14634,2.4248466552867283e-07
14635,4.37914110429921e-07
14636,6.958899592793125e-08
14637,4.78045258486389e-08
14638,4.98777612e-08
14639,1.46231444768686e-07
14640,4.96066022e-08
14641,5.397479611649965e-08
14642,4.67013272e-08
14643,8.048948233317054e-05
14644,4.1236378674851805e-06
14645,7.089600055837461e-06
14646,4.84555354128665e-08
14647,4.75535412e-08
14648,3.26198553524656e-07
14649,7.81968640802457e-08
14650,4.211500120011093e-08
14651,5.05750272e-08
14652,6.324858134383076e-06
14653,4.3230492e-08
14654,6.204965247156592e-07
14655,4.434311320673118e-08
14656,5.03348578e-08
14657,2.277241820813946e-08
14658,4.6259691201172e-07
14659,4.32499042906335e-08
14660,2.379701845496018e-07
14661,4.36567707467863e-08
14662,1.06095238095266e-07
14663,5.149965439599494e-07
14664,4.94748964e-08
14665,1.95148512e-08
14666,4.98390242e-08
14667,1.8642365470276424e-08
14668,2.2929731280446834e-06
14669,8.60248839523305e-09
14670,8.050953869231023e-09
14671,1.2312972863048296e-08
14672,4.61891344034058e-08
14673,4.078453532468075e-05
14674,2.02123446316371e-07
14675,3.574521788936456e-08
14676,6.851205062341618e-05
14677,3.54331828575877e-07
14678,1.0517792458053382e-05
14679,8.10434782609344e-06
14680,2.6995932569673154e-09
14681,4.0379724554971e-06
14682,1.95333546446859e-06
14683,1.6688724630602447e-05
14684,2.51529193198845e-07
14685,4.38743362831665e-08
14686,2.56865921787666e-07
14687,1.4539255465353732e-09
14688,7.074112425579202e-06
14689,7.517513323034182e-08
14690,5.122699904687834e-06
14691,2.067347798667276e-12
14692,3.4617950553915924e-09
14693,4.50333992216815e-07
14694,0.00010050554170866398
14695,4.2373953912915654e-08
14696,1.57329485351181e-07
14697,6.295833928793783e-06
14698,3.85263845504593e-08
14699,2.831264022445812e-07
14700,4.177115996735409e-08
14701,2.25857934720572e-06
14702,3.3340557470536033e-06
14703,1.87372106512095e-08
14704,5.04045844e-08
14705,3.5896099921664023e-09
14706,2.8003867661245154e-07
14707,2.1275242492311203e-06
14708,1.51046660404151e-05
14709,6.366978849144691e-06
14710,5.07919544e-08
14711,1.2876605109325627e-07
14712,2.07764705882831e-07
14713,5.54790351939631e-07
14714,7.083078785590631e-08
14715,0.0
14716,5.04820584e-08
14717,4.97358413601289e-08
14718,2.52477001703804e-07
14719,6.949623916086112e-08
14720,4.78045258486389e-08
14721,2.3637487179500393e-07
14722,4.668588786312594e-08
14723,1.4558590289505921e-09
14724,4.61117008167407e-08
14725,5.560431227043935e-06
14726,1.80139768441563e-08
14727,3.037023350620313e-08
14728,9.56685552407358e-07
14729,1.3954851282054962e-07
14730,1.7802975126303407e-06
14731,4.5005379612483367e-08
14732,6.2254150775717685e-06
14733,5.701409007721443e-06
14734,2.2671715439999997e-09
14735,6.415304347822366e-08
14736,0.0
14737,5.50612903225311e-06
14738,0.0
14739,2.232e-08
14740,6.949623916086112e-08
14741,1.33573333332999e-07
14742,1.2049174858979908e-07
14743,1.1629077542901183e-07
14744,1.284176807098904e-07
14745,1.671176397185817e-05
14746,4.38743362831665e-08
14747,4.98390242e-08
14748,3.827605128207276e-07
14749,7.93463099460042e-07
14750,2.022736893796737e-06
14751,3.228610440528208e-08
14752,1.26304876134854e-07
14753,1.5542619422754892e-09
14754,7.88751044842877e-07
14755,7.248488909009063e-08
14756,2.41939971971556e-07
14757,7.232820703869149e-08
14758,8.10434782609344e-06
14759,7.365051337382963e-05
14760,4.98235294e-08
14761,2.4826956521759e-07
14762,3.0225994598614652e-05
14763,1.2180582306222e-07
14764,1.87688851245111e-08
14765,3.322839180773003e-08
14766,7.512333715993251e-09
14767,4.3151221828229763e-08
14768,2.7041114009673142e-09
14769,2.6002076219262e-06
14770,4.755161614729296e-08
14771,1.09627857728679e-06
14772,9.274868686859414e-09
14773,5.7262681768345647e-08
14774,0.0
14775,4.4988913811132e-08
14776,1.8532982955808232e-08
14777,1.46231444768686e-07
14778,2.34978697464104e-06
14779,4.274110044039451e-08
14780,9.02744003085509e-08
14781,7.004348389985725e-08
14782,2.7026053529673146e-09
14783,2.0087189247565575e-05
14784,8.878138023385395e-09
14785,6.981141560068658e-08
14786,8.93093266385636e-07
14787,1.86802547770632e-08
14788,4.665491442848913e-08
14789,7.07374134890901e-08
14790,1.45778947368509e-07
14791,4.77394788e-08
14792,4.42583629850319e-07
14793,3.38652377898418e-07
14794,4.63914312e-08
14795,1.92283032731144e-07
14796,9.67650429798082e-07
14797,3.0324124852094526e-08
14798,1.80833333333478e-07
14799,4.2080323745235735e-05
14800,9.46031746031992e-08
14801,1.4481126252098304e-09
14802,1.8707586585253645e-07
14803,2.4796535895717555e-06
14804,7.20170218061225e-07
14805,3.61014825195377e-08
14806,0.0
14807,3.863986800920581e-08
14808,4.38743362831665e-08
14809,4.65928636e-08
14810,1.16111727102918e-06
14811,2.3380082879999996e-09
14812,7.017332613715882e-07
14813,1.5072790978576615e-09
14814,9.274868686859414e-09
14815,1.8532982955808232e-08
14816,6.30156250002017e-06
14817,4.65928636e-08
14818,5.01101832e-08
14819,3.574521788936456e-08
14820,1.04468926553593e-06
14821,5.254500000004199e-07
14822,2.93647728929087e-06
14823,7.43595084281005e-06
14824,5.52210186449754e-07
14825,2.325344736e-09
14826,1.621065569901086e-07
14827,6.84157877943663e-06
14828,3.2865801151246895e-08
14829,2.753593398289371e-07
14830,2.8052111316249325e-07
14831,4.627712597413625e-06
14832,2.47661425070871e-06
14833,6.981141560068658e-08
14834,5.996809662565397e-07
14835,5.082896935820209e-07
14836,2.42201086956716e-07
14837,3.3623188405824e-07
14838,5.982431799999947e-08
14839,4.464094191648335e-08
14840,9.274868686859414e-09
14841,6.929670736548138e-05
14842,5.26125934e-08
14843,5.44022428e-08
14844,2.47037033001352e-07
14845,4.8889402061877164e-08
14846,3.29786249247632e-08
14847,9.996121453494043e-07
14848,1.2037813215339608e-07
14849,1.028307692308e-07
14850,1.48350324550719e-05
14851,3.8057092908094523e-07
14852,4.328792895748046e-08
14853,6.2884277008548e-07
14854,5.44022428e-08
14855,4.0828178694176e-08
14856,4.616924429321669e-08
14857,3.458735784151218e-08
14858,8.50152868702938e-07
14859,5.909121319999947e-08
14860,3.3623188405824e-07
14861,1.1034139798904951e-06
14862,1.19594654854039e-06
14863,8.1885161583893e-06
14864,2.4758169279430196e-07
14865,1.07936544355497e-06
14866,1.4975135570511175e-09
14867,2.7828667462376e-07
14868,4.66065525540176e-08
14869,4.99164982e-08
14870,1.86245903016927e-08
14871,1.0650898889002925e-07
14872,4.2586114955863246e-08
14873,0.0
14874,5.26125934e-08
14875,1.5594437169666708e-07
14876,3.051679138984999e-08
14877,7.088184057635508e-06
14878,7.220881514581209e-08
14879,4.1038347414894136e-08
14880,7.230721064858393e-08
14881,5.957006199999946e-08
14882,1.55458541774774e-05
14883,0.0
14884,1.5057295513481179e-09
14885,8.944737933543367e-09
14886,3.02955813995511e-08
14887,2.5581802033077184e-06
14888,7.944544387372321e-05
14889,1.22504854368961e-07
14890,1.0619047619050406e-07
14891,1.249329350358619e-06
14892,1.8677840880374218e-08
14893,4.240130076928988e-08
14894,4.55954769061272e-08
14895,3.6606190745452764e-08
14896,8.11782862083675e-09
14897,3.065497932946095e-05
14898,3.93180011580923e-06
14899,1.17202749140945e-08
14900,3.839097524232893e-06
14901,1.8455434903026611e-06
14902,1.83430394279007e-08
14903,9.274868686859414e-09
14904,5.01411728e-08
14905,1.16512486823268e-05
14906,2.7026053529673146e-09
14907,0.0
14908,6.539166880147271e-05
14909,4.3906441202194224e-08
14910,8.4660056657173e-07
14911,1.4767336330712136e-09
14912,1.88903039388339e-08
14913,2.1776113966494497e-07
14914,1.20446048510298e-05
14915,9.817485571560546e-08
14916,4.98235294e-08
14917,4.94748964e-08
14918,1.45893529506602e-07
14919,3.43114292027285e-07
14920,4.42583629850319e-07
14921,3.0324124852094526e-08
14922,3.02955813995511e-08
14923,4.73288666e-08
14924,1.42905800231419e-05
14925,2.64433325466116e-08
14926,3.696883852689e-07
14927,6.515715894234365e-06
14928,5.0706733e-08
14929,1.92567648e-08
14930,9.56685552407358e-07
14931,4.58406832637173e-08
14932,9.274868686859414e-09
14933,2.96907975460443e-07
14934,2.066289131454632e-12
14935,2.92547924701071e-06
14936,1.8099497206715573e-07
14937,6.13648013110359e-07
14938,3.50396895431582e-05
14939,4.0321315105162506e-06
14940,1.76954724181791e-08
14941,4.64743209557159e-08
14942,4.665491442848913e-08
14943,6.86227848101197e-06
14944,4.96375918e-08
14945,0.0
14946,4.67013272e-08
14947,3.32492753623454e-07
14948,1.5087687641091982e-09
14949,4.52603108e-08
14950,9.56685552407358e-07
14951,5.743765706670323e-05
14952,1.58114920740958e-05
14953,4.52599313642772e-08
14954,4.953524645138572e-07
14955,1.4884822886536203e-09
14956,7.92965170723385e-06
14957,2.20028571428659e-06
14958,6.981784861661955e-08
14959,3.04473762529622e-07
14960,5.432163023044227e-07
14961,5.56388349514697e-08
14962,6.677683108609955e-07
14963,0.0
14964,1.3900566153853228e-07
14965,7.1774447876449e-08
14966,7.337036144575669e-08
14967,1.6386666348658e-07
14968,5.61226993865637e-07
14969,1.89870870516999e-08
14970,4.38743362831665e-08
14971,5.24653928e-08
14972,4.886920413042837e-08
14973,1.90690656e-08
14974,6.113478091607623e-07
14975,8.026360832690662e-07
14976,2.7638253775775276e-06
14977,3.506237734836296e-08
14978,3.3623188405824e-07
14979,3.06292216739454e-08
14980,2.7491358492182225e-07
14981,4.92579692e-08
14982,3.442299389062808e-07
14983,6.613116033758114e-06
14984,4.43870078750038e-07
14985,3.2581840980878854e-05
14986,1.89413350347087e-08
14987,8.71919766458568e-07
14988,1.09627857728679e-06
14989,4.80183852e-08
14990,5.078025794880194e-07
14991,4.665078463720033e-08
14992,4.141657590356659e-08
14993,4.65928636e-08
14994,3.458735784151218e-08
14995,5.973956599999946e-08
14996,2.4226241824603934e-09
14997,2.2671715439999997e-09
14998,4.4191902612483335e-08
14999,1.0177707715890698e-07
15000,7.075341199203451e-08
15001,1.86802547770632e-08
15002,4.141657590356659e-08
15003,4.06866456167621e-08
15004,1.23583098591957e-05
15005,6.30296596578839e-08
15006,5.04200792e-08
15007,4.36567707467863e-08
15008,3.4108714262280152e-09
15009,6.415304347822366e-08
15010,3.72070565235514e-07
15011,5.610565020043339e-08
15012,7.08517511939913e-08
15013,1.94385984e-08
15014,3.295577994114327e-05
15015,2.9585226179055396e-08
15016,7.14059537743163e-07
15017,1.1635294117654e-05
15018,1.8657146891150506e-08
15019,7.43595084281005e-06
15020,1.33573333332999e-07
15021,2.695012360967316e-09
15022,1.0517792458053382e-05
15023,4.50534417999587e-08
15024,5.10264392486302e-07
15025,4.5374897435922835e-07
15026,6.517182320450201e-07
15027,2.0739489001331072e-12
15028,1.94385984e-08
15029,9.66267099755065e-08
15030,4.188336694321509e-08
15031,5.26125934e-08
15032,9.274868686859414e-09
15033,4.240102564104939e-07
15034,7.94523809524016e-08
15035,9.274868686859414e-09
15036,9.274868686859414e-09
15037,4.85839454e-08
15038,2.04926923076718e-05
15039,7.165972322270443e-08
15040,5.941905449425983e-07
15041,6.380890263910957e-05
15042,1.0727160203668959e-05
15043,3.43114292027285e-07
15044,5.0319363e-08
15045,1.50476281666004e-05
15046,4.3768478992805404e-08
15047,7.630751762895417e-06
15048,2.26070607379532e-06
15049,5.196455555559716e-07
15050,7.068792766509409e-06
15051,3.32492753623454e-07
15052,1.90690656e-08
15053,6.977369193304768e-08
15054,1.83113649545991e-08
15055,6.03873901591202e-08
15056,1.017474685161069e-06
15057,1.0447702679666532e-06
15058,3.23380530973309e-08
15059,2.4511338385982345e-07
15060,3.430390476579153e-07
15061,1.5144534453152119e-05
15062,4.18577319587813e-08
15063,5.075477926722184e-07
15064,2.067347798667276e-12
15065,2.6618886943999994e-09
15066,2.49430478566402e-05
15067,1.45893529506602e-07
15068,1.94392658187259e-06
15069,3.6903077937217e-08
15070,2.1248999517963557e-07
15071,1.70227342842401e-05
15072,2.0499791999999984e-05
15073,1.86802547770632e-08
15074,4.230890654421723e-08
15075,7.6434020618442e-08
15076,4.700075350225766e-05
15077,7.94523809524016e-08
15078,2.3921997344835127e-07
15079,6.32040972741076e-08
15080,5.08061403508691e-08
15081,6.977369193304768e-08
15082,6.653114376754589e-06
15083,4.57333483177045e-07
15084,4.98467716e-08
15085,1.90690656e-08
15086,8.014978532102942e-06
15087,7.337036144575669e-08
15088,9.274868686859414e-09
15089,9.42949033084533e-08
15090,2.0713956439088025e-12
15091,1.88953330810013e-07
15092,4.38296889906735e-08
15093,4.79409112e-08
15094,2.2313749811181552e-07
15095,5.0629259e-08
15096,3.864390769232568e-07
15097,1.2383334520170793e-07
15098,2.4261536465653365e-07
15099,4.7569036e-08
15100,1.40854368932073e-05
15101,8.09041095890039e-08
15102,4.67710538e-08
15103,4.986242310113208e-07
15104,2.620748747304758e-06
15105,5.00327092e-08
15106,4.90332946e-08
15107,7.353894309178475e-08
15108,2.782633687602698e-07
15109,4.58019664704457e-08
15110,9.274868686859414e-09
15111,1.573337284867945e-09
15112,3.41372519998515e-07
15113,3.136140849417712e-05
15114,8.1978187657603e-08
15115,2.268728087202023e-07
15116,1.45838133561998e-07
15117,7.050908785060229e-08
15118,1.59267955801306e-06
15119,5.973956599999946e-08
15120,5.73090151524043e-07
15121,8.58168038111812e-08
15122,4.253489487899991e-08
15123,4.57251548e-08
15124,3.3995737998903994e-09
15125,6.895361305490301e-06
15126,3.858315998542506e-07
15127,5.46114226e-08
15128,7.640698871181968e-08
15129,3.228610440528208e-08
15130,2.879336362193825e-07
15131,2.1456891726535946e-12
15132,0.0
15133,1.07368149737934e-07
15134,9.044814084773724e-09
15135,4.38743362831665e-08
15136,4.38743362831665e-08
15137,4.345972885686906e-08
15138,7.85630252101045e-07
15139,7.271360054345129e-08
15140,3.54539877300996e-07
15141,5.962258253957024e-07
15142,7.271360054345129e-08
15143,1.8627584049402346e-08
15144,5.434700611049185e-07
15145,4.886920413042837e-08
15146,6.944735123398178e-06
15147,4.348878649573e-07
15148,0.0
15149,1.40854368932073e-05
15150,1.8309897459471525e-07
15151,1.05284257474914e-06
15152,4.41630136986098e-07
15153,7.792770958553758e-06
15154,2.34978697464104e-06
15155,9.351292282235546e-05
15156,6.751452814481775e-05
15157,1.4823044212020014e-09
15158,2.1700417147576e-06
15159,7.143537684514372e-05
15160,5.10708608e-08
15161,5.01411728e-08
15162,7.080034037543262e-08
15163,1.5057295513481179e-09
15164,5.68681895488522e-07
15165,9.274868686859414e-09
15166,1.2933628629123298e-07
15167,1.4867256816232575e-09
15168,4.07612818581092e-06
15169,9.524542804298468e-06
15170,5.275305070335186e-07
15171,6.929551781407116e-08
15172,4.27923656138322e-08
15173,5.9559467999999465e-08
15174,5.196455555559716e-07
15175,4.665078463720033e-08
15176,9.072387761350702e-09
15177,8.70065761759629e-06
15178,3.4090926852566e-07
15179,4.8207199449180925e-09
15180,8.10434782609344e-06
15181,4.166862962039521e-08
15182,4.211500120011093e-08
15183,5.510501290655322e-08
15184,2.94033149171641e-06
15185,9.838353905282241e-05
15186,2.197030266178291e-06
15187,5.10575987234974e-08
15188,1.2967485713459227e-06
15189,3.957506266323511e-08
15190,1.87024656e-08
15191,4.188336694321509e-08
15192,4.803388e-08
15193,5.821942796856142e-07
15194,4.56244386e-08
15195,1.4891635508843104e-09
15196,5.078365418056589e-06
15197,9.274868686859414e-09
15198,3.902582135844324e-08
15199,1.269307151454353e-07
15200,4.65556942469862e-08
15201,8.216590654202654e-09
15202,1.3954851282054962e-07
15203,4.8889402061877164e-08
15204,1.47638501761628e-07
15205,4.49114802245887e-08
15206,3.75475330247892e-07
15207,4.98235294e-08
15208,4.5005379612483367e-08
15209,1.4142688996055398e-07
15210,4.86280828078774e-08
15211,6.677237611816902e-08
15212,1.1005161535131096e-06
15213,1.3602233644598197e-05
15214,4.18577319587813e-08
15215,4.59282901263663e-07
15216,3.7667272887590743e-06
15217,2.343152856e-09
15218,1.45778947368509e-07
15219,3.4074399554334237e-08
15220,1.4844266262042027e-09
15221,3.24728454885808e-07
15222,3.957506266323511e-08
15223,7.768219860806626e-08
15224,1.75474352168092e-07
15225,1.4685393057111817e-06
15226,1.83113649545991e-08
15227,6.352549807930648e-08
15228,2.063289601674633e-07
15229,5.760485445221557e-05
15230,1.86802547770632e-08
15231,4.200941058633405e-08
15232,1.5270871486613278e-09
15233,1.86802547770632e-08
15234,4.34003497158818e-07
15235,1.81512328951299e-08
15236,8.71919766458568e-07
15237,9.068687766338902e-09
15238,1.5558515541587771e-09
15239,2.9309782681473e-06
15240,1.44672941176459e-07
15241,2.620748747304758e-06
15242,1.3565324540094692e-05
15243,3.54539877300996e-07
15244,4.5135535932483373e-08
15245,4.32499042906335e-08
15246,4.453824584492261e-08
15247,1.1926469256892032e-05
15248,6.981141560068658e-08
15249,4.03691842979006e-06
15250,7.220881514581209e-08
15251,5.8372939999999474e-08
15252,4.1898791428530174e-08
15253,6.6237036913192e-07
15254,1.5770349463832754e-06
15255,1.01215447185033e-07
15256,4.85839454e-08
15257,0.0
15258,1.85225281099431e-08
15259,1.1615435962125263e-05
15260,2.604181352762962e-07
15261,1.1005161535131096e-06
15262,9.827289719622622e-09
15263,6.966303819478559e-08
15264,4.803388e-08
15265,4.428890969611675e-08
15266,4.86280828078774e-08
15267,5.273312641860183e-07
15268,1.794085282613918e-06
15269,9.274868686859414e-09
15270,2.466311743999999e-09
15271,6.30156250002017e-06
15272,7.208674033158244e-07
15273,1.16441320277933e-07
15274,0.0
15275,1.86802547770632e-08
15276,2.466311743999999e-09
15277,0.0
15278,4.884872318900471e-08
15279,5.307307448114902e-07
15280,4.7696742417554755e-08
15281,1.324911393605586e-05
15282,4.7298668477452544e-05
15283,1.14091722702414e-07
15284,4.50333992216815e-07
15285,0.0
15286,2.763249172601701e-07
15287,5.982008039999947e-08
15288,4.8889402061877164e-08
15289,4.395900529524838e-08
15290,4.96685814e-08
15291,5.44451687623391e-08
15292,1.4033559159919012e-05
15293,5.00327092e-08
15294,2.199296313532506e-06
15295,8.48410634934174e-08
15296,4.72823822e-08
15297,2.5860501588383732e-05
15298,7.070919721267925e-08
15299,9.274868686859414e-09
15300,6.3547044232338946e-06
15301,3.47191233270886e-09
15302,2.09602884376082e-07
15303,4.2810344801665446e-07
15304,7.04512776664402e-08
15305,1.45778947368509e-07
15306,2.49430478566402e-05
15307,9.88899535561527e-08
15308,2.5848047373560326e-05
15309,4.38743362831665e-08
15310,7.271728510839756e-08
15311,0.0
15312,1.76954724181791e-08
15313,7.55013162149566e-09
15314,4.5670923e-08
15315,4.44373844712727e-06
15316,4.56294520547735e-07
15317,2.6817355300890125e-09
15318,2.1449626265351457e-08
15319,5.22604849052105e-06
15320,7.004348389985725e-08
15321,2.20545197739945e-07
15322,1.2321108571434521e-06
15323,2.8003867661245154e-07
15324,1.113044212965089e-07
15325,1.6872131000956544e-08
15326,8.07903682719062e-07
15327,5.196455555559716e-07
15328,1.51046660404151e-05
15329,1.8099497206715573e-07
15330,1.4550232655846308e-09
15331,1.1345772358904365e-07
15332,1.16577314389566e-05
15333,3.228610440528208e-08
15334,4.73288666e-08
15335,4.65892079340825e-08
15336,1.86826601694123e-08
15337,2.58522222222429e-06
15338,4.268844276102541e-08
15339,4.85529558e-08
15340,2.2567881766526355e-06
15341,9.56685552407358e-07
15342,4.803388e-08
15343,7.086414059880937e-06
15344,5.0643687620129215e-09
15345,4.0828178694176e-08
15346,9.0257731951646e-08
15347,1.8291434903026762e-06
15348,1.7938429234295123e-08
15349,1.9934833015640853e-06
15350,2.26017292608352e-06
15351,6.981083404454562e-08
15352,5.03629668381369e-07
15353,2.7041114009673142e-09
15354,3.574521788936456e-08
15355,7.094363173790027e-08
15356,2.822138785182051e-07
15357,1.69203494747328e-07
15358,6.745334611842013e-07
15359,6.958899592793125e-08
15360,6.415304347822366e-08
15361,4.84374516067546e-08
15362,4.1898791428530174e-08
15363,5.0241889e-08
15364,6.652919786101683e-07
15365,1.4031299412288592e-05
15366,4.96066022e-08
15367,1.85541530915052e-08
15368,4.99164982e-08
15369,1.6630611371769137e-05
15370,7.115864588655425e-08
15371,0.0
15372,4.11284395648471e-07
15373,6.786613930602949e-09
15374,2.899335106735524e-05
15375,5.8372939999999474e-08
15376,5.13825603443065e-06
15377,5.569375870209453e-08
15378,1.93354570636904e-06
15379,3.574521788936456e-08
15380,2.8694158075614e-08
15381,7.94523809524016e-08
15382,1.05168940654105e-06
15383,7.075341199203451e-08
15384,1.86802547770632e-08
15385,9.035853658522132e-08
15386,8.004374802963839e-07
15387,1.4310377713349633e-05
15388,1.8238010528523326e-06
15389,1.03450326175619e-07
15390,4.240102564104939e-07
15391,5.620260101860624e-06
15392,1.886408284900513e-07
15393,1.1839799086759692e-07
15394,0.0
15395,5.982008039999947e-08
15396,2.42846368715477e-07
15397,2.2671715439999997e-09
15398,4.01457308495733e-06
15399,2.666994116799999e-09
15400,0.0
15401,3.269854093340049e-07
15402,5.363207908937651e-09
15403,6.786613930602949e-09
15404,4.16289135524263e-07
15405,4.428890969611675e-08
15406,1.608614370970493e-05
15407,2.6116199199999994e-09
15408,4.395900529524838e-08
15409,1.327725e-05
15410,5.1968053013232474e-08
15411,3.882903360740527e-06
15412,6.344206657340676e-08
15413,1.3213958579191911e-05
15414,5.0655276311656974e-05
15415,3.7423312883476e-07
15416,4.52470257664388e-08
15417,0.0
15418,1.86802547770632e-08
15419,7.271360054345129e-08
15420,4.703727712742372e-08
15421,1.07368149737934e-07
15422,9.56685552407358e-07
15423,4.24275451373691e-07
15424,1.75515384615437e-05
15425,4.075737827042833e-07
15426,5.82203960746081e-06
15427,2.66530976908186e-05
15428,4.94846625767406e-07
15429,4.250683961249009e-08
15430,2.86847543072945e-07
15431,4.879976311023125e-08
15432,4.52470257664388e-08
15433,5.68689485211653e-07
15434,1.62594972067302e-07
15435,3.0346081354051006e-08
15436,6.786613930602949e-09
15437,4.65773688e-08
15438,8.87225247302406e-06
15439,3.094834816692917e-05
15440,7.80453638112029e-08
15441,1.91581661890851e-07
15442,5.61226993865637e-07
15443,1.88480713077651e-08
15444,1.86245903016927e-08
15445,1.8610833305059545e-08
15446,1.621998260870866e-07
15447,9.682766602828602e-07
15448,7.641579884752252e-08
15449,2.8694158075614e-08
15450,4.38743362831665e-08
15451,4.6829912711689247e-08
15452,1.46511194288936e-07
15453,1.468686939104534e-09
15454,2.632953045635157e-07
