id	count	dmax	logsum	mean	sd	dzmin	dzmax	hmax
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01836N3422_D010_S247D30R090_A006995_S075	23178	6.79	10.306	1.291	1.173	-0.007	-0.006	7.837
BS_4-8_manning003_extreme/E00979N4372E01586N3827-BS-M809_E01517N3827_D010_S157D70R270_A006995_S075	14597	4.869	9.306	0.754	0.622	-0.017	0.002	6.559
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01932N3355_D010_S247D50R090_A006995_S075	22402	7.669	10.308	1.338	1.237	-0.004	-0.004	8.346
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01847N3333_D010_S067D50R090_A006995_S075	24259	9.603	10.477	1.463	1.484	-0.006	-0.006	11.364
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01778N3400_D010_S247D50R090_A004781_S062	13042	5.584	9.337	0.87	0.825	-0.005	-0.005	6.21
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01973N3288_D010_S067D50R090_A006995_S075	22903	8.327	10.352	1.368	1.297	-0.004	-0.004	10.097
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01731N3445_D010_S247D50R090_A006995_S075	19789	6.714	10.068	1.192	1.049	-0.011	-0.01	7.661
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01905N3355_D010_S247D70R270_A004781_S062	21414	9.983	10.407	1.545	1.629	0.002	0.002	12.277
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01801N3378_D010_S067D50R090_A003139_S050	8288	4.168	8.678	0.708	0.711	-0.003	-0.002	5.573
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01551N3692_D125_S292D10R270_A004781_S062	12672	5.502	9.349	0.906	0.875	-0.447	1.023	5.355
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01731N3445_D010_S247D50R090_A004781_S062	12156	4.439	9.185	0.802	0.737	-0.007	-0.006	5.297
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01882N3378_D010_S247D70R270_A003139_S050	14748	8.137	9.787	1.207	1.307	0.001	0.001	10.558
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01794N3490_D010_S247D30R090_A006995_S075	18760	6.39	9.91	1.073	0.929	-0.009	-0.008	7.724
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01519N3670_D010_S337D10R270_A006995_S075	917	3.475	6.371	0.637	0.794	-1.694	0.043	5.586
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S112D90R090_A006995_S075	124373	21.913	12.733	2.725	2.338	1.301	2.36	20.375
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01660N3512_D010_S247D50R090_A006995_S075	23818	7.383	10.352	1.315	1.193	-0.018	-0.016	8.551
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01909N3378_D010_S067D70R090_A006995_S075	31249	11.177	10.82	1.6	1.702	-0.003	-0.003	12.819
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01825N3512_D010_S247D50R090_A006995_S075	14510	5.121	9.456	0.881	0.752	-0.007	-0.006	6.149
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S022D10R270_A006995_S075	31863	11.626	10.804	1.545	1.561	0.041	0.043	12.61
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01509N3782_D010_S112D90R270_A012497_S042	47531	14.4	11.361	1.807	1.865	0.185	0.262	18.173
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01747N3535_D010_S247D30R090_A006995_S075	17697	5.604	9.716	0.937	0.826	-0.012	-0.011	5.838
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01644N3580_D010_S067D70R270_A006995_S075	23008	7.466	10.42	1.457	1.374	0.001	0.004	9.325
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01828N3378_D010_S067D30R090_A006995_S075	21368	6.8	10.294	1.383	1.246	-0.007	-0.006	7.469
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01519N3670_D010_S067D90R090_A006995_S075	89115	19.458	12.223	2.281	2.057	0.637	1.201	18.707
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S067D70R090_A012497_S042	3828	5.593	7.802	0.638	0.742	-0.702	-0.385	7.575
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01855N3378_D010_S247D30R090_A003139_S050	11025	5.241	9.136	0.842	0.835	-0.002	-0.002	5.812
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01664N3535_D010_S247D30R090_A006995_S075	24718	6.773	10.346	1.26	1.15	-0.02	-0.018	7.434
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01636N3535_D010_S067D70R270_A004781_S062	14222	6.116	9.598	1.036	1.004	0.006	0.006	7.158
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01758N3445_D010_S067D30R090_A006995_S075	21176	6.755	10.226	1.304	1.154	-0.011	-0.01	7.392
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01874N3333_D010_S067D50R270_A006995_S075	20561	8.354	10.36	1.536	1.506	0.005	0.005	9.844
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01805N3400_D010_S067D30R090_A006995_S075	20602	6.349	10.212	1.321	1.173	-0.008	-0.007	7.317
BS_4-8_manning003_extreme/E01548N3896E01854N3659-BS-M754_E01619N3760_D010_S337D30R090_A003524_S022	8596	4.847	8.763	0.744	0.788	-0.01	-0.009	6.525
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01794N3490_D010_S067D70R090_A006995_S075	25319	8.267	10.373	1.263	1.226	-0.005	-0.004	8.557
BS_4-8_manning003_extreme/E01108N3882E01527N3690-BS-M809_E01442N3715_D010_S247D70R270_A012497_S042	5716	7.348	8.422	0.795	0.942	-0.7	-0.435	9.05
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01853N3512_D010_S247D50R090_A006995_S075	14656	5.87	9.478	0.892	0.772	-0.005	-0.004	7.342
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01692N3535_D010_S067D30R090_A006995_S075	22828	7.589	10.218	1.2	1.083	-0.019	-0.017	8.001
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01824N3355_D010_S067D30R090_A004781_S062	12849	4.967	9.363	0.907	0.864	-0.004	-0.004	5.726
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01719N3535_D010_S067D70R270_A006995_S075	21798	7.289	10.329	1.404	1.322	0.005	0.006	8.695
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01743N3512_D010_S067D30R090_A006995_S075	21265	6.791	10.125	1.174	1.031	-0.013	-0.012	6.953
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01867N3445_D010_S067D70R090_A006995_S075	21869	8.596	10.237	1.277	1.266	-0.003	-0.003	9.46
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01825N3512_D010_S067D50R090_A006995_S075	15581	5.503	9.626	0.973	0.882	-0.007	-0.006	7.177
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01932N3355_D010_S067D30R090_A006995_S075	20215	7.87	10.246	1.393	1.287	-0.004	-0.004	9.546
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01644N3580_D010_S067D30R090_A006995_S075	24069	8.286	10.271	1.2	1.113	-0.031	-0.027	8.665
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01778N3400_D010_S067D50R090_A006995_S075	21501	7.592	10.237	1.298	1.228	-0.009	-0.008	8.419
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M774_E01603N3670_D010_S067D90R270_A005608_S028	11491	4.895	9.128	0.801	0.793	-0.118	-0.063	6.167
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M809_E01579N3692_D010_S112D90R090_A012497_S042	4053	8.321	8.635	1.387	1.382	-2.073	-1.522	12.521
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01936N3378_D010_S067D30R090_A006995_S075	18053	7.269	10.032	1.26	1.168	-0.004	-0.004	8.794
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01794N3490_D010_S067D30R090_A006995_S075	17729	6.085	9.849	1.068	0.912	-0.009	-0.008	6.299
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01832N3400_D010_S247D70R270_A004781_S062	19835	9.669	10.232	1.401	1.405	0.002	0.003	11.021
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01848N3490_D010_S067D30R090_A006995_S075	13907	5.535	9.462	0.924	0.841	-0.006	-0.006	6.934
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01909N3378_D010_S247D30R090_A003139_S050	11398	5.785	9.204	0.872	0.874	-0.002	-0.001	6.468
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01609N3535_D010_S067D30R090_A006995_S075	19126	7.67	10.043	1.202	1.081	-0.027	-0.025	8.106
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01636N3535_D010_S067D30R090_A006995_S075	22266	7.528	10.221	1.234	1.113	-0.026	-0.023	7.867
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01846N3895_D010_S292D70R090_A006995_S075	45176	11.869	11.265	1.728	1.715	-0.003	-0.002	13.532
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01711N3490_D010_S067D70R090_A006995_S075	29452	8.905	10.62	1.39	1.344	-0.007	-0.006	9.02
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01896N3310_D010_S067D50R090_A006995_S075	23211	8.624	10.369	1.372	1.332	-0.005	-0.005	10.477
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01844N3467_D010_S247D30R090_A006995_S075	16890	4.906	9.713	0.979	0.846	-0.007	-0.006	5.616
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01882N3378_D010_S247D30R090_A006995_S075	24745	7.715	10.448	1.393	1.289	-0.005	-0.005	9.124
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01739N3490_D010_S067D70R090_A006995_S075	33740	9.472	10.777	1.42	1.39	-0.006	-0.006	9.508
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01936N3378_D010_S067D70R090_A006995_S075	25614	10.691	10.616	1.593	1.681	-0.003	-0.002	12.573
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01836N3422_D010_S067D70R270_A006995_S075	21462	7.925	10.363	1.476	1.405	0.004	0.004	9.27
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01739N3490_D010_S067D50R090_A006995_S075	30562	8.371	10.624	1.344	1.283	-0.012	-0.011	8.772
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01824N3355_D010_S247D50R090_A006995_S075	20915	7.818	10.199	1.285	1.186	-0.007	-0.006	9.191
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01836N3422_D010_S067D70R270_A004781_S062	15666	6.486	9.822	1.177	1.133	0.002	0.002	7.581
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01782N3422_D010_S067D30R090_A006995_S075	20527	6.316	10.2	1.31	1.156	-0.009	-0.008	7.241
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01557N3557_D010_S067D70R270_A006995_S075	15010	6.751	9.729	1.119	1.086	-0.001	0.003	8.179
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01874N3333_D010_S067D30R090_A006995_S075	20916	8.097	10.302	1.425	1.329	-0.005	-0.005	9.867
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M774_E01568N3625_D010_S067D90R270_A003139_S050	14277	6.522	9.651	1.088	1.051	-0.021	-0.013	7.78
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D010_S157D90R270_A006995_S075	109818	26.059	12.657	2.859	2.722	1.239	2.236	28.07
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01766N3490_D010_S247D30R090_A006995_S075	22086	6.128	10.168	1.18	1.058	-0.011	-0.01	7.223
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01778N3400_D010_S067D30R090_A004781_S062	11501	4.216	9.131	0.803	0.76	-0.005	-0.005	5.276
BS_4-8_manning003_extreme/E01470N3877E01631N3641-BS-M792_E01603N3670_D010_S022D90R090_A008541_S034	42736	14.466	11.194	1.702	1.855	0.096	0.157	18.64
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01954N3333_D010_S247D50R090_A006995_S075	16917	6.173	9.829	1.098	0.971	-0.004	-0.004	6.968
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01857N3535_D010_S022D70R090_A006995_S075	61054	17.794	11.744	2.064	2.33	-0.006	-0.006	20.937
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01813N3445_D010_S067D70R090_A006995_S075	29945	9.156	10.648	1.406	1.404	-0.004	-0.004	9.731
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01798N3512_D010_S247D30R090_A004781_S062	10518	4.714	8.889	0.69	0.643	-0.005	-0.004	5.733
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01886N3400_D010_S067D30R090_A006995_S075	20064	6.299	10.187	1.324	1.18	-0.005	-0.005	7.273
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01863N3422_D010_S067D70R090_A006995_S075	26298	9.105	10.5	1.381	1.361	-0.003	-0.003	10.289
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01530N3737_D144_S067D10R270_A006995_S075	4198	2.389	7.48	0.422	0.444	-1.427	-0.876	4.105
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01901N3333_D010_S067D70R090_A006995_S075	32470	11.139	10.854	1.593	1.716	-0.003	-0.003	13.787
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01640N3557_D010_S067D70R090_A006995_S075	31376	9.687	10.623	1.309	1.303	-0.006	-0.006	10.919
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01840N3445_D010_S067D30R090_A006995_S075	18340	5.602	9.977	1.173	1.011	-0.007	-0.006	6.259
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01946N3827_D010_S337D70R090_A006995_S075	42793	14.599	11.268	1.83	1.993	-0.005	-0.005	15.504
