idx,l2n,TRUE,truemax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,dmax,lon,lat,max_absdz,event_type,Mag,SR
8196,0.7406974312129859,31320,8.723515510559082,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02239N3505_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02239N3505_S002,2.31,16,8,6.79772103384856e-09,0.007,0.005,8.724,22.39,35.05,0.007,1,8.8,HL
8197,0.073598827,5093,2.034926176071167,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01692N3840_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01692N3840_S000,0.51,18,8,1.597602223249356e-07,0.005,0.004,2.035,16.92,38.4,0.005,1,8.09,CL
8198,0.078025623,4447,2.312639713287353,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01812N3865_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01812N3865_S000,0.68,17,8.6,8.992471400016452e-08,0.001,0.001,2.313,18.12,38.65,0.001,1,7.92,CL
8199,0.012782126,863,0.6442272067070007,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01765N3843_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01765N3843_S000,0.21,18,8.6,7.705680405669477e-07,0.001,0.001,0.644,17.65,38.43,0.001,1,7.32,CL
8200,0.2614424305810974,12758,4.9835286140441895,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02223N3473_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02223N3473_S004,0.82,13,7.7,2.592729225234714e-08,0.002,0.002,4.984,22.23,34.73,0.002,1,8.61,HL
8201,0.1754327497452208,9892,3.353867053985596,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02144N3668_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02144N3668_S003,0.9,19,80,1.065807518932135e-08,0.004,0.004,3.354,21.44,36.68,0.004,1,8.71,HL
8202,0.2827983619814411,15061,4.478256702423096,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01731N3813_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01731N3813_S000,1.12,14,8,5.7222014005087166e-08,0.019,0.014,4.478,17.31,38.13,0.019,1,8.5,CL
8203,0.4970408884389062,22857,6.686436176300049,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02226N3538_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02226N3538_S004,1.41,18,26.7,6.946364846954914e-09,0.005,0.005,6.686,22.26,35.38,0.005,1,8.8,HL
8204,0.4152959008124371,18588,6.414015769958496,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02201N3596_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02201N3596_S004,1.33,17,8,9.987546537765906e-09,0.004,0.004,6.414,22.01,35.96,0.004,1,8.71,HL
8205,0.089623776,4315,2.6059765815734863,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02233N3624_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02233N3624_S000,0.61,14,7.7,2.2754976397974605e-07,0.001,0.001,2.606,22.33,36.24,0.001,1,8.5,HL
8206,0.3407422410617335,15768,5.472263336181641,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02079N3631_S002,E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02079N3631_S002,0.92,24,7.7,1.275432529211618e-07,0.004,0.004,5.472,20.79,36.31,0.004,1,8.71,HL
8207,0.3841982176260495,17768,6.1729230880737305,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02183N3593_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02183N3593_S002,1.12,17,8,1.9639131803442547e-08,0.004,0.004,6.173,21.83,35.93,0.004,1,8.71,HL
8208,0.181267818,10875,2.725237369537353,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02079N3688_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02079N3688_S005,1.04,18,26.7,3.16564245657538e-08,0.001,0.001,2.725,20.79,36.88,0.001,1,8.61,HL
8209,0.013239762,1043,0.5038425326347351,PS_manning003/E01517N3917E01678N3772-PS-Str_PYes_Var-M774_E01598N3815_S000,E01517N3917E01678N3772-PS-Str_PYes_Var-M774_E01598N3815_S000,0.19,14,8.6,6.191899998899847e-06,0.001,0.001,0.504,15.98,38.15,0.001,1,7.74,CL
8210,0.2164444372517509,12315,1.9599002599716189,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02434N3452_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02434N3452_S005,0.54,13,26.7,2.784763326932584e-08,0.007,0.007,1.96,24.34,34.52,0.007,1,8.88,HL
8211,0.009419329,853,0.4702731966972351,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M792_E02272N3638_S000,E02113N3823E02873N3483-PS-Str_PYes_Var-M792_E02272N3638_S000,0.13,14,26.7,1.1184758979320344e-05,0.001,0.001,0.47,22.72,36.38,0.001,1,7.92,HL
8212,0.1695606573302037,8742,3.287150621414185,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02137N3572_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02137N3572_S004,0.86,18,10.4,2.808866011914744e-08,0.002,0.002,3.287,21.37,35.72,0.002,1,8.61,HL
8213,0.1740728985052216,8051,4.104610919952393,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02195N3484_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02195N3484_S000,0.58,17,8,1.1105935053375857e-07,0.001,0.001,4.105,21.95,34.84,0.001,1,8.5,HL
8214,0.034119367,2407,1.0389037132263184,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M824_E02061N3739_S000,E01964N3926E02184N3685-PS-Mur_PYes_Var-M824_E02061N3739_S000,0.27,22,26.7,4.083358392424415e-06,0.001,0.001,1.039,20.61,37.39,0.001,1,8.24,HL
8215,0.072575667,4527,2.094818592071533,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01600N3777_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01600N3777_S000,0.49,15,8,2.615178189038181e-07,0.001,-0.004,2.095,16,37.77,0.004,1,7.92,CL
8216,0.074603921,4265,2.2472870349884038,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02035N3615_S000,E01849N3766E02950N3220-PS-Str_PYes_Hom-M837_E02035N3615_S000,0.36,12,7.7,3.5567614986933694e-08,0.001,0.001,2.247,20.35,36.15,0.001,1,8.37,HL
8217,0.4976377587366187,27865,6.608616352081299,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02304N3498_S002,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02304N3498_S002,1.22,21,26.7,2.8364400950333284e-08,0.008,0.008,6.609,23.04,34.98,0.008,1,8.88,HL
8218,0.1609882117557768,8604,3.4745841026306152,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02104N3649_S001,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02104N3649_S001,0.84,23,12.6,1.3479540394862124e-08,0.001,0.001,3.475,21.04,36.49,0.001,1,8.61,HL
8219,0.3921049071055212,17748,5.9776105880737305,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02263N3578_S002,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02263N3578_S002,1.34,11,7.7,2.0592854285315224e-08,0.004,0.004,5.978,22.63,35.78,0.004,1,8.71,HL
8220,0.038734674,2506,1.1947139501571655,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01600N3777_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01600N3777_S000,0.34,19,7.7,2.8257524322182055e-07,0.001,-0.004,1.195,16,37.77,0.004,1,7.74,CL
8221,0.4798634682132863,33105,5.496235370635986,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02284N3476_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02284N3476_S004,0.97,12,26.7,2.7618231604651432e-08,0.008,0.007,5.496,22.84,34.76,0.008,1,8.88,HL
8222,0.010158782,742,0.5700594186782837,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M732_E01765N3843_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M732_E01765N3843_S000,0.19,19,8.6,7.705680405669477e-07,0.001,0.001,0.57,17.65,38.43,0.001,1,7.32,CL
8223,0.4781114374190202,20964,6.976356983184815,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02189N3468_S003,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02189N3468_S003,1.58,11,26.7,8.184875293563422e-09,0.004,0.004,6.976,21.89,34.68,0.004,1,8.71,HL
8224,0.871327392,34247,10.040813446044922,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02175N3577_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02175N3577_S005,2.69,30,7.7,1.3829329779612045e-08,0.01,0.01,10.041,21.75,35.77,0.01,1,8.95,HL
8225,0.020905836,1284,0.6884776949882507,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02349N3553_S000,E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02349N3553_S000,0.24,18,7.7,4.000875642842119e-06,0.001,0.001,0.688,23.49,35.53,0.001,1,8.24,HL
8226,0.3408498914855773,16389,5.759406089782715,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02237N3564_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02237N3564_S001,1.08,21,7.7,1.9833703778147915e-08,0.004,0.004,5.759,22.37,35.64,0.004,1,8.71,HL
8227,0.073146006,3973,2.1184563636779785,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02083N3604_S000,E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02083N3604_S000,0.48,18,8.9,1.322247010395744e-07,0.001,0.001,2.118,20.83,36.04,0.001,1,8.24,HL
8228,0.025542713,1305,1.2908481359481812,PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Hom-M754_E01849N3856_S000,E01577N3897E01966N3571-PS-Mur_PYes_Hom-M754_E01849N3856_S000,0.2,21,8.6,3.7516299643818745e-07,0.001,0.001,1.291,18.49,38.56,0.001,1,7.54,CL
8229,0.02221964,1843,0.8187814950942993,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M792_E02078N3742_S000,E01964N3926E02184N3685-PS-Mur_PYes_Hom-M792_E02078N3742_S000,0.23,18,26.7,1.5565523921088663e-05,0.001,0.001,0.819,20.78,37.42,0.001,1,7.92,HL
8230,0.3639654536343414,16302,5.423705101013184,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02219N3560_S005,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02219N3560_S005,1.23,19,120,7.0647819328485364e-09,0.005,0.005,5.424,22.19,35.6,0.005,1,8.8,HL
8231,0.011043894,1067,0.5267307162284851,PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Var-M792_E02090N3766_S000,E01964N3926E02184N3685-PS-Str_PNo_Var-M792_E02090N3766_S000,0.14,16,8.9,1.750732522102615e-05,0.001,0.001,0.527,20.9,37.66,0.001,1,7.92,HL
8232,0.1827214597908128,10326,4.066463947296143,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02079N3631_S005,E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02079N3631_S005,0.74,21,26.7,1.275432529211618e-07,0.004,0.002,4.066,20.79,36.31,0.004,1,8.71,HL
8233,0.3340618084208972,23245,3.042583942,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02365N3499_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02365N3499_S005,0.72,14,26.7,1.0379105246607768e-08,0.005,0.004,3.043,23.65,34.99,0.005,1,8.71,HL
8234,0.3059840955763273,21119,2.257021188735962,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02425N3440_S003,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02425N3440_S003,0.59,14,26.7,2.7773939801532066e-08,0.005,0.005,2.257,24.25,34.4,0.005,1,8.88,HL
8235,0.2179428313142656,12543,1.926242470741272,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02365N3499_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02365N3499_S004,0.5,18,26.7,3.149807651132024e-08,0.004,0.004,1.926,23.65,34.99,0.004,1,8.61,HL
8236,0.092944355,4959,2.7027511596679688,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02239N3477_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02239N3477_S000,0.48,12,8,1.3394099253836746e-07,0.001,0.001,2.703,22.39,34.77,0.001,1,8.09,HL
8237,0.3174593637927306,15017,5.325626373291016,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02210N3611_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02210N3611_S004,1.21,19,9.6,2.0980407949657402e-08,0.004,0.004,5.326,22.1,36.11,0.004,1,8.71,HL
8238,0.1397118725947809,8505,2.478423357009888,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02094N3692_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02094N3692_S004,0.76,21,12.6,3.260598635244245e-08,0.002,0.002,2.478,20.94,36.92,0.002,1,8.61,HL
8239,0.5901196900552683,32719,6.372101783752441,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01768N3805_S004,E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01768N3805_S004,2.38,25,8.6,2.601544696066134e-09,0.034,0.031,6.372,17.68,38.05,0.034,1,8.61,CL
8240,0.037842166,1909,1.5069643259048462,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01782N3777_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01782N3777_S000,0.42,14,8.3,2.387270857850028e-07,0.001,0.001,1.507,17.82,37.77,0.001,1,7.54,CL
8241,0.138453748,7576,5.026257038116455,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02092N3679_S003,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02092N3679_S003,0.61,20,8.3,3.162454838540348e-08,0.002,0.002,5.026,20.92,36.79,0.002,1,8.61,HL
8242,0.055880446,2741,1.7949624061584473,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02184N3552_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02184N3552_S000,0.28,16,7.7,5.928100887942422e-07,0.001,0.001,1.795,21.84,35.52,0.001,1,7.92,HL
8243,0.4391715383968568,18259,7.219691276550293,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02184N3522_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02184N3522_S004,1.24,19,7.7,1.8560348740025423e-08,0.004,0.004,7.22,21.84,35.22,0.004,1,8.71,HL
8244,0.2927564752133212,15209,5.093395709991455,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01760N3738_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01760N3738_S000,1.3,18,8.6,4.702067542150948e-08,0.016,0.01,5.093,17.6,37.38,0.016,1,8.5,CL
8245,0.1579495417261834,9437,1.804010510444641,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02293N3602_S003,E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02293N3602_S003,0.57,14,26.7,5.7781957265295123e-08,0.002,0.002,1.804,22.93,36.02,0.002,1,8.71,HL
8246,0.048489968,2292,1.7178997993469238,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Hom-M809_E02110N3553_S000,E01849N3766E02950N3220-PS-Mur_PYes_Hom-M809_E02110N3553_S000,0.22,15,8.6,6.697452168055558e-08,0.001,0.001,1.718,21.1,35.53,0.001,1,8.09,HL
8247,0.087495387,5105,2.561361789703369,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01813N3845_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01813N3845_S000,0.68,21,8.6,9.148868722016977e-08,0.001,0.001,2.561,18.13,38.45,0.001,1,7.92,CL
8248,0.3873370106945653,16064,6.207945823669434,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02245N3515_S005,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02245N3515_S005,1.28,13,7.7,2.874214462290868e-08,0.002,0.002,6.208,22.45,35.15,0.002,1,8.61,HL
8249,0.1819431796615596,10286,1.7009868621826172,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02483N3431_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02483N3431_S002,0.38,16,26.7,2.020110846762681e-08,0.004,0.004,1.701,24.83,34.31,0.004,1,8.71,HL
8250,0.4833334554335559,22875,6.727931976318359,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02237N3564_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02237N3564_S002,1.73,19,7.7,3.2176348516930142e-09,0.005,0.004,6.728,22.37,35.64,0.005,1,8.8,HL
8251,0.3355286129382231,23076,3.2920114994049072,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02545N3421_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02545N3421_S004,0.99,20,26.7,7.098947234852977e-09,0.007,0.005,3.292,25.45,34.21,0.007,1,8.8,HL
8252,0.5354468989361244,29187,7.370041370391846,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02342N3454_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02342N3454_S003,1.07,22,26.7,1.3182701899335482e-08,0.008,0.008,7.37,23.42,34.54,0.008,1,8.88,HL
8253,0.040393048,2348,1.7114359140396118,PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01762N3719_S000,E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01762N3719_S000,0.25,14,8,2.0021108930729402e-07,0.002,0.002,1.711,17.62,37.19,0.002,1,7.92,CL
8254,0.3354945428500697,19342,4.228008747,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01768N3805_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01768N3805_S000,1.48,19,8.3,2.6917608888761043e-08,0.011,0.01,4.228,17.68,38.05,0.011,1,8.37,CL
8255,0.6799388291348439,23631,8.817039489746094,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02260N3491_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02260N3491_S001,1.77,20,7.7,1.893669425774353e-08,0.004,0.002,8.817,22.6,34.91,0.004,1,8.71,HL
8256,0.1214226302462542,5658,2.8808369636535645,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02145N3483_S000,E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02145N3483_S000,0.49,17,7.7,5.530878829057933e-08,0.001,0.001,2.881,21.45,34.83,0.001,1,8.09,HL
8257,0.5111932453776279,29421,5.343441963195801,PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M861_E01806N3778_S002,E01577N3897E01966N3571-PS-Str_PYes_Hom-M861_E01806N3778_S002,2.14,27,8,5.699284353290145e-09,0.031,0.027,5.343,18.06,37.78,0.031,1,8.61,CL
8258,0.056827845,2765,1.8643879890441892,PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M754_E01729N3669_S000,E01577N3897E01966N3571-PS-Str_PYes_Var-M754_E01729N3669_S000,0.31,13,7.7,2.6269818363966453e-07,0.001,0.001,1.864,17.29,36.69,0.001,1,7.54,CL
8259,0.3652799734804459,15866,5.430618762969971,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02090N3619_S003,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02090N3619_S003,1.29,18,12.6,1.9609266691693652e-08,0.002,0.002,5.431,20.9,36.19,0.002,1,8.71,HL
8260,0.2023009380210139,11592,1.8465558290481567,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02377N3471_S005,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02377N3471_S005,0.44,58,26.7,2.036804141685608e-08,0.004,0.004,1.847,23.77,34.71,0.004,1,8.71,HL
8261,0.076271901,4842,2.8274312019348145,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02142N3694_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02142N3694_S000,0.55,19,8.9,2.3479278342327786e-07,0.001,0.001,2.827,21.42,36.94,0.001,1,8.5,HL
8262,0.1603648666919096,9773,3.002148151397705,PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M809_E01739N3699_S000,E01577N3897E01966N3571-PS-Mur_PYes_Var-M809_E01739N3699_S000,0.77,23,8,8.377855484601699e-08,0.011,0.01,3.002,17.39,36.99,0.011,1,8.09,CL
8263,0.006661093,686,0.3932895064353943,PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Var-M809_E02173N3709_S000,E02113N3823E02873N3483-PS-Mur_PYes_Var-M809_E02173N3709_S000,0.11,16,80,4.460788281301734e-06,0.001,0.001,0.393,21.73,37.09,0.001,1,8.09,HL
8264,0.2066123327737085,11750,1.8606258630752563,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02401N3455_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02401N3455_S005,0.41,16,26.7,3.1203213290643854e-08,0.004,0.004,1.861,24.01,34.55,0.004,1,8.61,HL
8265,0.1486045,8399,4.209896564483643,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02144N3668_S005,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02144N3668_S005,0.79,18,8.9,3.2505671373976366e-08,0.002,0.002,4.21,21.44,36.68,0.002,1,8.61,HL
8266,0.2871182304944006,19107,2.1493513584136963,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02368N3461_S001,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02368N3461_S001,0.68,13,26.7,9.882410477808636e-09,0.004,0.004,2.149,23.68,34.61,0.004,1,8.71,HL
8267,0.3705185142475552,16426,5.9943952560424805,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02180N3508_S001,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02180N3508_S001,1.09,16,8,2.4713650433649065e-08,0.002,0.002,5.994,21.8,35.08,0.002,1,8.61,HL
8268,0.009722243,729,0.5740329623222351,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01769N3786_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01769N3786_S000,0.18,16,8,6.336732283456196e-07,0.001,0.001,0.574,17.69,37.86,0.001,1,7.32,CL
8269,0.1383537648216269,6960,3.2726597785949707,PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02116N3502_S000,E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02116N3502_S000,0.42,17,8.6,6.862055879386952e-08,0.001,0.001,3.273,21.16,35.02,0.001,1,8.24,HL
8270,0.4007951225072405,16125,6.335480213165283,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02229N3514_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02229N3514_S002,1.06,16,7.7,2.7936460407354824e-08,0.002,0.002,6.335,22.29,35.14,0.002,1,8.61,HL
8271,0.1142874648510411,5020,3.256210803985596,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02158N3474_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02158N3474_S000,0.38,18,8,5.7920038821284334e-08,0.001,0.001,3.256,21.58,34.74,0.001,1,8.37,HL
8272,0.2565573083866618,14618,4.353972434997559,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01647N3799_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M837_E01647N3799_S000,1.04,14,8,3.799104772109024e-08,0.008,0.001,4.354,16.47,37.99,0.008,1,8.37,CL
8273,0.037366544,2341,1.1489728689193726,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M824_E02031N3692_S000,E01964N3926E02184N3685-PS-Str_PYes_Hom-M824_E02031N3692_S000,0.25,13,8,3.4036171068020457e-06,0.001,0.001,1.149,20.31,36.92,0.001,1,8.24,HL
8274,0.016392487,1036,0.7407038807868958,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02011N3740_S000,E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02011N3740_S000,0.13,29,15,5.661887342014086e-06,0.001,0.001,0.741,20.11,37.4,0.001,1,7.74,HL
8275,0.009275712,806,0.4244968295097351,PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02324N3546_S000,E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02324N3546_S000,0.1,13,7.7,3.5783818726464016e-06,0.001,0.001,0.424,23.24,35.46,0.001,1,7.92,HL
8276,0.3627597707856683,16092,5.763267993927002,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02282N3451_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02282N3451_S001,0.93,14,7.7,2.7316826780032042e-08,0.002,0.002,5.763,22.82,34.51,0.002,1,8.61,HL
8277,0.070690564,3368,2.2805962562561035,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02253N3503_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02253N3503_S000,0.28,14,7.7,1.6398434701458917e-07,0.001,0.001,2.281,22.53,35.03,0.001,1,8.09,HL
8278,0.019764456,1408,0.6138761639595032,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01752N3852_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01752N3852_S000,0.19,22,8.6,1.8140456941222666e-07,0.001,0.001,0.614,17.52,38.52,0.001,1,7.74,CL
8279,0.387974285,16248,6.277496814727783,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02195N3500_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02195N3500_S004,1.46,16,7.7,1.8176280081808613e-08,0.004,0.004,6.277,21.95,35,0.004,1,8.71,HL
8280,0.1122599552925991,6998,2.7572407722473145,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02229N3514_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02229N3514_S000,0.45,15,7.7,8.789289760264676e-08,0.001,0.001,2.757,22.29,35.14,0.001,1,8.37,HL
