idx,l2n,TRUE,truemax,id,eve_id,max_off,wave_period,dominant_period,mean_prob,dzmax,dzmin,dmax,lon,lat,max_absdz,event_type,Mag,SR
8111,0.015756793,958,0.6613581776618958,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01655N3704_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01655N3704_S000,0.15,14,8.3,2.558856830708756e-07,0.002,0.002,0.661,16.55,37.04,0.002,1,7.54,CL
8112,0.1318410807239072,8256,1.866538405418396,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02373N3559_S005,E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02373N3559_S005,0.51,15,80,1.676860643284934e-07,0.002,0.002,1.867,23.73,35.59,0.002,1,8.71,HL
8113,0.2955974416541879,20016,2.551243305206299,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02282N3451_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02282N3451_S004,0.56,10,26.7,2.7316826780032042e-08,0.004,0.004,2.551,22.82,34.51,0.004,1,8.61,HL
8114,0.1497073117806313,8884,1.5721642971038818,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02471N3437_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02471N3437_S002,0.45,15,120,1.318718632414841e-08,0.004,0.004,1.572,24.71,34.37,0.004,1,8.88,HL
8115,0.5407268094552363,21131,7.115512847900391,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02184N3552_S001,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02184N3552_S001,1.66,17,8,1.896303156695552e-08,0.004,0.004,7.116,21.84,35.52,0.004,1,8.71,HL
8116,0.392154861,16640,6.0946807861328125,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02243N3539_S003,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02243N3539_S003,1.17,16,7.7,1.9206555315146263e-08,0.004,0.004,6.095,22.43,35.39,0.004,1,8.71,HL
8117,0.5852831930870038,30818,7.742363452911377,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02242N3492_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02242N3492_S004,1.89,11,26.7,6.784949531909851e-09,0.005,0.005,7.742,22.42,34.92,0.005,1,8.8,HL
8118,0.038425508,3423,0.8531981706619263,PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M837_E02391N3514_S000,E02113N3823E02873N3483-PS-Str_PYes_Var-M837_E02391N3514_S000,0.18,19,26.7,3.598244382576607e-06,0.001,0.001,0.853,23.91,35.14,0.001,1,8.37,HL
8119,0.1129489879282779,7551,2.506430387496948,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01695N3801_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01695N3801_S000,0.71,19,8,1.465004281330291e-07,0.007,0.005,2.506,16.95,38.01,0.007,1,8.09,CL
8120,0.3107652089363524,21408,2.313819646835327,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02409N3467_S001,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02409N3467_S001,0.79,17,26.7,2.040793503498499e-08,0.004,0.004,2.314,24.09,34.67,0.004,1,8.71,HL
8121,0.038099885,2078,1.4398256540298462,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01770N3767_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01770N3767_S000,0.38,17,8.6,1.1552483163485616e-07,0.002,0.001,1.44,17.7,37.67,0.002,1,7.74,CL
8122,0.3099596771351451,21442,3.3645482063293457,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02368N3461_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02368N3461_S003,0.81,13,26.7,2.792260423278392e-08,0.008,0.008,3.365,23.68,34.61,0.008,1,8.88,HL
8123,0.3508265136515043,18874,5.625935077667236,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02292N3463_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02292N3463_S005,0.8,13,26.7,9.58723092490357e-09,0.005,0.005,5.626,22.92,34.63,0.005,1,8.71,HL
8124,0.843366341,38703,9.845497131347656,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02219N3560_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02219N3560_S002,2.16,22,7.7,5.781950579899906e-09,0.01,0.01,9.845,22.19,35.6,0.01,1,8.95,HL
8125,0.0563858,2730,1.7358499765396118,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01768N3805_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01768N3805_S000,0.43,15,8,1.466775283759286e-07,0.001,0.001,1.736,17.68,38.05,0.001,1,7.74,CL
8126,0.165954702,9277,3.317245960235596,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02225N3486_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02225N3486_S000,0.47,15,8,7.119379433395154e-08,0.001,0.001,3.317,22.25,34.86,0.001,1,8.37,HL
8127,0.02522706,1878,0.7778148055076599,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02255N3645_S000,E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02255N3645_S000,0.2,13,80,8.004282462773706e-07,0.001,0.001,0.778,22.55,36.45,0.001,1,8.37,HL
8128,0.217497002,12439,1.875884771347046,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02386N3481_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02386N3481_S003,0.48,21,26.7,1.0390364123223054e-08,0.005,0.005,1.876,23.86,34.81,0.005,1,8.71,HL
8129,0.4312102248514592,18004,6.135883331298828,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02109N3622_S002,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02109N3622_S002,1.57,26,7.7,3.243625417453309e-09,0.004,0.004,6.136,21.09,36.22,0.004,1,8.8,HL
8130,0.2245955567865922,13129,3.137188435,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02318N3471_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02318N3471_S001,0.68,13,26.7,2.9953376985850376e-08,0.004,0.004,3.137,23.18,34.71,0.004,1,8.61,HL
8131,0.06891246,5360,1.1281297206878662,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02449N3516_S002,E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02449N3516_S002,0.19,14,80,1.0940325034464682e-07,0.002,0.002,1.128,24.49,35.16,0.002,1,8.61,HL
8132,0.12266134,7546,2.888287067,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01628N3741_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01628N3741_S000,0.62,14,7.7,2.0178037064493328e-07,0.002,-0.001,2.888,16.28,37.41,0.002,1,7.92,CL
8133,0.012503797,858,0.6133903861045837,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02057N3724_S000,E01964N3926E02184N3685-PS-Mur_PYes_Var-M774_E02057N3724_S000,0.13,21,12.6,8.725987834456514e-06,0.001,0.001,0.613,20.57,37.24,0.001,1,7.74,HL
8134,0.008723958,860,0.3861804008483886,PS_manning003/E01517N3917E01678N3772-PS-Mur_PYes_Hom-M792_E01630N3865_S000,E01517N3917E01678N3772-PS-Mur_PYes_Hom-M792_E01630N3865_S000,0.11,13,60,1.105386420464894e-05,0.007,0.007,0.386,16.3,38.65,0.007,1,7.92,CL
8135,0.611680961,23144,8.244384766,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02206N3569_S004,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02206N3569_S004,1.68,21,7.7,1.9511418623665948e-08,0.004,0.002,8.244,22.06,35.69,0.004,1,8.71,HL
8136,0.4661126354210338,18799,6.111172199249268,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02159N3618_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02159N3618_S005,1.39,21,7.7,7.198690780905282e-09,0.004,0.004,6.111,21.59,36.18,0.004,1,8.8,HL
8137,0.2987039176361205,20313,2.234121084213257,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02401N3479_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02401N3479_S004,0.65,13,26.7,7.1539648396140835e-09,0.005,0.005,2.234,24.01,34.79,0.005,1,8.8,HL
8138,0.5588368332219541,21781,8.293126106262207,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02112N3663_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02112N3663_S002,2.06,22,7.7,3.3802202797268573e-09,0.005,0.004,8.293,21.12,36.63,0.005,1,8.8,HL
8139,0.004749672,578,0.3631424009799957,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02048N3750_S000,E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02048N3750_S000,0.09,20,12.6,2.9968235833961248e-05,0.001,0.001,0.363,20.48,37.5,0.001,1,7.54,HL
8140,0.1416172594081348,6293,3.656899690628052,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02152N3510_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02152N3510_S000,0.38,13,8,6.467077815997465e-08,0.001,0.001,3.657,21.52,35.1,0.001,1,8.37,HL
8141,0.024604661,1536,0.9749836325645448,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01765N3843_S000,E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01765N3843_S000,0.29,31,7.7,1.920637823380859e-07,0.001,0.001,0.975,17.65,38.43,0.001,1,7.74,CL
8142,0.392817049,16046,6.323273181915283,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02229N3514_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02229N3514_S005,1,17,7.7,2.7936460407354824e-08,0.002,0.002,6.323,22.29,35.14,0.002,1,8.61,HL
8143,0.139256241,8918,2.7999653816223145,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02274N3465_S000,E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02274N3465_S000,0.3,13,26.7,8.531150464003673e-08,0.001,0.001,2.8,22.74,34.65,0.001,1,8.37,HL
8144,0.6306817380979676,35058,7.030209541320801,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01746N3766_S005,E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01746N3766_S005,1.49,21,7.7,2.551420875437995e-09,0.066,0.056,7.03,17.46,37.66,0.066,1,8.61,CL
8145,0.5811508110840868,36254,6.495701313018799,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02253N3503_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02253N3503_S005,1.37,16,26.7,2.7867703122037112e-08,0.008,0.008,6.496,22.53,35.03,0.008,1,8.88,HL
8146,0.4855911276166741,19736,7.527503967285156,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02168N3560_S004,E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02168N3560_S004,1.38,18,8,1.9082799634518226e-08,0.004,0.004,7.528,21.68,35.6,0.004,1,8.71,HL
8147,0.8488851152495757,42559,8.563739776611328,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02253N3503_S001,E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02253N3503_S001,1.99,24,26.7,3.3122076584066614e-08,0.011,0.011,8.564,22.53,35.03,0.011,1,9.02,HL
8148,0.010532423,763,0.5868440866470337,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M707_E01971N3734_S000,E01849N3766E02950N3220-PS-Str_PYes_Var-M707_E01971N3734_S000,0.12,15,9.6,6.590709852322041e-06,0.001,0.001,0.587,19.71,37.34,0.001,1,7.07,HL
8149,0.2081762068178298,12245,2.1981990337371826,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02425N3440_S002,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02425N3440_S002,0.62,18,26.7,2.009854027432342e-08,0.005,0.004,2.198,24.25,34.4,0.005,1,8.71,HL
8150,0.4971832560793285,26980,6.696307182312012,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02226N3500_S001,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02226N3500_S001,1.29,17,26.7,6.759886832571417e-09,0.007,0.005,6.696,22.26,35,0.007,1,8.8,HL
8151,0.5511195149355678,30533,7.901054859161377,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01715N3697_S000,E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01715N3697_S000,2.26,14,8,5.2824934639597785e-08,0.011,0.001,7.901,17.15,36.97,0.011,1,8.5,CL
8152,0.3880535794077116,17651,6.245453357696533,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02235N3576_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02235N3576_S003,1.34,15,7.7,3.052200758427848e-08,0.002,0.002,6.245,22.35,35.76,0.002,1,8.61,HL
8153,0.2437763844758325,12358,4.8584065437316895,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02170N3650_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02170N3650_S003,1.05,19,80,3.415163151471255e-09,0.005,0.004,4.858,21.7,36.5,0.005,1,8.8,HL
8154,0.4241343805828297,19933,6.648289203643799,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02344N3478_S003,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02344N3478_S003,1.37,14,80,7.050509988604217e-09,0.007,0.005,6.648,23.44,34.78,0.007,1,8.8,HL
8155,0.039075696,2469,1.2586216926574707,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01634N3808_S000,E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01634N3808_S000,0.34,14,7.7,1.6196861906902971e-06,0.001,0.001,1.259,16.34,38.08,0.001,1,7.92,CL
8156,0.023616151,1651,0.8390011787414551,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02408N3442_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02408N3442_S000,0.22,19,120,2.0557578259676962e-07,0.002,0.002,0.839,24.08,34.42,0.002,1,8.5,HL
8157,0.096735561,4297,2.6010384559631348,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02210N3510_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02210N3510_S000,0.3,20,8,1.7768522091173377e-07,0.001,0.001,2.601,22.1,35.1,0.001,1,8.24,HL
8158,0.002935153,531,0.2505428493022918,PS_manning003/E01517N3917E01678N3772-PS-Str_PYes_Var-M774_E01620N3835_S000,E01517N3917E01678N3772-PS-Str_PYes_Var-M774_E01620N3835_S000,0.11,0,34.3,6.555691073045764e-06,0.002,0.002,0.251,16.2,38.35,0.002,1,7.74,CL
8159,0.013515222,1076,0.5755588412284851,PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02154N3709_S000,E02020N3739E02658N3366-PS-Mur_PNo_Hom-M792_E02154N3709_S000,0.16,18,7.7,3.953279410913407e-06,0.001,0.001,0.576,21.54,37.09,0.001,1,7.92,HL
8160,0.2081766422426389,11060,4.098507404327393,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02159N3533_S003,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02159N3533_S003,1,18,48,1.8324318227087546e-08,0.004,0.004,4.099,21.59,35.33,0.004,1,8.71,HL
8161,0.000990657,351,0.2490169405937194,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M732_E02050N3785_S000,E01964N3926E02184N3685-PS-Mur_PYes_Hom-M732_E02050N3785_S000,0.05,0,9.6,6.111817289809927e-05,0.001,0.001,0.249,20.5,37.85,0.001,1,7.32,HL
8162,0.031873741,1906,1.015984058380127,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02067N3699_S000,E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02067N3699_S000,0.28,13,7.7,3.0566919087213127e-06,0.001,0.001,1.016,20.67,36.99,0.001,1,8.09,HL
8163,0.302721397,15434,5.336014270782471,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02328N3482_S004,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02328N3482_S004,0.86,13,26.7,1.984618034250372e-08,0.004,0.004,5.336,23.28,34.82,0.004,1,8.71,HL
8164,0.1812535725817396,9899,4.4804558753967285,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02076N3673_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02076N3673_S004,0.87,23,26.7,3.0853331020915594e-08,0.001,0.001,4.48,20.76,36.73,0.001,1,8.61,HL
8165,0.090686052,5654,2.582202911376953,PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01639N3751_S000,E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01639N3751_S000,0.48,14,7.7,2.0350973678778339e-07,0.002,0.001,2.582,16.39,37.51,0.002,1,7.92,CL
8166,0.7405431397909302,40222,8.050595284,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02253N3527_S001,E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02253N3527_S001,1.72,23,26.7,1.3762706884371205e-08,0.01,0.01,8.051,22.53,35.27,0.01,1,8.95,HL
8167,0.2840274623460138,16587,3.727842092514038,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01779N3815_S003,E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01779N3815_S003,1.37,25,8,2.6865586271364035e-09,0.033,0.028,3.728,17.79,38.15,0.033,1,8.61,CL
8168,0.2198508249199799,12039,4.075526714324951,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02097N3634_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02097N3634_S005,1.08,22,12.6,2.014335699370941e-08,0.002,0.001,4.076,20.97,36.34,0.002,1,8.71,HL
8169,0.3463420337184086,21712,5.712910175323486,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02401N3479_S001,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02401N3479_S001,0.78,20,26.7,7.1539648396140835e-09,0.005,0.005,5.713,24.01,34.79,0.005,1,8.8,HL
8170,0.005797636,585,0.4214450716972351,PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M754_E02061N3739_S000,E01964N3926E02184N3685-PS-Mur_PYes_Var-M754_E02061N3739_S000,0.09,18,9.2,3.0459766096516043e-05,0.001,0.001,0.421,20.61,37.39,0.001,1,7.54,HL
8171,0.010424124,889,0.4497470259666443,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02227N3634_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02227N3634_S000,0.12,16,7.7,3.659649621979462e-06,0.001,0.001,0.45,22.27,36.34,0.001,1,7.92,HL
8172,0.1196275817455712,7468,1.4165246486663818,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02377N3548_S004,E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02377N3548_S004,0.26,19,26.7,2.1116388163126625e-07,0.002,0.002,1.417,23.77,35.48,0.002,1,8.61,HL
8173,0.003365472,489,0.2658016085624695,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02154N3709_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M754_E02154N3709_S000,0.06,0,7.7,9.31052978848316e-06,0.001,0.001,0.266,21.54,37.09,0.001,1,7.54,HL
8174,0.013135407,830,0.8050485849380493,PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M732_E01796N3749_S000,E01577N3897E01966N3571-PS-Str_PYes_Hom-M732_E01796N3749_S000,0.15,15,8.6,4.299826919013463e-07,0.001,0.001,0.805,17.96,37.49,0.001,1,7.32,CL
8175,0.059922294,3001,1.792456865310669,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02263N3578_S000,E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02263N3578_S000,0.41,18,9.6,1.507616243420473e-07,0.001,0.001,1.792,22.63,35.78,0.001,1,8.37,HL
8176,0.5282857458754507,27667,7.334946155548096,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02301N3474_S003,E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02301N3474_S003,1.37,16,26.7,2.7947146722874456e-08,0.008,0.008,7.335,23.01,34.74,0.008,1,8.88,HL
8177,0.3971635936247696,17170,7.963615894317627,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02097N3634_S004,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02097N3634_S004,1.2,19,7.7,2.014335699370941e-08,0.004,0.004,7.964,20.97,36.34,0.004,1,8.71,HL
8178,0.079800751,3965,2.416782855987549,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02170N3650_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02170N3650_S000,0.49,19,9.6,1.542201814501815e-07,0.001,0.001,2.417,21.7,36.5,0.001,1,8.37,HL
8179,0.5883866304333932,34080,7.746941089630127,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02361N3475_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02361N3475_S005,1.46,16,26.7,2.816496879224613e-08,0.007,0.007,7.747,23.61,34.75,0.007,1,8.88,HL
8180,0.04481118,2016,2.029385089874268,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02287N3526_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02287N3526_S000,0.29,20,120,3.66550042401188e-07,0.001,0.001,2.029,22.87,35.26,0.001,1,8.24,HL
8181,0.1582251515318669,9444,1.841518878936768,PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02333N3573_S001,E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02333N3573_S001,0.64,17,26.7,2.1336037829321853e-07,0.001,0.001,1.842,23.33,35.73,0.001,1,8.61,HL
8182,0.3523988758780787,21923,4.899605274,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02344N3478_S001,E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02344N3478_S001,0.93,13,26.7,1.9980704975289528e-08,0.005,0.005,4.9,23.44,34.78,0.005,1,8.71,HL
8183,0.017081304,1016,0.7968150973320007,PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M732_E01849N3856_S000,E01577N3897E01966N3571-PS-Str_PYes_Hom-M732_E01849N3856_S000,0.18,18,8.3,3.6264842836487844e-07,0.001,0.001,0.797,18.49,38.56,0.001,1,7.32,CL
8184,0.4247486447851349,28589,4.425693511962891,PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01689N3734_S005,E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01689N3734_S005,1.2,13,8.3,2.694584990568386e-09,0.051,0.04,4.426,16.89,37.34,0.051,1,8.61,CL
8185,0.3651166730094148,14668,6.054714679718018,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02206N3471_S005,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02206N3471_S005,0.84,14,7.7,2.2666107510957832e-08,0.002,0.002,6.055,22.06,34.71,0.002,1,8.61,HL
8186,0.027116815,1823,1.0254483222961426,PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02348N3529_S000,E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02348N3529_S000,0.23,15,80,4.27487319461526e-06,0.001,0.001,1.025,23.48,35.29,0.001,1,8.24,HL
8187,0.021807422,1741,0.6689875721931458,PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02280N3610_S000,E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02280N3610_S000,0.17,13,80,7.879525408601078e-07,0.001,0.001,0.669,22.8,36.1,0.001,1,8.37,HL
8188,0.006363948,631,0.3882220089435577,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02015N3756_S000,E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02015N3756_S000,0.1,20,12.6,1.692452310185556e-05,0.001,0.001,0.388,20.15,37.56,0.001,1,7.54,HL
8189,0.3108336388184838,21014,3.895561695098877,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02375N3448_S005,E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02375N3448_S005,0.52,13,26.7,7.059339266128615e-09,0.005,0.005,3.896,23.75,34.48,0.005,1,8.8,HL
8190,0.094639292,4268,2.5724263191223145,PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02027N3669_S000,E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02027N3669_S000,0.45,16,7.7,3.545851378693663e-07,0.001,0.001,2.572,20.27,36.69,0.001,1,7.74,HL
8191,0.020791243,1421,0.8634151816368103,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02357N3428_S000,E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02357N3428_S000,0.16,17,8,2.323706210018223e-07,0.001,0.001,0.863,23.57,34.28,0.001,1,8.24,HL
8192,0.028894396,1568,1.1191256046295166,PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02024N3715_S000,E01964N3926E02184N3685-PS-Str_PYes_Hom-M792_E02024N3715_S000,0.22,14,7.3,6.2340112221157405e-06,0.001,0.001,1.119,20.24,37.15,0.001,1,7.92,HL
8193,0.3188255590043075,21200,2.4222490787506104,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02391N3445_S002,E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02391N3445_S002,0.63,22,26.7,7.0441088590773965e-09,0.005,0.005,2.422,23.91,34.45,0.005,1,8.8,HL
8194,0.3963889538409434,16505,6.468231678009033,PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02232N3550_S001,E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02232N3550_S001,1.22,13,7.7,2.9112198773681988e-08,0.002,0.002,6.468,22.32,35.5,0.002,1,8.61,HL
8195,0.1386043572797403,7117,3.0877392292022705,PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02254N3467_S000,E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02254N3467_S000,0.48,20,8,1.4614421637404806e-07,0.001,0.001,3.088,22.54,34.67,0.001,1,8.5,HL
