id	count	dmax	logsum	mean	sd	dzmin	dzmax	hmax
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01909N3378_D010_S067D30R090_A006995_S075	69206	9.346	11.129	0.984	1.046	-0.004	-0.004	11.593
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01711N3490_D010_S247D50R090_A006995_S075	79433	5.577	11.243	0.961	0.985	-0.012	-0.011	6.836
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S157D90R270_A006995_S075	490197	18.567	14.243	3.128	1.803	1.255	2.52	17.465
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01867N3445_D010_S247D30R090_A006995_S075	54759	5.607	10.858	0.949	0.956	-0.005	-0.005	6.109
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01846N3895_D010_S112D70R270_A006995_S075	116520	14.092	11.765	1.105	1.167	0.001	0.002	15.724
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01660N3512_D010_S067D30R090_A006995_S075	57268	8.848	10.894	0.941	1.035	-0.016	-0.014	11.383
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01940N3400_D010_S067D70R090_A006995_S075	62149	11.53	11.0	0.963	1.101	-0.002	-0.002	13.125
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M792_E01592N3602_D010_S067D90R090_A004781_S062	56450	14.057	10.882	0.942	1.198	0.004	0.006	15.807
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01739N3490_D010_S067D30R090_A006995_S075	70675	7.181	11.115	0.951	0.983	-0.011	-0.01	8.462
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S067D90R270_A006995_S075	102309	11.372	11.61	1.077	1.073	-0.029	-0.017	13.404
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01516N3647_D010_S067D90R090_A006995_S075	104804	19.185	11.619	1.061	1.268	0.044	0.092	20.559
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01754N3422_D010_S067D50R090_A006995_S075	69531	8.646	11.135	0.985	1.041	-0.008	-0.008	11.201
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01851N3917_D010_S292D70R090_A006995_S075	111024	11.604	11.672	1.056	1.113	-0.002	-0.001	13.142
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01719N3535_D010_S067D70R270_A004781_S062	49239	7.812	10.704	0.905	0.988	0.004	0.004	9.539
BS_4-8_manning003_extreme/E01548N3896E01854N3659-BS-M754_E01619N3760_D010_S337D50R090_A003524_S022	36075	6.084	10.459	0.966	0.959	-0.004	-0.001	8.183
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01782N3422_D010_S067D70R090_A006995_S075	88450	10.756	11.423	1.034	1.097	-0.004	-0.004	12.153
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01747N3535_D010_S022D30R090_A006995_S075	37930	5.46	10.492	0.95	0.948	-0.01	-0.008	7.256
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01809N3422_D010_S067D30R090_A006995_S075	75899	7.654	11.217	0.98	1.017	-0.007	-0.006	8.657
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01801N3378_D010_S247D50R090_A006995_S075	54255	4.674	10.844	0.944	0.949	-0.007	-0.006	5.76
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01857N3535_D010_S202D50R270_A006995_S075	76705	13.422	11.262	1.014	1.135	0.008	0.009	14.973
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01491N3670_D010_S202D10R270_A006995_S075	37213	6.103	10.334	0.827	0.934	-1.641	0.632	8.075
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01711N3490_D010_S067D30R090_A006995_S075	57275	7.326	10.919	0.964	1.007	-0.012	-0.011	9.409
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01592N3602_D010_S067D10R090_A006995_S075	23038	4.324	9.964	0.922	0.854	-0.019	-0.015	6.306
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01832N3400_D010_S067D70R090_A006995_S075	109382	13.679	11.734	1.14	1.185	-0.004	-0.003	15.374
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01715N3512_D010_S067D30R090_A006995_S075	74699	7.642	11.181	0.961	1.0	-0.013	-0.012	9.441
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E02272N3310_D010_S022D30R090_A006995_S075	29210	3.933	10.205	0.925	0.89	-0.002	-0.002	5.586
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01855N3378_D010_S067D70R090_A006995_S075	110871	16.581	11.777	1.175	1.254	-0.003	-0.003	18.078
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01747N3535_D010_S067D30R090_A004781_S062	25978	5.365	10.113	0.95	0.884	-0.007	-0.006	7.746
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01882N3378_D010_S067D50R090_A006995_S075	107384	13.833	11.718	1.143	1.185	-0.005	-0.005	15.191
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01688N3512_D010_S067D70R090_A006995_S075	99340	11.848	11.567	1.063	1.124	-0.007	-0.007	13.222
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01719N3535_D010_S067D30R090_A006995_S075	77467	9.296	11.187	0.932	1.022	-0.013	-0.012	11.462
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01805N3400_D010_S067D70R090_A003139_S050	23585	6.495	9.996	0.93	0.921	-0.001	-0.001	8.866
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01959N3355_D010_S247D50R090_A006995_S075	39534	4.319	10.53	0.947	0.911	-0.004	-0.004	4.924
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01470N3715_D144_S067D10R270_A006995_S075	408185	9.174	13.635	2.045	1.432	0.993	2.489	7.817
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01801N3378_D010_S067D50R090_A006995_S075	74480	10.62	11.211	0.993	1.086	-0.007	-0.006	12.369
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01575N3670_D010_S022D70R090_A006995_S075	233980	20.409	12.755	1.48	1.432	0.054	0.111	22.203
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01820N3333_D010_S067D50R090_A006995_S075	62353	10.071	10.996	0.957	1.049	-0.006	-0.005	11.974
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M792_E01846N3895_D010_S112D90R270_A004781_S062	82304	11.861	11.326	1.008	1.118	0.0	0.0	13.419
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01821N3490_D010_S067D30R090_A006995_S075	54277	6.553	10.806	0.909	0.963	-0.007	-0.007	8.012
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01719N3535_D010_S067D50R270_A006995_S075	102946	8.957	11.647	1.11	1.062	0.011	0.012	10.51
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01692N3535_D010_S067D70R270_A006995_S075	96639	10.958	11.541	1.064	1.055	0.006	0.007	13.344
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01836N3422_D010_S067D30R090_A006995_S075	73339	7.376	11.159	0.957	1.004	-0.006	-0.006	9.003
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01840N3445_D010_S067D70R270_A004781_S062	37877	6.841	10.455	0.917	0.999	0.002	0.002	8.026
BS_4-8_manning003_extreme/E01446N4259E02038N3783-BS-M809_E01946N3827_D010_S157D90R270_A006995_S075	113462	18.537	11.801	1.175	1.28	0.0	0.0	19.958
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01901N3333_D010_S067D50R090_A006995_S075	95128	9.963	11.536	1.076	1.1	-0.004	-0.004	11.476
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01743N3512_D010_S067D70R090_A006995_S075	103308	11.353	11.605	1.062	1.103	-0.005	-0.005	12.926
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01633N3512_D010_S067D30R090_A006995_S075	45818	9.041	10.651	0.921	1.032	-0.018	-0.016	11.482
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01813N3445_D010_S247D30R090_A006995_S075	79106	6.777	11.267	0.988	1.002	-0.007	-0.006	7.669
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01872N3467_D010_S067D30R090_A006995_S075	43351	6.055	10.581	0.908	0.939	-0.005	-0.005	7.567
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01824N3355_D010_S067D50R090_A003139_S050	20106	5.629	9.801	0.898	0.869	-0.002	-0.002	7.975
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01568N3625_D010_S067D90R090_A006995_S075	129466	17.985	11.925	1.166	1.221	0.017	0.029	19.725
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01581N3535_D010_S067D50R090_A006995_S075	49682	10.957	10.734	0.923	1.073	-0.019	-0.017	12.634
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01544N3647_D010_S202D70R270_A006995_S075	89099	10.866	11.366	0.969	1.086	0.021	0.075	13.124
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01668N3557_D010_S067D30R090_A006995_S075	80459	8.696	11.252	0.957	1.005	-0.019	-0.017	11.344
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01950N3310_D010_S067D50R090_A006995_S075	68285	7.457	11.109	0.978	1.028	-0.004	-0.004	8.333
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01633N3512_D010_S067D50R090_A006995_S075	60917	12.528	10.986	0.97	1.139	-0.016	-0.015	14.062
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M774_E01664N3535_D010_S067D70R270_A003139_S050	16722	3.853	9.651	0.929	0.804	0.003	0.003	4.437
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S067D90R090_A006995_S075	183143	18.062	12.368	1.285	1.245	0.067	0.148	19.409
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01613N3557_D010_S247D30R090_A006995_S075	69922	6.513	11.123	0.968	1.003	-0.022	-0.019	7.116
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01813N3445_D010_S067D30R090_A006995_S075	74620	7.472	11.184	0.964	1.005	-0.007	-0.007	8.562
BS_4-8_manning003_extreme/E01577N3897E01966N3571-BS-M754_E01941N3805_D010_S337D50R090_A003524_S022	18818	3.863	9.718	0.883	0.829	-0.001	-0.001	5.875
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M792_E01636N3535_D010_S067D50R270_A004781_S062	26253	5.29	10.103	0.93	0.922	0.01	0.012	6.458
BS_4-8_manning003_extreme/E01267N3753E01646N3535-BS-M809_E01564N3602_D010_S067D70R090_A006995_S075	101674	17.054	11.608	1.081	1.234	-0.005	0.001	18.812
BS_4-8_manning003_extreme/E01522N3585E03578N2685-BS-M809_E01946N3288_D010_S067D50R090_A006995_S075	81434	8.305	11.329	1.021	1.059	-0.004	-0.003	9.122
