id	count	max	logsum	mean	sd	dzmin	dzmax
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02156N3661_S005	23400	6.465	10.07	1.01	0.894	0.002	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01742N3823_S000	2532	1.869	6.763	0.341	0.306	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02128N3626_S004	18201	6.145	9.956	1.158	0.987	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02324N3546_S000	1963	0.802	6.074	0.221	0.176	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02102N3607_S002	17843	6.733	10.006	1.242	1.063	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02254N3467_S004	21780	3.424	9.778	0.81	0.631	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01628N3741_S000	663	0.431	4.526	0.138	0.092	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M792_E02145N3483_S000	3782	2.613	7.568	0.511	0.464	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02253N3579_S003	17931	5.061	9.797	1.002	0.796	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02218N3525_S005	20765	8.198	10.227	1.332	1.159	0.002	0.002
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M707_E01550N3812_S000	323	0.157	3.072	0.064	0.034	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M754_E02138N3737_S000	336	0.148	3.155	0.067	0.038	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02184N3552_S001	23107	6.644	10.177	1.138	0.969	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02441N3439_S002	2505	0.807	6.53	0.273	0.202	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02489N3468_S004	5884	1.266	7.847	0.435	0.27	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02458N3438_S000	2995	0.829	6.642	0.256	0.195	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02207N3659_S003	8529	2.369	8.548	0.604	0.385	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02210N3510_S004	26052	4.716	10.041	0.881	0.702	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02106N3725_S000	683	0.337	4.424	0.121	0.077	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01782N3777_S000	748	0.541	4.774	0.157	0.109	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02250N3552_S004	19621	5.628	9.921	1.037	0.834	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02255N3645_S005	6233	1.392	7.883	0.425	0.259	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02194N3513_S004	20103	7.9	10.182	1.314	1.143	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02294N3618_S000	1859	0.644	5.971	0.21	0.161	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01792N3806_S000	6917	2.942	8.157	0.504	0.483	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02361N3475_S001	14490	3.275	9.367	0.807	0.539	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01764N3856_S000	536	0.377	4.122	0.113	0.072	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02099N3565_S000	866	0.685	5.09	0.186	0.124	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02497N3409_S001	7876	1.391	8.455	0.596	0.354	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02311N3485_S002	35717	6.437	10.586	1.108	0.813	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02195N3484_S002	17130	6.196	9.885	1.146	1.006	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02226N3500_S000	4405	2.73	7.763	0.534	0.486	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02333N3444_S001	19443	4.185	9.655	0.802	0.622	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02255N3645_S000	2268	0.856	6.322	0.245	0.19	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01715N3697_S000	1857	1.674	6.44	0.337	0.261	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02190N3609_S000	3301	1.992	7.159	0.389	0.341	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02308N3607_S004	15407	2.341	9.379	0.768	0.556	0.004	0.004
PS_manning003/E01517N3917E01678N3772-PS-Mur_PNo_Hom-M754_E01609N3825_S000	718	0.341	4.554	0.131	0.083	0.001	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Var-M792_E01611N3806_S000	1918	1.0	6.261	0.273	0.21	0.001	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01772N3748_S000	24788	5.478	10.161	1.043	0.878	0.016	0.019
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M809_E02195N3735_S000	826	0.401	4.852	0.154	0.1	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01813N3845_S000	4186	2.402	7.523	0.442	0.414	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02322N3521_S003	10933	4.92	9.0	0.741	0.607	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02230N3451_S000	2966	2.007	7.092	0.405	0.361	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3510_S004	22131	8.259	10.349	1.41	1.248	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02159N3533_S003	17846	6.998	9.978	1.208	1.039	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02112N3663_S000	2654	1.691	6.881	0.366	0.312	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02134N3641_S004	15057	5.668	9.597	0.978	0.825	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01715N3697_S000	15091	4.473	9.449	0.841	0.672	0.007	0.011
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Hom-M792_E02040N3586_S000	1377	1.038	5.866	0.255	0.192	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02174N3531_S000	2929	2.151	7.123	0.423	0.391	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M774_E02307N3549_S000	600	0.465	4.395	0.133	0.092	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02140N3655_S000	1229	0.925	5.688	0.239	0.171	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02393N3468_S004	9813	1.653	8.849	0.71	0.439	0.004	0.004
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M732_E02020N3623_S000	1333	1.047	5.873	0.266	0.199	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02344N3478_S004	20969	7.716	10.114	1.178	1.011	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01725N3727_S000	5475	2.766	7.649	0.383	0.361	0.005	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02272N3638_S000	2290	0.819	6.35	0.25	0.188	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02358N3562_S003	9089	1.738	8.654	0.63	0.373	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02090N3619_S004	21691	6.801	10.077	1.097	0.963	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02498N3438_S004	4082	1.108	7.01	0.271	0.222	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01812N3865_S000	1279	1.577	5.932	0.294	0.233	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02299N3449_S000	1926	1.334	6.55	0.363	0.287	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Hom-M792_E02074N3729_S000	2133	0.654	6.142	0.217	0.161	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02147N3560_S002	13279	5.049	9.399	0.91	0.777	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M824_E02306N3593_S000	1137	0.564	5.396	0.193	0.13	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02451N3450_S003	10821	1.809	8.987	0.739	0.457	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02121N3611_S003	20352	6.637	10.143	1.248	1.06	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02210N3510_S000	2548	1.952	6.926	0.399	0.352	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M809_E02182N3695_S000	745	0.37	4.673	0.142	0.091	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02223N3573_S000	7279	3.837	8.302	0.554	0.537	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02227N3634_S000	1726	0.589	5.781	0.187	0.141	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M809_E02029N3599_S000	4587	2.647	7.546	0.412	0.416	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02471N3437_S005	9014	1.566	8.696	0.663	0.404	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02585N3412_S001	2675	0.937	6.611	0.277	0.22	0.001	0.002
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M680_E01722N3669_S000	922	0.695	5.193	0.194	0.139	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02072N3616_S003	10023	4.141	8.827	0.68	0.583	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02458N3438_S001	9398	1.654	8.807	0.711	0.439	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M707_E01782N3777_S000	675	0.495	4.573	0.142	0.097	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02301N3474_S004	31427	8.199	10.527	1.188	1.094	0.007	0.008
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M707_E01786N3720_S000	966	0.689	5.267	0.2	0.138	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02037N3706_S000	1987	1.22	6.446	0.317	0.259	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02067N3642_S005	12933	5.328	9.211	0.774	0.621	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02361N3475_S003	28925	6.203	10.192	0.922	0.771	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02206N3569_S005	13466	5.802	9.409	0.905	0.797	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02306N3593_S002	9883	1.679	8.814	0.68	0.414	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02128N3626_S003	10218	3.603	8.912	0.726	0.603	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M774_E02199N3626_S000	837	0.653	5.029	0.181	0.135	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02061N3628_S004	10910	4.487	8.915	0.682	0.517	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02223N3573_S000	5734	2.323	7.784	0.419	0.367	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02235N3576_S003	15334	5.312	9.59	0.954	0.761	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02128N3626_S003	9361	3.283	8.687	0.633	0.497	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02478N3458_S000	4499	0.992	7.265	0.317	0.211	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02041N3679_S000	4960	2.236	7.611	0.407	0.379	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M837_E02305N3412_S000	9250	1.779	8.724	0.665	0.392	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01626N3760_S000	3486	1.976	7.102	0.348	0.321	-0.002	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01658N3666_S000	13777	4.968	9.302	0.795	0.669	-0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02171N3544_S002	13610	5.132	9.436	0.921	0.833	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02195N3500_S002	19298	6.552	10.071	1.225	1.035	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02401N3455_S002	15650	2.131	9.379	0.756	0.572	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02232N3550_S000	1321	0.957	5.808	0.251	0.192	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02305N3524_S000	4030	3.097	7.524	0.459	0.444	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02407N3507_S000	2784	0.789	6.533	0.247	0.185	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01671N3800_S000	17484	5.089	9.74	0.972	0.761	0.013	0.021
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02226N3659_S000	2291	0.964	6.399	0.262	0.204	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01754N3833_S000	1067	0.765	5.451	0.217	0.151	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02242N3492_S000	4812	2.686	7.858	0.537	0.498	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02223N3573_S005	20385	6.434	10.046	1.132	0.932	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02284N3476_S005	26922	6.58	10.315	1.122	0.99	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02409N3467_S005	22169	2.592	9.774	0.793	0.633	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02301N3474_S001	17351	6.559	9.762	1.001	0.817	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02434N3452_S005	10994	1.782	8.994	0.733	0.477	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02116N3637_S003	11344	3.896	9.07	0.766	0.617	0.004	0.004
PS_manning003/E01517N3917E01678N3772-PS-Mur_PNo_Var-M792_E01609N3825_S000	1656	0.874	6.037	0.252	0.187	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02246N3619_S000	1351	0.621	5.468	0.175	0.133	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02359N3451_S003	15776	2.054	9.374	0.747	0.575	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02119N3739_S000	1203	0.668	5.343	0.173	0.129	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01718N3822_S005	31604	6.248	10.537	1.193	1.03	0.034	0.039
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01705N3831_S000	9629	2.79	8.658	0.597	0.428	0.013	0.014
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02247N3453_S000	5331	2.741	7.931	0.521	0.498	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02253N3503_S004	34057	7.283	10.581	1.156	1.004	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M824_E02277N3598_S000	1458	0.581	5.603	0.185	0.136	0.001	0.001
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01850N3837_S000	1796	2.045	6.442	0.349	0.297	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02225N3486_S004	30362	6.35	10.373	1.053	0.878	0.007	0.007
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02067N3699_S000	999	0.579	5.275	0.195	0.128	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02578N3424_S004	9056	1.591	8.726	0.68	0.413	0.004	0.004
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M850_E02072N3658_S000	5192	2.509	7.784	0.462	0.447	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02165N3634_S002	7992	3.118	8.448	0.584	0.455	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Hom-M861_E02072N3658_S005	9515	2.227	8.762	0.671	0.405	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02113N3596_S000	3179	1.963	7.119	0.388	0.345	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02296N3538_S003	13506	4.73	9.336	0.84	0.63	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02226N3538_S000	4849	2.356	7.676	0.445	0.4	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02274N3465_S005	21444	2.988	9.751	0.801	0.621	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02135N3710_S002	7151	3.017	8.244	0.532	0.402	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02195N3484_S000	2177	1.656	6.718	0.38	0.311	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Var-M809_E02305N3578_S000	970	0.642	5.243	0.194	0.126	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02233N3624_S000	1321	0.524	5.411	0.169	0.13	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02170N3650_S005	17373	6.382	9.821	1.06	0.931	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02128N3626_S004	18684	6.438	9.972	1.146	0.96	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02314N3535_S000	3442	2.074	7.052	0.335	0.282	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02306N3593_S000	659	0.389	4.425	0.125	0.082	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02256N3567_S001	14360	5.874	9.507	0.937	0.841	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M837_E02333N3573_S000	2163	0.731	6.159	0.218	0.168	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02467N3425_S005	26754	2.616	10.038	0.855	0.666	0.005	0.005
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01806N3778_S000	2262	1.996	6.804	0.398	0.324	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02321N3597_S000	1403	0.557	5.537	0.18	0.141	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01714N3716_S003	32090	6.273	10.46	1.087	0.86	0.043	0.048
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02155N3547_S004	12810	4.363	9.297	0.852	0.683	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01729N3832_S000	2982	1.404	6.748	0.285	0.273	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02014N3634_S000	2518	1.862	6.953	0.415	0.355	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02267N3478_S001	30530	8.488	10.654	1.388	1.339	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02171N3606_S001	17604	6.216	9.87	1.098	0.923	0.002	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01690N3859_S000	4973	2.132	7.552	0.383	0.366	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02344N3478_S001	43280	8.944	11.084	1.504	1.368	0.011	0.013
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02009N3708_S000	836	0.586	4.928	0.164	0.107	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02290N3438_S002	20299	2.282	9.675	0.784	0.62	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02250N3552_S001	21564	4.871	9.919	0.942	0.742	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02226N3659_S000	5048	3.255	7.773	0.47	0.461	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02126N3687_S003	12060	3.109	9.063	0.715	0.488	0.001	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01825N3856_S000	1262	1.137	5.798	0.261	0.207	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02482N3444_S005	11941	1.913	9.089	0.742	0.503	0.002	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02419N3528_S003	8213	1.528	8.516	0.608	0.358	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02133N3599_S001	16208	5.082	9.691	0.998	0.836	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02226N3538_S001	38704	7.797	10.842	1.321	1.109	0.008	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02239N3477_S002	24508	7.252	10.34	1.262	1.073	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02384N3458_S005	14460	2.262	9.323	0.774	0.539	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02426N3465_S004	32483	3.878	10.385	0.997	0.71	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02386N3481_S003	41117	9.137	10.976	1.421	1.321	0.013	0.014
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01697N3782_S000	6341	2.044	7.856	0.407	0.321	0.007	0.007
PS_manning003/E02872N3705E03360N3467-PS-Str_PNo_Var-M824_E03166N3499_S000	568	0.413	4.228	0.119	0.075	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02245N3515_S005	16203	6.71	9.797	1.109	1.003	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02311N3485_S004	33718	8.596	10.622	1.217	1.113	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02377N3471_S004	43975	10.386	11.112	1.523	1.354	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02106N3725_S000	3532	1.669	6.997	0.309	0.266	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02335N3600_S004	12318	2.921	9.132	0.75	0.476	0.004	0.004
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01671N3657_S000	2141	1.842	6.61	0.346	0.312	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02526N3441_S003	18205	2.222	9.536	0.761	0.596	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01646N3818_S000	4182	1.024	7.049	0.275	0.212	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02057N3668_S000	5943	2.814	7.888	0.448	0.385	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02335N3587_S003	11488	1.805	9.105	0.783	0.497	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02359N3515_S000	2688	1.366	6.662	0.291	0.24	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02144N3587_S003	20502	6.573	10.157	1.256	1.098	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02425N3440_S003	31763	7.127	10.523	1.17	1.062	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02156N3661_S003	10222	4.536	8.914	0.727	0.634	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02228N3585_S004	17934	5.888	9.872	1.081	0.896	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02243N3683_S000	2216	0.731	6.23	0.229	0.171	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M809_E02235N3695_S000	1490	0.506	5.529	0.168	0.132	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M850_E02287N3633_S000	1992	0.756	6.11	0.225	0.171	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02425N3440_S001	16066	3.11	9.463	0.801	0.566	0.004	0.004
