id	count	max	logsum	mean	sd	dzmin	dzmax
BS_manning003/E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S157D10R090_A004781_S062	26578	7.788	10.441	1.288	1.039	0.439	1.392
BS_manning003/E01446N4259E02038N3783-BS-M792_E01975N3827_D125_S157D70R270_A004781_S062	15409	5.703	9.565	0.925	0.849	0.002	0.002
BS_manning003/E01267N3753E01646N3535-BS-M754_E01544N3647_D091_S247D30R090_A001972_S039	8015	4.219	8.543	0.64	0.634	0.028	0.056
BS_manning003/E01470N3877E01631N3641-BS-M809_E01555N3715_D010_S022D30R090_A012497_S042	949	2.82	6.538	0.727	0.664	-1.891	-0.858
BS_manning003/E01470N3877E01631N3641-BS-M680_E01555N3715_D141_S292D50R090_A000638_S009	1162	0.872	5.564	0.224	0.156	-0.019	0.01
BS_manning003/E01267N3753E01646N3535-BS-M680_E01527N3715_D051_S202D50R090_A000357_S016	626	0.69	4.685	0.171	0.129	-0.59	0.043
BS_manning003/E01267N3753E01646N3535-BS-M809_E01484N3625_D010_S112D30R090_A006995_S075	8102	5.302	8.654	0.707	0.781	-0.043	-0.042
BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D076_S247D30R090_A001180_S030	8201	4.407	8.628	0.681	0.686	0.037	0.092
BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D142_S157D30R270_A001180_S030	8356	3.32	8.552	0.62	0.589	-0.126	0.072
BS_manning003/E01470N3877E01631N3641-BS-M707_E01534N3760_D094_S157D30R090_A001194_S013	712	0.496	4.597	0.138	0.093	0.007	0.011
BS_manning003/E01267N3753E01646N3535-BS-M809_E01498N3715_D010_S292D70R270_A006995_S075	46519	15.292	11.349	1.824	1.59	-2.609	4.455
BS_manning003/E01267N3753E01646N3535-BS-M754_E01592N3602_D010_S067D30R270_A001972_S039	5778	4.328	8.257	0.667	0.709	0.008	0.011
BS_manning003/E01267N3753E01646N3535-BS-M680_E01527N3715_D010_S112D70R270_A000357_S016	5174	7.299	8.21	0.711	0.846	0.027	0.314
BS_manning003/E01267N3753E01646N3535-BS-M754_E01544N3647_D010_S292D70R090_A001972_S039	7941	3.46	8.517	0.63	0.615	-0.018	-0.007
BS_manning003/E01470N3877E01631N3641-BS-M707_E01583N3715_D094_S112D70R270_A001194_S013	1635	1.274	6.268	0.322	0.223	0.008	0.022
BS_manning003/E01267N3753E01646N3535-BS-M792_E01547N3670_D010_S247D30R270_A004781_S062	22405	8.68	10.385	1.444	1.434	-0.321	-0.13
BS_manning003/E01889N4173E02097N3847-BS-M774_E02014N3872_D010_S337D50R090_A005608_S028	3700	2.329	7.35	0.42	0.391	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S022D10R270_A003139_S050	18168	4.925	9.649	0.853	0.762	-0.114	1.543
BS_manning003/E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S022D70R090_A002108_S017	2597	2.368	7.023	0.432	0.401	0.016	0.031
BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S157D10R090_A004781_S062	3491	3.436	7.582	0.562	0.668	-0.916	0.465
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D010_S292D50R090_A001180_S030	10581	8.869	9.346	1.082	1.28	0.002	0.031
BS_manning003/E01598N4052E01840N3892-BS-M774_E01764N3917_D010_S112D70R270_A005608_S028	8010	4.016	8.606	0.682	0.703	0.001	0.001
BS_manning003/E01964N3926E02184N3685-BS-M707_E01998N3805_D094_S157D50R270_A001194_S013	1078	0.823	5.509	0.228	0.161	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01498N3715_D125_S292D10R090_A004781_S062	2701	4.069	7.466	0.646	0.677	-1.629	-0.159
BS_manning003/E01267N3753E01646N3535-BS-M732_E01498N3715_D208_S112D10R090_A001180_S030	519	0.562	4.204	0.127	0.089	-0.242	0.124
BS_manning003/E01108N3882E01527N3690-BS-M792_E01481N3782_D010_S337D10R090_A008541_S034	1396	0.879	5.943	0.272	0.197	0.007	0.05
BS_manning003/E01598N4052E01840N3892-BS-M774_E01798N3940_D010_S112D70R090_A005608_S028	6657	4.111	8.438	0.694	0.689	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M774_E01538N3782_D010_S337D10R270_A005608_S028	3778	1.975	7.238	0.368	0.352	-0.011	0.001
BS_manning003/E01598N4052E01840N3892-BS-M809_E01702N3895_D010_S202D30R090_A012497_S042	3927	1.517	7.214	0.346	0.305	0.021	0.024
BS_manning003/E01108N3882E01527N3690-BS-M754_E01506N3760_D140_S337D30R090_A003524_S022	492	0.339	4.085	0.119	0.084	-0.176	-0.033
BS_manning003/E01470N3877E01631N3641-BS-M732_E01538N3782_D010_S337D70R090_A002108_S017	1607	1.063	6.068	0.268	0.205	0.007	0.011
BS_manning003/E01108N3882E01527N3690-BS-M774_E01506N3760_D010_S247D70R090_A005608_S028	10021	4.179	8.824	0.678	0.606	0.069	0.117
BS_manning003/E01470N3877E01631N3641-BS-M809_E01587N3737_D010_S337D70R270_A012497_S042	34338	12.163	10.935	1.634	1.728	-0.336	-0.234
BS_manning003/E01108N3882E01527N3690-BS-M792_E01449N3760_D010_S247D50R270_A008541_S034	1638	1.759	6.439	0.382	0.289	-0.047	-0.025
BS_manning003/E01446N4259E02038N3783-BS-M754_E01914N3940_D091_S112D50R270_A001972_S039	2966	2.187	7.111	0.413	0.354	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01616N3580_D010_S247D30R090_A004781_S062	18809	6.472	10.025	1.2	1.043	-0.019	-0.018
BS_manning003/E01470N3877E01631N3641-BS-M680_E01559N3737_D010_S157D10R090_A000638_S009	702	0.668	4.712	0.157	0.11	-0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01572N3647_D010_S337D30R270_A004781_S062	26931	8.76	10.449	1.281	1.218	-0.234	2.866
BS_manning003/E01470N3877E01631N3641-BS-M809_E01603N3670_D010_S337D50R270_A012497_S042	31301	11.765	10.786	1.544	1.642	-0.288	-0.184
BS_manning003/E01446N4259E02038N3783-BS-M732_E01985N3872_D010_S292D30R270_A001180_S030	2070	1.894	6.671	0.381	0.308	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01502N3737_D010_S202D30R090_A001180_S030	1371	1.398	6.041	0.306	0.223	-0.01	0.002
BS_manning003/E01522N3585E03578N2685-BS-M774_E02524N3243_D107_S067D50R270_A003139_S050	4284	2.407	7.708	0.519	0.463	0.001	0.001
BS_manning003/E01522N3585E03578N2685-BS-M732_E01794N3490_D010_S067D50R090_A001180_S030	3654	3.249	7.676	0.59	0.568	-0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D010_S112D50R090_A003139_S050	31996	12.004	10.733	1.433	1.413	0.036	0.05
BS_manning003/E01267N3753E01646N3535-BS-M774_E01491N3670_D107_S247D30R090_A003139_S050	7271	4.362	8.464	0.652	0.647	0.088	0.304
BS_manning003/E01267N3753E01646N3535-BS-M754_E01575N3670_D091_S157D70R270_A001972_S039	7989	3.429	8.453	0.587	0.554	0.048	0.199
BS_manning003/E01267N3753E01646N3535-BS-M809_E01495N3692_D010_S292D70R270_A006995_S075	77443	18.467	11.99	2.08	1.834	0.84	1.791
BS_manning003/E01964N3926E02184N3685-BS-M707_E02022N3782_D094_S337D30R090_A001194_S013	858	0.704	5.091	0.188	0.136	0.001	0.001
BS_manning003/E01598N4052E01840N3892-BS-M774_E01764N3917_D010_S292D50R090_A005608_S028	8799	4.456	8.776	0.736	0.74	-0.002	-0.002
BS_manning003/E01446N4259E02038N3783-BS-M792_E01923N3850_D010_S157D70R090_A004781_S062	16848	8.807	9.887	1.167	1.177	-0.002	-0.002
BS_manning003/E01522N3585E03578N2685-BS-M754_E01786N3445_D010_S067D30R090_A001972_S039	4307	3.157	7.864	0.604	0.557	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01502N3737_D010_S202D50R270_A004781_S062	6048	4.2	8.079	0.533	0.552	-0.417	-0.166
BS_manning003/E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S157D50R090_A003139_S050	2621	3.785	7.498	0.688	0.64	-1.971	-0.924
BS_manning003/E01522N3585E03578N2685-BS-M732_E01640N3557_D010_S247D30R090_A001180_S030	2688	2.473	7.232	0.514	0.464	-0.002	-0.002
BS_manning003/E01522N3585E03578N2685-BS-M774_E02396N3265_D010_S067D50R090_A003139_S050	8461	3.546	8.633	0.663	0.645	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01551N3692_D125_S337D10R270_A004781_S062	25581	6.643	10.484	1.397	1.093	1.379	2.055
BS_manning003/E01470N3877E01631N3641-BS-M792_E01559N3737_D010_S022D90R270_A008541_S034	11630	8.331	9.813	1.571	1.377	-1.513	-0.919
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D010_S292D10R090_A001180_S030	4546	5.939	8.071	0.704	0.787	-0.549	-0.013
BS_manning003/E01267N3753E01646N3535-BS-M754_E01502N3737_D172_S067D10R090_A001972_S039	4561	1.47	7.456	0.379	0.28	0.137	0.289
BS_manning003/E01267N3753E01646N3535-BS-M792_E01512N3625_D010_S247D70R090_A004781_S062	13116	6.098	9.387	0.91	0.877	-0.033	-0.022
BS_manning003/E01889N4173E02097N3847-BS-M754_E01949N3962_D010_S292D70R090_A003524_S022	2969	1.951	7.135	0.422	0.358	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S202D50R270_A001972_S039	1593	2.128	6.401	0.377	0.316	-0.231	-0.057
BS_manning003/E01470N3877E01631N3641-BS-M680_E01587N3737_D010_S022D70R090_A000638_S009	763	0.638	4.797	0.157	0.109	0.001	0.002
BS_manning003/E01522N3585E03578N2685-BS-M754_E01786N3445_D010_S247D30R090_A001972_S039	4671	3.237	7.965	0.616	0.582	-0.001	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M792_E01587N3737_D010_S292D70R090_A008541_S034	35211	11.218	10.808	1.404	1.369	0.173	0.274
BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D076_S067D30R090_A001180_S030	10743	4.117	8.996	0.751	0.725	-0.423	-0.001
BS_manning003/E01446N4259E02038N3783-BS-M754_E01933N3895_D010_S292D50R270_A001972_S039	4665	3.304	7.76	0.502	0.488	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01583N3715_D094_S022D10R270_A001194_S013	2441	1.917	6.81	0.371	0.322	0.004	0.011
BS_manning003/E01470N3877E01631N3641-BS-M809_E01559N3737_D010_S022D70R090_A012497_S042	21484	5.567	9.886	0.915	0.726	-2.535	1.431
BS_manning003/E01446N4259E02038N3783-BS-M754_E01923N3850_D091_S337D30R270_A001972_S039	4183	2.95	7.613	0.483	0.466	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M774_E01555N3715_D010_S022D90R090_A005608_S028	32697	10.082	10.634	1.27	1.297	0.506	0.948
BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S112D30R090_A003139_S050	18814	12.075	10.134	1.338	1.606	0.037	0.184
BS_manning003/E01446N4259E02038N3783-BS-M774_E01970N3805_D010_S292D30R090_A003139_S050	2563	1.871	6.947	0.405	0.341	0.001	0.001
BS_manning003/E01446N4259E02038N3783-BS-M809_E01951N3850_D010_S247D50R090_A006995_S075	6400	2.521	8.009	0.47	0.425	0.011	0.011
BS_manning003/E01889N4173E02097N3847-BS-M754_E02043N3872_D010_S292D50R090_A003524_S022	1780	1.527	6.389	0.334	0.256	0.001	0.001
BS_manning003/E01446N4259E02038N3783-BS-M774_E02009N3850_D010_S292D70R090_A003139_S050	4077	2.599	7.569	0.475	0.432	0.001	0.001
BS_manning003/E01889N4173E02097N3847-BS-M754_E02020N3895_D010_S292D50R090_A003524_S022	2938	2.073	7.149	0.433	0.374	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M792_E01603N3670_D010_S202D70R270_A008541_S034	37231	12.901	10.996	1.601	1.765	0.051	0.091
BS_manning003/E01267N3753E01646N3535-BS-M809_E01512N3625_D010_S247D30R090_A006995_S075	25305	8.304	10.384	1.278	1.206	0.022	0.068
BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D010_S157D90R090_A004781_S062	10780	9.269	9.446	1.174	1.392	-3.06	-1.707
BS_manning003/E01267N3753E01646N3535-BS-M650_E01530N3737_D041_S157D50R090_A000178_S012	386	0.256	3.421	0.077	0.05	0.001	0.002
BS_manning003/E01267N3753E01646N3535-BS-M707_E01523N3692_D010_S067D50R090_A000668_S023	7664	5.294	8.826	0.888	0.932	-1.35	0.39
BS_manning003/E01446N4259E02038N3783-BS-M732_E01822N3917_D076_S292D30R090_A001180_S030	3891	2.524	7.56	0.493	0.453	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M707_E01551N3692_D168_S337D30R270_A000668_S023	2570	1.549	6.774	0.34	0.287	0.068	0.303
BS_manning003/E01446N4259E02038N3783-BS-M732_E01946N3827_D076_S157D30R090_A001180_S030	4000	3.094	7.655	0.528	0.479	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01551N3692_D125_S112D50R090_A004781_S062	433	2.631	5.589	0.615	0.576	-2.439	-2.032
BS_manning003/E01517N3917E01678N3772-BS-M680_E01566N3782_D010_S292D50R090_A000638_S009	1412	1.716	6.194	0.346	0.288	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S292D30R090_A001972_S039	15133	7.256	9.578	0.955	0.862	-0.018	0.011
BS_manning003/E01889N4173E02097N3847-BS-M774_E01991N3895_D010_S337D30R090_A005608_S028	1690	1.13	6.313	0.326	0.239	-0.001	-0.001
BS_manning003/E01108N3882E01527N3690-BS-M809_E01484N3805_D010_S157D30R090_A012497_S042	5517	3.556	7.864	0.471	0.469	-0.143	0.022
BS_manning003/E01598N4052E01840N3892-BS-M792_E01798N3940_D010_S247D30R090_A008541_S034	2706	1.553	6.796	0.33	0.274	0.004	0.005
BS_manning003/E01267N3753E01646N3535-BS-M792_E01540N3625_D010_S022D30R090_A004781_S062	14257	8.066	9.557	0.992	1.047	0.013	0.047
BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S202D50R270_A003139_S050	13674	2.919	8.79	0.48	0.419	0.077	1.904
BS_manning003/E01964N3926E02184N3685-BS-M707_E01993N3782_D094_S337D30R090_A001194_S013	966	0.796	5.347	0.216	0.154	0.001	0.001
BS_manning003/E01889N4173E02097N3847-BS-M732_E02014N3872_D010_S292D50R090_A002108_S017	1422	1.421	6.024	0.29	0.22	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01555N3715_D178_S337D10R270_A001194_S013	3919	2.175	7.264	0.364	0.332	0.065	0.176
BS_manning003/E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S067D70R270_A002108_S017	2269	2.801	6.883	0.429	0.382	-0.005	0.007
BS_manning003/E01889N4173E02097N3847-BS-M774_E02043N3872_D010_S112D90R270_A005608_S028	3595	2.535	7.468	0.487	0.441	0.001	0.001
BS_manning003/E01964N3926E02184N3685-BS-M732_E01983N3737_D010_S337D50R090_A002108_S017	2528	2.071	7.04	0.451	0.384	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S067D90R270_A001972_S039	10313	2.237	8.679	0.57	0.414	0.335	0.634
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D142_S247D10R090_A001180_S030	1881	2.426	6.638	0.405	0.4	-0.739	-0.506
BS_manning003/E01522N3585E03578N2685-BS-M774_E01798N3512_D010_S022D30R090_A003139_S050	7759	4.644	8.674	0.754	0.746	-0.002	-0.002
BS_manning003/E01446N4259E02038N3783-BS-M754_E01962N3895_D010_S112D90R270_A001972_S039	7886	3.843	8.521	0.636	0.625	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D076_S157D70R270_A001180_S030	13099	5.201	9.237	0.784	0.694	0.175	0.582
BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D107_S157D30R090_A003139_S050	9986	5.589	8.861	0.706	0.692	-1.315	-0.129
BS_manning003/E01522N3585E03578N2685-BS-M792_E01840N3445_D010_S247D50R090_A004781_S062	15544	5.804	9.708	1.058	0.927	-0.004	-0.002
BS_manning003/E01267N3753E01646N3535-BS-M792_E01527N3715_D125_S202D50R270_A004781_S062	18590	4.894	9.987	1.17	0.924	1.629	2.444
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D010_S292D30R180_A002538_S031	2275	2.477	6.889	0.431	0.373	-0.01	0.001
BS_manning003/E01889N4173E02097N3847-BS-M792_E01973N3940_D010_S292D50R270_A008541_S034	8321	4.403	8.534	0.611	0.592	0.001	0.001
BS_manning003/E01964N3926E02184N3685-BS-M707_E02040N3737_D010_S157D50R090_A001194_S013	949	0.797	5.346	0.22	0.16	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01495N3692_D107_S202D70R090_A003139_S050	6106	1.182	7.868	0.427	0.263	0.477	0.661
BS_manning003/E01267N3753E01646N3535-BS-M774_E01470N3715_D107_S247D50R090_A003139_S050	2865	1.129	6.803	0.314	0.245	0.161	0.222
BS_manning003/E01522N3585E03578N2685-BS-M754_E01844N3467_D010_S067D30R090_A001972_S039	4254	2.905	7.832	0.592	0.533	-0.001	-0.001
BS_manning003/E01108N3882E01527N3690-BS-M732_E01506N3760_D010_S292D10R090_A002108_S017	593	0.465	4.362	0.131	0.086	-0.005	-0.001
BS_manning003/E01470N3877E01631N3641-BS-M774_E01534N3760_D010_S337D70R270_A005608_S028	11031	6.38	9.131	0.837	0.896	-0.352	-0.179
BS_manning003/E01108N3882E01527N3690-BS-M809_E01477N3760_D010_S112D50R090_A012497_S042	19590	11.436	10.141	1.295	1.315	-0.311	-0.091
BS_manning003/E01108N3882E01527N3690-BS-M732_E01506N3760_D010_S112D50R090_A002108_S017	1086	0.759	5.409	0.205	0.137	0.004	0.008
BS_manning003/E01598N4052E01840N3892-BS-M774_E01735N3917_D010_S112D50R270_A005608_S028	3999	3.118	7.744	0.577	0.563	0.002	0.002
BS_manning003/E01267N3753E01646N3535-BS-M754_E01498N3715_D091_S247D10R090_A001972_S039	1751	2.52	6.617	0.426	0.412	-1.116	-0.205
BS_manning003/E01267N3753E01646N3535-BS-M792_E01530N3737_D010_S157D30R270_A004781_S062	37676	13.474	11.086	1.731	1.752	-0.507	0.176
BS_manning003/E01267N3753E01646N3535-BS-M809_E01561N3580_D010_S292D50R270_A006995_S075	13594	6.544	9.398	0.888	0.924	-0.004	0.002
BS_manning003/E01470N3877E01631N3641-BS-M754_E01583N3715_D010_S337D30R270_A003524_S022	18820	7.417	9.886	1.044	0.967	0.005	0.011
BS_manning003/E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S112D50R270_A006995_S075	57439	18.241	11.756	2.22	1.905	0.05	0.668
BS_manning003/E01470N3877E01631N3641-BS-M792_E01538N3782_D010_S067D70R090_A008541_S034	5343	2.589	7.58	0.366	0.317	-0.079	-0.05
BS_manning003/E01470N3877E01631N3641-BS-M809_E01488N3827_D010_S337D50R270_A012497_S042	3429	0.915	6.798	0.261	0.212	-0.108	-0.08
BS_manning003/E01267N3753E01646N3535-BS-M732_E01523N3692_D010_S022D50R090_A001180_S030	2199	2.913	7.231	0.628	0.57	-1.823	0.538
BS_manning003/E01267N3753E01646N3535-BS-M754_E01523N3692_D091_S067D90R270_A001972_S039	4380	4.253	8.046	0.712	0.668	-0.93	-0.683
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D076_S112D70R090_A001180_S030	5774	4.566	8.002	0.517	0.55	-0.097	-0.033
BS_manning003/E01522N3585E03578N2685-BS-M774_E01825N3512_D010_S247D30R090_A003139_S050	5911	4.208	8.108	0.562	0.557	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01530N3737_D107_S112D90R270_A003139_S050	30487	6.791	10.48	1.167	0.939	0.329	0.59
BS_manning003/E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S022D50R270_A001972_S039	18314	9.744	10.091	1.317	1.419	-0.013	0.002
BS_manning003/E01267N3753E01646N3535-BS-M809_E01540N3625_D010_S022D30R090_A006995_S075	40796	14.411	11.155	1.714	1.864	0.014	0.059
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D091_S112D30R090_A001972_S039	16459	6.852	9.592	0.89	0.79	0.129	0.227
BS_manning003/E01470N3877E01631N3641-BS-M732_E01587N3737_D010_S292D30R090_A002108_S017	6962	3.871	8.369	0.619	0.628	-0.005	0.001
BS_manning003/E01849N3766E02950N3220-BS-M732_E02000N3557_D010_S022D50R090_A002108_S017	3935	3.02	7.744	0.586	0.544	0.001	0.001
BS_manning003/E01522N3585E03578N2685-BS-M792_E02192N3310_D010_S202D50R090_A004781_S062	8553	5.626	8.796	0.773	0.822	-0.001	-0.001
BS_manning003/E01446N4259E02038N3783-BS-M774_E01970N3805_D010_S337D50R090_A003139_S050	20042	8.976	10.313	1.504	1.427	-0.002	-0.002
BS_manning003/E01446N4259E02038N3783-BS-M809_E01980N3850_D010_S337D30R090_A006995_S075	22581	8.964	10.377	1.422	1.323	-0.007	-0.007
BS_manning003/E01889N4173E02097N3847-BS-M792_E01943N3940_D010_S337D30R090_A008541_S034	1296	0.769	5.732	0.237	0.155	-0.002	-0.002
BS_manning003/E01446N4259E02038N3783-BS-M809_E02009N3850_D010_S292D30R090_A006995_S075	7429	2.926	8.316	0.55	0.499	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M792_E01551N3692_D125_S112D70R270_A004781_S062	20669	7.011	9.553	0.682	0.686	0.369	2.058
BS_manning003/E01470N3877E01631N3641-BS-M809_E01583N3715_D010_S157D70R090_A012497_S042	33984	11.79	10.884	1.569	1.603	-0.439	-0.269
BS_manning003/E01470N3877E01631N3641-BS-M680_E01559N3737_D075_S157D70R090_A000638_S009	879	0.764	5.131	0.191	0.14	-0.007	-0.002
BS_manning003/E01267N3753E01646N3535-BS-M774_E01551N3692_D010_S247D30R090_A003139_S050	23536	6.434	10.203	1.146	1.023	0.164	0.411
BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S202D30R270_A003139_S050	24718	7.841	10.504	1.474	1.077	1.232	2.241
BS_manning003/E01598N4052E01840N3892-BS-M809_E01691N3985_D010_S292D50R090_A012497_S042	2966	2.047	7.163	0.435	0.376	-0.008	-0.008
BS_manning003/E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S247D50R090_A004781_S062	6248	4.021	8.507	0.792	0.72	-1.995	-0.884
BS_manning003/E01470N3877E01631N3641-BS-M774_E01583N3715_D010_S247D50R090_A005608_S028	8190	4.896	8.657	0.702	0.723	-1.066	-0.405
BS_manning003/E01470N3877E01631N3641-BS-M732_E01555N3715_D010_S112D30R090_A002108_S017	8085	5.067	8.51	0.614	0.583	0.051	0.121
BS_manning003/E01470N3877E01631N3641-BS-M809_E01559N3737_D010_S247D50R270_A012497_S042	9860	5.616	8.86	0.714	0.719	-0.736	2.49
BS_manning003/E01267N3753E01646N3535-BS-M680_E01530N3737_D010_S292D50R270_A000357_S016	1125	1.282	5.619	0.244	0.21	0.001	0.002
BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D010_S292D10R090_A001180_S030	3629	4.764	8.035	0.851	0.868	-0.001	0.018
BS_manning003/E01267N3753E01646N3535-BS-M774_E01527N3715_D010_S292D10R270_A003139_S050	24569	5.647	9.94	0.844	0.749	0.011	0.887
BS_manning003/E01267N3753E01646N3535-BS-M732_E01551N3692_D076_S157D30R270_A001180_S030	10060	5.035	8.994	0.8	0.815	-0.185	-0.037
BS_manning003/E01522N3585E03578N2685-BS-M754_E01863N3422_D091_S067D50R090_A001972_S039	5110	2.837	7.962	0.562	0.518	-0.001	-0.001
BS_manning003/E01522N3585E03578N2685-BS-M774_E01899N3467_D010_S022D30R090_A003139_S050	6360	3.826	8.363	0.673	0.646	-0.001	-0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01527N3715_D142_S112D50R090_A001180_S030	3077	2.691	7.16	0.418	0.444	-0.66	-0.198
BS_manning003/E01267N3753E01646N3535-BS-M707_E01527N3715_D062_S247D30R270_A000668_S023	7477	3.277	8.299	0.538	0.426	0.039	0.872
BS_manning003/E01446N4259E02038N3783-BS-M774_E01980N3850_D010_S112D50R270_A003139_S050	3469	2.637	7.579	0.564	0.522	0.001	0.001
BS_manning003/E01522N3585E03578N2685-BS-M774_E01876N3490_D010_S067D50R270_A003139_S050	4448	3.197	7.905	0.609	0.566	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M707_E01583N3715_D094_S292D50R270_A001194_S013	1594	1.146	6.27	0.331	0.232	-0.019	-0.01
BS_manning003/E01446N4259E02038N3783-BS-M809_E01970N3805_D010_S022D50R090_A006995_S075	6228	3.447	8.024	0.49	0.489	-0.002	-0.001
BS_manning003/E01889N4173E02097N3847-BS-M754_E01967N3917_D010_S292D70R090_A003524_S022	5634	2.96	8.05	0.556	0.525	0.001	0.001
BS_manning003/E01108N3882E01527N3690-BS-M754_E01506N3760_D140_S112D50R270_A003524_S022	2427	1.017	6.467	0.265	0.24	-0.01	0.005
BS_manning003/E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S112D30R090_A001180_S030	5551	2.432	7.766	0.425	0.386	0.082	0.129
BS_manning003/E01522N3585E03578N2685-BS-M754_E02545N3220_D010_S247D30R090_A001972_S039	3499	3.024	7.53	0.532	0.476	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S337D30R270_A001972_S039	12354	2.619	8.923	0.607	0.452	0.227	0.817
BS_manning003/E01267N3753E01646N3535-BS-M774_E01572N3647_D107_S067D50R090_A003139_S050	19726	6.901	9.971	1.084	0.972	0.04	0.072
BS_manning003/E01267N3753E01646N3535-BS-M754_E01592N3602_D091_S067D30R090_A001972_S039	7724	3.534	8.48	0.624	0.611	-0.004	-0.004
BS_manning003/E01267N3753E01646N3535-BS-M680_E01575N3670_D010_S067D70R090_A000357_S016	2007	2.655	6.934	0.511	0.437	0.001	0.001
BS_manning003/E01470N3877E01631N3641-BS-M650_E01555N3715_D010_S022D30R090_A000318_S006	913	0.919	5.279	0.214	0.17	0.001	0.005
BS_manning003/E01446N4259E02038N3783-BS-M707_E02009N3850_D010_S112D50R090_A000668_S023	1123	1.339	5.759	0.281	0.215	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S247D50R090_A003139_S050	9331	5.05	8.975	0.847	0.843	-1.56	-0.553
BS_manning003/E01446N4259E02038N3783-BS-M792_E02004N3827_D125_S337D50R090_A004781_S062	16916	5.632	9.722	0.986	0.837	-0.002	-0.002
BS_manning003/E01889N4173E02097N3847-BS-M754_E02038N3850_D010_S247D50R090_A003524_S022	963	0.659	5.183	0.184	0.128	0.001	0.001
BS_manning003/E01267N3753E01646N3535-BS-M732_E01547N3670_D142_S112D50R090_A001180_S030	4991	2.807	7.8	0.489	0.512	0.011	0.056
BS_manning003/E01446N4259E02038N3783-BS-M707_E02009N3850_D062_S337D70R090_A000668_S023	1154	0.973	5.696	0.257	0.185	0.001	0.001
BS_manning003/E01548N3896E01854N3659-BS-M707_E01562N3760_D010_S157D50R090_A001194_S013	1351	1.275	5.902	0.27	0.191	0.001	0.002
BS_manning003/E01446N4259E02038N3783-BS-M754_E01980N3850_D091_S337D30R090_A001972_S039	3977	2.506	7.578	0.491	0.434	-0.001	-0.001
