id	count	dmax	logsum	mean	sd	dzmin	dzmax	hmax
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02183N3593_S000	11125	1.815	8.931	0.68	0.452	0.001	0.001	1.999
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02277N3489_S002	126312	8.249	11.804	1.059	0.965	0.01	0.01	10.436
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02293N3602_S002	14988	2.151	9.348	0.766	0.538	0.002	0.004	2.293
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02359N3451_S003	46202	5.734	10.636	0.901	0.886	0.008	0.008	6.773
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02140N3614_S000	5813	1.336	7.867	0.449	0.28	0.001	0.001	1.392
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01623N3797_S000	3705	0.884	7.008	0.298	0.188	0.002	0.002	0.998
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02297N3425_S000	6773	1.473	8.245	0.562	0.35	0.001	0.001	1.692
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02253N3503_S002	29724	4.142	10.255	0.956	0.854	0.005	0.005	4.848
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02227N3634_S000	3096	0.652	6.642	0.247	0.14	0.001	0.001	0.723
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02210N3510_S000	10763	1.748	8.841	0.642	0.419	0.001	0.001	1.901
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02239N3505_S003	33587	6.082	10.413	0.991	0.945	0.007	0.008	8.478
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01766N3824_S000	5348	1.118	7.642	0.389	0.253	0.001	0.001	1.244
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02175N3668_S000	1590	0.463	5.324	0.128	0.073	0.001	0.001	0.533
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01748N3747_S000	19810	2.68	9.765	0.879	0.638	0.018	0.022	2.957
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02232N3550_S005	25306	3.998	10.115	0.976	0.845	0.002	0.002	4.54
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M861_E02099N3565_S004	28304	4.251	10.21	0.96	0.802	0.002	0.004	5.458
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02313N3510_S001	38202	4.504	10.45	0.904	0.853	0.004	0.004	4.833
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M809_E02022N3645_S000	16216	2.501	9.434	0.771	0.571	0.001	0.001	2.553
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02122N3652_S000	12217	2.231	9.137	0.76	0.544	0.001	0.002	2.487
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02229N3514_S005	38100	4.178	10.52	0.972	0.82	0.004	0.004	5.277
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02242N3492_S001	33113	3.752	10.332	0.927	0.814	0.002	0.002	4.756
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01813N3845_S000	9302	1.853	8.647	0.612	0.398	0.001	0.001	2.049
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02425N3440_S004	22707	3.658	9.943	0.917	0.79	0.002	0.004	4.25
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M792_E02230N3611_S000	3784	0.89	6.881	0.257	0.172	0.001	0.001	1.024
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01661N3771_S000	4820	1.002	7.35	0.323	0.209	0.001	0.002	1.111
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02287N3633_S000	4300	1.116	7.241	0.324	0.201	0.001	0.001	1.202
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02350N3576_S001	13042	2.581	9.265	0.81	0.577	0.002	0.004	2.64
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02066N3753_S000	3633	0.755	6.858	0.261	0.164	0.001	0.001	0.826
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02274N3465_S001	35587	4.49	10.422	0.944	0.828	0.004	0.004	4.805
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02218N3525_S001	19897	4.396	9.808	0.914	0.793	0.004	0.004	5.446
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02275N3583_S003	20399	3.28	9.763	0.852	0.681	0.004	0.004	4.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02159N3533_S000	7724	1.644	8.426	0.591	0.368	0.001	0.001	1.805
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01804N3797_S000	26163	3.66	10.084	0.916	0.763	0.001	0.001	3.828
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3552_S004	14861	2.895	9.409	0.82	0.605	0.002	0.002	3.406
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01793N3787_S002	173516	6.1	12.139	1.078	0.982	0.06	0.077	6.456
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M824_E01644N3837_S000	23109	3.252	9.957	0.913	0.693	0.008	0.016	3.311
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02226N3538_S001	25467	3.564	10.087	0.944	0.82	0.002	0.002	4.108
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02515N3431_S005	34410	3.999	10.389	0.945	0.807	0.01	0.011	4.269
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01770N3767_S000	18690	2.746	9.65	0.83	0.666	0.004	0.004	2.835
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02218N3525_S004	55832	4.611	10.844	0.918	0.864	0.005	0.007	4.828
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M824_E02510N3490_S000	2541	0.535	6.279	0.209	0.12	0.001	0.001	0.581
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01682N3667_S000	4751	1.033	7.422	0.352	0.233	0.001	0.001	1.146
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02250N3552_S000	7279	1.579	8.38	0.599	0.364	0.001	0.001	1.865
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02328N3482_S001	23077	3.837	10.006	0.96	0.826	0.008	0.008	4.091
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02155N3547_S000	7838	1.838	8.521	0.64	0.42	0.001	0.001	2.014
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01673N3781_S005	102891	5.334	11.642	1.106	0.98	0.062	0.077	5.389
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02187N3749_S000	2412	0.636	6.128	0.19	0.111	0.001	0.001	0.705
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02144N3668_S000	10082	1.691	8.811	0.665	0.443	0.002	0.002	1.808
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02053N3710_S000	5929	1.119	7.869	0.441	0.272	0.001	0.001	1.205
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01646N3818_S000	8621	1.636	8.466	0.551	0.384	0.007	0.01	1.685
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02351N3465_S004	21951	2.897	9.802	0.823	0.633	0.002	0.004	2.968
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M861_E02226N3659_S005	12425	2.255	9.108	0.727	0.503	0.002	0.004	2.312
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02072N3658_S002	107496	5.368	11.646	1.063	0.965	0.002	0.002	5.733
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02337N3493_S001	16491	2.647	9.434	0.759	0.599	0.002	0.004	2.663
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02106N3725_S000	6706	1.297	8.147	0.515	0.304	0.001	0.001	1.315
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02242N3492_S000	13228	1.959	9.138	0.703	0.49	0.001	0.001	2.086
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02375N3448_S001	67121	5.16	11.006	0.897	0.883	0.008	0.008	5.304
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01746N3766_S000	67949	5.143	11.031	0.909	0.895	0.021	0.027	5.629
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01714N3860_S000	7255	1.356	8.254	0.529	0.313	0.001	0.002	1.483
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01605N3720_S000	5645	1.166	7.751	0.412	0.259	0.001	0.002	1.204
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02064N3530_S000	11443	2.124	9.008	0.714	0.502	0.001	0.001	2.287
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02236N3646_S000	3746	0.753	7.008	0.295	0.17	0.001	0.001	0.827
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01760N3738_S000	11731	2.976	9.149	0.801	0.632	0.002	0.002	3.236
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02426N3465_S005	155723	8.148	11.962	1.006	0.926	0.01	0.01	10.896
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Var-M774_E01585N3824_S000	4935	1.197	7.443	0.346	0.239	-0.001	0.002	1.343
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02344N3478_S002	31977	5.708	10.29	0.921	0.841	0.007	0.007	7.442
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01768N3805_S000	21093	2.918	9.861	0.909	0.67	0.01	0.013	3.049
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02214N3447_S000	5087	1.087	7.557	0.376	0.245	0.001	0.001	1.228
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02118N3568_S001	25199	4.022	10.119	0.985	0.833	0.002	0.002	4.503
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M837_E01828N3798_S000	31442	3.647	10.283	0.93	0.802	0.002	0.004	3.969
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02467N3448_S005	14893	2.402	9.352	0.774	0.568	0.005	0.005	2.689
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02461N3461_S002	10800	2.579	9.035	0.777	0.545	0.004	0.004	2.649
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01700N3744_S004	155427	6.981	12.07	1.123	1.032	0.05	0.062	6.979
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02359N3451_S003	39841	4.549	10.503	0.915	0.873	0.007	0.007	4.75
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02441N3439_S005	20232	2.913	9.785	0.878	0.688	0.007	0.007	2.953
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02311N3485_S002	56087	4.833	10.841	0.911	0.914	0.007	0.008	5.058
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02171N3606_S003	59536	4.995	10.901	0.911	0.914	0.005	0.005	5.595
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M732_E01749N3728_S000	5287	1.427	7.646	0.396	0.258	0.001	0.001	1.52
PS_manning003/E02643N3661E02922N3454-PS-Str_PYes_Hom-M837_E02679N3489_S000	1675	0.325	5.44	0.137	0.073	0.001	0.001	0.381
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02294N3487_S004	67856	5.129	11.022	0.902	0.894	0.013	0.013	5.788
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02226N3500_S004	25446	4.211	10.093	0.95	0.825	0.005	0.007	4.93
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3603_S003	29729	4.01	10.213	0.917	0.813	0.002	0.004	5.035
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02076N3673_S000	8954	1.658	8.613	0.614	0.411	0.001	0.002	1.816
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M824_E02182N3695_S000	4970	0.828	7.445	0.344	0.209	0.001	0.002	0.9
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02109N3622_S005	21931	3.149	9.897	0.906	0.715	0.002	0.002	3.34
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02152N3603_S004	21702	3.731	9.86	0.883	0.721	0.002	0.002	3.943
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02370N3485_S003	41076	4.345	10.533	0.914	0.85	0.005	0.005	4.762
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02164N3590_S004	115195	7.482	11.659	1.004	0.956	0.007	0.007	9.895
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M850_E02422N3500_S000	5807	1.22	7.818	0.428	0.274	0.002	0.002	1.326
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02134N3641_S005	26953	3.495	10.124	0.925	0.787	0.002	0.004	3.784
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02156N3661_S005	44199	4.234	10.677	0.981	0.859	0.005	0.007	4.546
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01774N3873_S000	6175	1.231	7.992	0.479	0.312	0.001	0.001	1.437
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01796N3749_S000	8284	1.767	8.525	0.608	0.402	0.001	0.001	1.872
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02121N3611_S003	28208	3.965	10.23	0.982	0.852	0.004	0.004	4.512
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M792_E02280N3610_S000	2687	0.665	6.331	0.209	0.122	0.001	0.001	0.735
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02434N3452_S001	13855	2.821	9.341	0.823	0.639	0.004	0.004	2.982
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02498N3423_S003	14105	2.646	9.31	0.783	0.608	0.005	0.005	2.782
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02184N3638_S004	59135	4.496	10.926	0.94	0.903	0.004	0.004	5.46
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02515N3431_S001	19356	2.961	9.69	0.835	0.636	0.005	0.005	3.084
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02344N3564_S003	24155	3.166	10.01	0.921	0.711	0.002	0.002	3.383
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02171N3606_S002	30329	3.809	10.246	0.928	0.804	0.005	0.007	4.338
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02337N3493_S004	63373	5.691	10.948	0.896	0.921	0.007	0.008	7.745
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02335N3468_S004	20173	3.172	9.787	0.882	0.725	0.005	0.005	3.841
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M850_E02465N3496_S000	5252	0.961	7.592	0.377	0.231	0.002	0.002	1.051
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02288N3555_S004	19210	2.888	9.78	0.92	0.692	0.002	0.002	3.311
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02534N3432_S002	29697	3.884	10.235	0.938	0.792	0.01	0.01	3.961
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02095N3592_S003	47555	4.453	10.685	0.919	0.855	0.002	0.004	4.674
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02014N3634_S000	9423	1.772	8.599	0.576	0.386	0.001	0.001	1.819
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02023N3703_S000	6713	1.382	8.066	0.474	0.307	0.001	0.001	1.582
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02120N3675_S005	37141	3.689	10.475	0.953	0.741	0.002	0.004	3.783
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02225N3486_S005	20399	4.411	9.842	0.922	0.785	0.004	0.004	5.434
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02139N3548_S003	21828	3.288	9.906	0.918	0.74	0.002	0.002	3.636
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02146N3630_S002	37249	4.619	10.484	0.959	0.912	0.004	0.004	5.663
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02330N3507_S000	7270	1.636	8.371	0.594	0.374	0.002	0.002	2.036
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M732_E01661N3771_S000	3258	0.742	6.625	0.231	0.162	0.001	0.001	0.801
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02441N3439_S004	42876	4.543	10.531	0.873	0.904	0.01	0.01	5.698
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01667N3857_S000	20061	2.66	9.733	0.84	0.588	0.011	0.013	2.861
PS_manning003/E01548N3896E01854N3659-PS-Mur_PNo_Hom-M754_E01622N3816_S000	3763	0.97	7.066	0.311	0.192	0.002	0.004	1.146
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M824_E01729N3669_S000	59142	5.12	10.835	0.858	0.921	0.016	0.022	5.609
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02140N3655_S002	24454	2.964	9.994	0.895	0.712	0.004	0.005	3.156
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M824_E02227N3683_S000	4468	0.907	7.223	0.306	0.197	0.001	0.001	0.937
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02359N3515_S000	5546	1.037	7.714	0.404	0.245	0.001	0.001	1.137
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02146N3630_S004	19458	3.105	9.809	0.935	0.682	0.002	0.002	3.346
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02337N3493_S004	13920	2.357	9.223	0.727	0.535	0.002	0.002	2.542
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M824_E02290N3438_S000	9120	1.728	8.596	0.593	0.409	0.001	0.001	1.875
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02235N3576_S005	20707	3.236	9.819	0.887	0.735	0.002	0.002	3.45
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Var-M792_E02105N3765_S000	3110	0.741	6.641	0.246	0.154	0.001	0.001	0.815
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M754_E02127N3724_S000	2113	0.55	5.888	0.17	0.099	0.001	0.001	0.62
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01645N3675_S000	22999	3.213	9.952	0.913	0.786	0.005	0.014	3.43
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02498N3438_S003	96281	5.702	11.388	0.916	0.876	0.008	0.008	5.969
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02417N3454_S003	7686	1.751	8.469	0.62	0.395	0.004	0.004	1.769
PS_manning003/E01517N3917E01678N3772-PS-Mur_PYes_Hom-M754_E01574N3813_S000	6043	1.301	7.859	0.428	0.283	-0.005	0.001	1.508
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M837_E02047N3601_S000	15165	2.387	9.335	0.747	0.551	0.001	0.001	2.518
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M732_E01562N3822_S000	4246	1.052	7.193	0.313	0.213	-0.004	0.001	1.147
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02236N3646_S000	4334	0.858	7.268	0.331	0.197	0.001	0.001	0.932
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02545N3421_S005	9922	2.105	8.879	0.723	0.47	0.001	0.002	2.396
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02260N3491_S000	12261	1.883	9.04	0.688	0.47	0.001	0.001	1.967
PS_manning003/E02020N3739E02658N3366-PS-Mur_PNo_Var-M809_E02193N3666_S000	3445	0.782	6.779	0.255	0.177	0.001	0.001	0.83
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02242N3492_S004	88233	6.43	11.305	0.92	0.955	0.01	0.01	8.145
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02393N3468_S005	60915	4.85	10.9	0.89	0.875	0.01	0.01	4.877
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02287N3501_S002	57014	4.947	10.816	0.874	0.859	0.005	0.007	5.214
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Var-M774_E02015N3756_S000	3485	0.86	6.75	0.245	0.177	0.001	0.001	0.9
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02296N3538_S000	5664	1.392	7.828	0.443	0.285	0.001	0.001	1.721
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02366N3438_S003	20144	2.851	9.709	0.817	0.644	0.002	0.004	2.98
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02351N3465_S001	13447	2.601	9.267	0.787	0.603	0.004	0.004	2.634
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01634N3664_S000	8079	2.191	8.442	0.574	0.387	0.004	0.004	2.306
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3587_S001	14283	2.439	9.399	0.845	0.607	0.005	0.005	2.544
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02156N3661_S000	4307	0.821	7.215	0.316	0.199	0.001	0.001	0.858
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01634N3808_S000	5887	1.19	7.854	0.438	0.273	0.005	0.008	1.352
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M792_E02148N3497_S000	3661	0.811	7.022	0.306	0.183	0.001	0.001	0.929
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02120N3675_S003	73850	4.743	11.21	1.0	0.901	0.004	0.005	5.489
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02236N3526_S000	6330	1.395	8.045	0.492	0.302	0.001	0.001	1.505
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01639N3751_S000	15739	2.979	9.511	0.858	0.619	0.007	0.016	3.099
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02236N3526_S001	25537	3.614	10.094	0.947	0.823	0.002	0.002	4.369
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M792_E02026N3730_S000	5546	1.162	7.695	0.396	0.252	0.001	0.001	1.331
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01613N3768_S000	6740	1.351	8.118	0.498	0.309	0.001	0.005	1.567
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02408N3442_S002	41690	4.505	10.506	0.876	0.887	0.008	0.01	4.823
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M792_E01782N3777_S000	12110	2.606	9.147	0.775	0.564	0.001	0.002	2.719
