id	count	max	logsum	mean	sd	dzmin	dzmax
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02260N3540_S004	35193	3.768	10.369	0.906	0.832	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02401N3479_S004	59946	4.857	10.872	0.879	0.88	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02102N3607_S000	6985	1.428	8.21	0.526	0.327	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01714N3716_S003	233858	8.022	12.53	1.183	1.023	0.051	0.06
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01703N3706_S003	234363	7.355	12.601	1.267	1.015	0.072	0.086
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02417N3454_S002	25281	3.69	10.064	0.929	0.753	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02100N3712_S005	62357	4.727	11.104	1.066	0.882	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02106N3580_S000	11389	2.283	9.019	0.725	0.513	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02188N3566_S003	40320	4.756	10.545	0.943	0.911	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02377N3471_S005	10368	1.863	8.812	0.648	0.431	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01679N3705_S000	17903	2.947	9.59	0.817	0.636	0.01	0.011
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02467N3448_S001	13000	2.186	9.144	0.72	0.529	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01766N3824_S001	154439	6.252	12.054	1.113	0.98	0.039	0.053
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02458N3438_S003	18295	3.795	9.711	0.901	0.754	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02184N3552_S005	215151	8.038	12.514	1.265	1.043	0.011	0.013
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02201N3524_S004	35963	5.773	10.454	0.965	0.924	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02331N3532_S000	3995	0.909	7.129	0.312	0.18	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02168N3560_S005	23589	4.248	9.998	0.932	0.847	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M850_E02438N3506_S000	4500	0.862	7.335	0.34	0.224	0.001	0.002
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M774_E02099N3565_S000	3173	0.679	6.691	0.253	0.153	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M850_E01697N3782_S000	63046	4.722	10.924	0.88	0.894	0.021	0.036
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M754_E01658N3666_S000	6779	1.314	8.118	0.495	0.302	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02335N3600_S003	17873	2.703	9.618	0.841	0.646	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02239N3505_S005	42645	5.718	10.601	0.942	0.89	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M792_E02276N3623_S000	3047	0.797	6.597	0.24	0.14	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M792_E02101N3513_S000	5186	1.061	7.625	0.395	0.26	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02243N3584_S002	27196	4.667	10.167	0.957	0.84	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M837_E02127N3724_S000	7752	1.545	8.459	0.608	0.374	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M850_E02099N3565_S000	10817	2.354	8.929	0.698	0.502	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M871_E02079N3631_S004	42158	3.952	10.606	0.958	0.79	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02292N3463_S004	42023	4.582	10.471	0.84	0.86	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02247N3606_S003	18230	2.547	9.651	0.852	0.636	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02243N3633_S001	14475	2.249	9.282	0.742	0.514	0.002	0.004
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M861_E02280N3610_S004	11189	1.807	8.931	0.676	0.444	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02294N3487_S001	29196	4.257	10.204	0.926	0.8	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01669N3676_S000	6422	1.243	8.008	0.468	0.272	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02425N3440_S004	103318	6.104	11.489	0.945	0.923	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02152N3645_S000	5108	1.114	7.549	0.372	0.243	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Mur_PNo_Hom-M732_E02073N3766_S000	1643	0.389	5.44	0.14	0.084	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M792_E02051N3574_S000	3774	0.793	6.989	0.287	0.186	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02232N3550_S003	41867	4.777	10.581	0.941	0.883	0.005	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M809_E02200N3695_S000	2840	0.6	6.463	0.225	0.138	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M871_E02320N3583_S003	25484	2.868	10.027	0.888	0.702	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02451N3450_S002	18746	3.792	9.73	0.897	0.762	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02134N3509_S000	13501	2.858	9.319	0.826	0.634	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M824_E02130N3493_S000	13312	2.641	9.237	0.771	0.573	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02194N3581_S003	41983	4.599	10.599	0.955	0.903	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02340N3431_S001	13071	3.005	9.363	0.891	0.678	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02455N3475_S003	4549	0.95	7.511	0.402	0.234	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02482N3444_S004	40691	4.34	10.508	0.899	0.873	0.01	0.01
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01600N3777_S000	6370	1.23	8.039	0.486	0.278	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02212N3482_S005	45173	4.166	10.704	0.986	0.866	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02263N3611_S000	3698	0.897	6.973	0.288	0.169	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02171N3606_S002	53013	5.473	10.819	0.942	0.908	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02079N3688_S000	7580	1.624	8.336	0.55	0.366	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01718N3822_S005	216845	7.348	12.468	1.198	1.056	0.047	0.06
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02260N3540_S000	8279	1.889	8.657	0.694	0.445	0.001	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01705N3831_S000	20117	2.569	9.77	0.87	0.607	0.008	0.013
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M837_E02088N3719_S000	9622	1.561	8.697	0.622	0.409	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02175N3668_S003	17184	2.468	9.535	0.805	0.627	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02156N3574_S000	7493	1.68	8.368	0.575	0.386	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02294N3487_S003	98230	5.831	11.437	0.943	0.915	0.008	0.008
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01710N3774_S000	40205	4.538	10.442	0.852	0.856	0.016	0.027
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02085N3646_S005	32131	3.687	10.354	0.977	0.759	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02195N3500_S004	30768	5.002	10.29	0.957	0.901	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02287N3501_S000	10778	2.08	8.95	0.715	0.491	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02207N3659_S000	3965	0.743	7.143	0.319	0.184	0.001	0.001
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M732_E01784N3739_S000	2986	0.715	6.578	0.24	0.151	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M837_E02434N3493_S000	3593	0.798	6.922	0.282	0.17	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M774_E02184N3638_S000	2373	0.472	6.173	0.202	0.115	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02156N3574_S000	7117	1.488	8.241	0.533	0.331	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02128N3626_S004	37453	3.983	10.438	0.911	0.824	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01713N3735_S000	19209	2.968	9.698	0.847	0.678	0.01	0.011
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02291N3588_S000	5018	0.942	7.521	0.368	0.23	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02253N3527_S001	79107	5.368	11.186	0.911	0.875	0.01	0.011
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M754_E02291N3588_S000	1565	0.361	5.318	0.13	0.072	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Var-M809_E02218N3671_S000	2693	0.519	6.324	0.207	0.121	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02173N3709_S000	4186	0.81	7.114	0.293	0.185	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02253N3503_S000	3619	0.838	7.003	0.304	0.178	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M754_E01748N3747_S000	6642	1.517	8.195	0.545	0.332	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02391N3445_S001	12532	2.443	9.205	0.794	0.561	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02498N3438_S005	22315	3.818	9.91	0.902	0.757	0.005	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02348N3529_S000	4290	0.81	7.184	0.307	0.189	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02100N3712_S001	39330	3.79	10.521	0.943	0.803	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02191N3680_S000	6196	1.129	7.966	0.465	0.284	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Hom-M792_E01622N3816_S000	9094	1.749	8.657	0.632	0.44	0.008	0.013
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02243N3539_S005	199770	7.02	12.374	1.184	0.957	0.013	0.014
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02155N3547_S000	11637	2.059	9.083	0.756	0.523	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02092N3679_S000	8901	1.7	8.577	0.596	0.4	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02393N3468_S003	11285	1.999	8.988	0.709	0.47	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02328N3482_S001	159733	6.287	12.027	1.047	0.906	0.011	0.011
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M732_E02009N3708_S000	2584	0.622	6.285	0.207	0.132	0.001	0.001
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Var-M774_E01598N3815_S000	5338	1.096	7.616	0.38	0.248	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02268N3554_S000	7335	1.474	8.318	0.559	0.33	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01679N3705_S000	16239	2.417	9.447	0.78	0.575	0.008	0.01
PS_manning003/E01517N3917E01678N3772-PS-Mur_PYes_Var-M792_E01643N3856_S000	3429	1.048	6.877	0.283	0.18	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02209N3537_S001	105816	5.666	11.566	0.997	0.9	0.01	0.011
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02482N3417_S001	14825	3.645	9.48	0.884	0.707	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02226N3538_S004	83246	5.849	11.309	0.98	0.939	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02359N3451_S001	40567	4.371	10.504	0.898	0.888	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02229N3514_S000	7121	1.258	8.216	0.519	0.308	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02497N3409_S002	10935	1.942	8.906	0.675	0.456	0.004	0.004
PS_manning003/E01517N3917E01678N3772-PS-Str_PYes_Var-M754_E01563N3803_S000	4397	1.032	7.286	0.332	0.217	-0.004	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M792_E02188N3654_S000	2840	0.665	6.49	0.232	0.149	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02245N3574_S002	33391	3.819	10.359	0.945	0.855	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01755N3814_S004	216791	6.183	12.44	1.166	0.981	0.03	0.037
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02368N3461_S005	180317	10.94	12.218	1.122	0.997	0.013	0.014
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01715N3697_S000	13438	2.33	9.223	0.754	0.518	0.001	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01690N3715_S000	4812	0.987	7.389	0.336	0.219	0.001	0.001
PS_manning003/E01517N3917E01678N3772-PS-Mur_PNo_Hom-M792_E01598N3815_S000	10379	1.874	8.76	0.614	0.442	-0.002	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02416N3428_S002	7712	1.66	8.402	0.578	0.363	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02133N3599_S000	11591	2.32	9.015	0.709	0.513	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02417N3454_S001	12188	2.345	9.072	0.715	0.513	0.005	0.005
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01773N3729_S000	6290	1.268	8.023	0.485	0.297	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02321N3597_S000	6085	1.286	7.914	0.449	0.283	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02184N3638_S004	17271	2.535	9.552	0.814	0.604	0.002	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M774_E01679N3849_S000	3330	0.906	6.847	0.282	0.175	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01768N3805_S000	8788	1.633	8.564	0.596	0.386	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02090N3619_S001	47791	4.371	10.748	0.974	0.926	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02171N3606_S003	114334	5.339	11.713	1.068	0.928	0.008	0.011
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M809_E02192N3708_S000	3699	0.98	6.975	0.289	0.175	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02189N3468_S001	24176	3.889	9.997	0.908	0.792	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01769N3786_S000	5541	1.094	7.744	0.416	0.259	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02245N3574_S003	24780	4.11	10.055	0.939	0.795	0.004	0.004
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Var-M650_E01798N3880_S000	1368	0.313	5.071	0.116	0.066	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02144N3587_S000	9787	2.0	8.761	0.652	0.449	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02368N3461_S004	35495	4.364	10.438	0.962	0.85	0.011	0.011
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02170N3650_S003	21021	2.926	9.792	0.851	0.669	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02255N3441_S000	10365	1.964	8.81	0.646	0.435	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02099N3565_S000	8651	1.991	8.661	0.668	0.448	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02279N3514_S000	8342	1.702	8.534	0.609	0.382	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M774_E02218N3525_S000	3242	0.685	6.822	0.283	0.161	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M824_E02280N3427_S000	4548	1.019	7.384	0.354	0.222	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01646N3818_S000	14166	2.216	9.2	0.699	0.5	0.014	0.021
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02218N3646_S000	5845	1.147	7.797	0.416	0.257	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01755N3814_S000	4056	0.875	7.205	0.332	0.198	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02159N3618_S002	36297	3.878	10.431	0.933	0.847	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02239N3505_S004	28178	3.925	10.211	0.965	0.819	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02270N3527_S003	54735	4.592	10.805	0.9	0.883	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02471N3437_S003	10657	2.637	9.057	0.805	0.566	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02351N3465_S001	181418	9.295	12.256	1.158	1.009	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02270N3527_S002	179028	6.68	12.267	1.187	1.007	0.011	0.013
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M824_E01697N3782_S000	19871	3.242	9.737	0.852	0.711	0.014	0.019
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M850_E02109N3622_S000	13465	2.222	9.212	0.744	0.511	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02206N3569_S003	71973	4.706	11.129	0.947	0.91	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02526N3441_S004	6600	1.506	8.151	0.525	0.312	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M809_E01694N3821_S000	14354	2.146	9.24	0.717	0.518	0.01	0.013
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M850_E01701N3725_S000	99116	5.591	11.419	0.919	0.905	0.021	0.037
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M792_E01803N3816_S000	8860	1.806	8.585	0.604	0.403	0.001	0.001
PS_manning003/E01577N3897E01966N3571-PS-Mur_PYes_Hom-M707_E01796N3749_S000	2153	0.479	6.007	0.188	0.11	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02206N3569_S004	37141	4.597	10.489	0.967	0.856	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02226N3538_S000	5695	1.237	7.817	0.436	0.283	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02223N3573_S002	34405	4.082	10.362	0.919	0.828	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02335N3587_S002	12709	2.166	9.176	0.76	0.534	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02233N3624_S004	25572	3.558	10.069	0.923	0.762	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02195N3500_S002	41751	4.103	10.604	0.965	0.856	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Hom-M824_E02072N3616_S000	6131	1.283	7.933	0.455	0.278	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M837_E02422N3500_S000	3203	0.651	6.75	0.266	0.159	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M824_E02103N3738_S000	7781	1.367	8.405	0.574	0.353	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M754_E01694N3821_S000	3555	0.782	6.922	0.285	0.181	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M809_E02252N3671_S000	2958	0.629	6.495	0.223	0.131	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02393N3468_S003	45559	4.648	10.6	0.881	0.88	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01732N3794_S000	3775	0.85	7.013	0.294	0.175	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02279N3514_S003	14141	3.295	9.399	0.854	0.673	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01723N3765_S000	22286	3.34	9.944	0.934	0.78	0.007	0.008
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M850_E01744N3804_S000	32262	3.603	10.307	0.928	0.828	0.025	0.034
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02296N3512_S005	115055	9.288	11.626	0.973	0.96	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02434N3452_S005	15030	3.064	9.482	0.873	0.705	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02166N3518_S000	9055	1.854	8.701	0.663	0.443	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02223N3573_S002	37133	3.854	10.416	0.899	0.829	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M837_E02236N3646_S000	4584	0.865	7.274	0.315	0.202	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02237N3564_S002	24752	3.537	10.07	0.954	0.799	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02416N3428_S003	6578	1.624	8.208	0.558	0.379	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02344N3478_S004	83650	6.351	11.275	0.942	0.943	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M902_E02344N3478_S005	200825	10.006	12.34	1.139	0.987	0.011	0.013
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M792_E02195N3735_S000	1541	0.445	5.254	0.124	0.073	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02318N3471_S005	83752	5.949	11.25	0.918	0.906	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02498N3423_S001	26786	3.722	10.137	0.943	0.782	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02230N3611_S000	4061	0.83	7.137	0.31	0.188	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02067N3642_S003	53013	4.372	10.875	0.997	0.828	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02190N3609_S001	25410	3.918	10.035	0.898	0.77	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M850_E02335N3587_S000	6647	1.413	8.132	0.512	0.311	0.002	0.002
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Var-M754_E02065N3777_S000	1610	0.398	5.377	0.134	0.084	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02377N3471_S001	13903	2.304	9.234	0.737	0.553	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02262N3428_S000	10528	1.908	8.914	0.706	0.493	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M824_E02013N3694_S000	11364	1.854	8.811	0.59	0.42	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02299N3449_S000	13343	2.214	9.166	0.717	0.51	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02368N3461_S003	89008	5.153	11.288	0.897	0.92	0.013	0.014
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M895_E02171N3606_S001	73204	5.736	11.138	0.939	0.926	0.01	0.01
