id	count	max	logsum	mean	sd	dzmin	dzmax
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02247N3453_S001	11841	2.482	9.158	0.802	0.566	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02333N3573_S000	2721	0.52	6.375	0.215	0.125	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02156N3661_S005	90341	4.778	11.42	1.009	0.93	0.004	0.005
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M774_E01742N3823_S000	6479	1.318	8.034	0.476	0.286	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02128N3626_S004	54425	4.817	10.798	0.899	0.934	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M824_E02324N3546_S000	3789	0.848	7.029	0.298	0.172	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02102N3607_S002	40545	4.496	10.555	0.946	0.919	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02254N3467_S004	19558	3.249	9.717	0.848	0.687	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01628N3741_S000	2429	0.627	6.14	0.191	0.118	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M792_E02145N3483_S000	6524	1.699	8.131	0.521	0.336	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02253N3579_S003	30855	3.48	10.278	0.943	0.807	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02218N3525_S005	33711	4.466	10.408	0.983	0.875	0.002	0.002
PS_manning003/E01517N3917E01678N3772-PS-Str_PNo_Hom-M707_E01550N3812_S000	2798	0.803	6.467	0.23	0.147	-0.005	-0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Hom-M754_E02138N3737_S000	1341	0.347	4.982	0.108	0.061	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M880_E02184N3552_S001	48608	4.287	10.746	0.955	0.868	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02441N3439_S002	5241	1.178	7.712	0.426	0.26	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02489N3468_S004	5762	1.196	7.935	0.485	0.298	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02458N3438_S000	5146	1.106	7.573	0.378	0.238	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M861_E02207N3659_S003	15709	2.63	9.464	0.82	0.61	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M880_E02210N3510_S004	30476	4.162	10.221	0.902	0.826	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02106N3725_S000	2338	0.539	6.065	0.184	0.113	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M707_E01782N3777_S000	2152	0.448	5.982	0.184	0.107	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02250N3552_S004	27206	3.372	10.164	0.954	0.778	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M861_E02255N3645_S005	10437	1.817	8.809	0.641	0.423	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02194N3513_S004	31040	4.107	10.312	0.97	0.883	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M837_E02294N3618_S000	4422	1.068	7.265	0.323	0.199	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M774_E01792N3806_S000	9854	2.113	8.836	0.698	0.496	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02361N3475_S001	27393	3.16	10.083	0.874	0.685	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M680_E01764N3856_S000	1697	0.361	5.5	0.144	0.079	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02099N3565_S000	2705	0.665	6.35	0.211	0.138	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02497N3409_S001	8873	1.845	8.631	0.632	0.409	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02311N3485_S002	71737	5.269	11.066	0.892	0.865	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02195N3484_S002	34662	4.43	10.402	0.949	0.913	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M824_E02226N3500_S000	6107	1.498	7.948	0.463	0.312	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02333N3444_S001	20479	4.019	9.833	0.91	0.774	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02255N3645_S000	4885	0.89	7.389	0.331	0.203	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M732_E01715N3697_S000	6002	1.375	7.967	0.48	0.301	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02190N3609_S000	6714	1.508	8.113	0.497	0.319	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02308N3607_S004	30690	2.877	10.241	0.914	0.733	0.004	0.005
PS_manning003/E01517N3917E01678N3772-PS-Mur_PNo_Hom-M754_E01609N3825_S000	4650	1.047	7.305	0.32	0.223	0.002	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PNo_Var-M792_E01611N3806_S000	7544	1.49	8.354	0.563	0.364	0.001	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M837_E01772N3748_S000	84458	5.876	11.275	0.934	0.908	0.022	0.028
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M809_E02195N3735_S000	3247	0.821	6.689	0.247	0.148	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M809_E01813N3845_S000	13745	2.556	9.205	0.723	0.539	-0.001	-0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02322N3521_S003	16276	2.673	9.514	0.832	0.604	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02230N3451_S000	9185	1.742	8.586	0.583	0.386	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02152N3510_S004	43262	5.079	10.604	0.931	0.936	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02159N3533_S003	23278	4.213	10.021	0.966	0.845	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02112N3663_S000	6694	1.451	8.16	0.523	0.306	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02134N3641_S004	32104	4.051	10.339	0.963	0.845	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01715N3697_S000	20153	3.227	9.816	0.909	0.685	0.016	0.022
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Hom-M792_E02040N3586_S000	3923	0.82	7.006	0.281	0.185	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M809_E02174N3531_S000	5753	1.242	7.865	0.453	0.279	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M774_E02307N3549_S000	1824	0.37	5.65	0.155	0.086	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02140N3655_S000	3051	0.67	6.647	0.252	0.154	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02393N3468_S004	8202	1.888	8.547	0.628	0.403	0.004	0.004
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M732_E02020N3623_S000	2839	0.693	6.467	0.226	0.143	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02344N3478_S004	49142	4.323	10.721	0.921	0.86	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M792_E01725N3727_S000	15213	3.173	9.495	0.874	0.688	0.004	0.005
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02272N3638_S000	4867	1.048	7.444	0.351	0.214	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02358N3562_S003	14689	2.449	9.376	0.803	0.583	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02090N3619_S004	91687	5.017	11.475	1.05	0.94	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02498N3438_S004	7122	1.628	8.264	0.545	0.334	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01812N3865_S000	4930	1.096	7.515	0.372	0.251	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M809_E02299N3449_S000	7311	1.553	8.382	0.598	0.365	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Str_PNo_Hom-M792_E02074N3729_S000	5059	1.266	7.607	0.398	0.254	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02147N3560_S002	21540	3.424	9.932	0.956	0.791	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M824_E02306N3593_S000	3920	0.969	7.083	0.304	0.182	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02451N3450_S003	26761	4.031	10.113	0.921	0.824	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02121N3611_S003	56225	4.476	10.864	0.929	0.911	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02210N3510_S000	4978	1.112	7.501	0.363	0.241	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Var-M809_E02182N3695_S000	2841	0.684	6.46	0.225	0.134	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02223N3573_S000	9010	1.932	8.661	0.64	0.422	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M809_E02227N3634_S000	3370	0.705	6.799	0.266	0.148	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Var-M809_E02029N3599_S000	13546	2.256	9.18	0.716	0.517	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02471N3437_S005	8435	1.752	8.594	0.64	0.399	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02585N3412_S001	6530	1.51	8.13	0.52	0.332	0.001	0.001
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M680_E01722N3669_S000	2867	0.672	6.613	0.259	0.155	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02072N3616_S003	24694	3.238	10.032	0.921	0.716	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02458N3438_S001	7397	1.397	8.356	0.575	0.353	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M707_E01782N3777_S000	2166	0.482	6.029	0.191	0.109	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02301N3474_S004	61007	5.179	10.865	0.858	0.888	0.007	0.008
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Var-M707_E01786N3720_S000	2887	0.591	6.557	0.243	0.147	0.001	0.001
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M809_E02037N3706_S000	7277	1.493	8.185	0.493	0.327	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M871_E02067N3642_S005	51713	4.221	10.822	0.969	0.855	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02361N3475_S003	43385	4.425	10.571	0.898	0.843	0.005	0.007
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02206N3569_S005	19751	3.131	9.811	0.923	0.7	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M871_E02306N3593_S002	14667	2.473	9.398	0.823	0.612	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02128N3626_S003	18858	3.273	9.754	0.914	0.691	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M774_E02199N3626_S000	2422	0.514	6.213	0.206	0.121	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M861_E02061N3628_S004	28018	3.339	10.122	0.888	0.704	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02223N3573_S000	7162	1.376	8.262	0.541	0.324	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02235N3576_S003	18351	2.988	9.682	0.873	0.685	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02128N3626_S003	32698	3.549	10.344	0.951	0.723	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M850_E02478N3458_S000	4879	1.166	7.48	0.363	0.23	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M850_E02041N3679_S000	9173	1.572	8.604	0.595	0.385	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M837_E02305N3412_S000	14183	2.305	9.242	0.728	0.526	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M774_E01626N3760_S000	6346	1.434	8.057	0.497	0.315	0.002	0.005
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01658N3666_S000	38653	4.08	10.489	0.929	0.872	0.008	0.014
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02171N3544_S002	41741	4.595	10.543	0.908	0.828	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M871_E02195N3500_S002	34893	4.489	10.392	0.934	0.896	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02401N3455_S002	14302	3.065	9.433	0.874	0.676	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M774_E02232N3550_S000	2803	0.615	6.531	0.244	0.144	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02305N3524_S000	6003	1.425	7.937	0.466	0.306	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Var-M824_E02407N3507_S000	3600	0.752	6.882	0.27	0.163	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M850_E01671N3800_S000	43849	4.568	10.628	0.941	0.898	0.028	0.042
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M837_E02226N3659_S000	6200	1.12	7.959	0.461	0.268	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01754N3833_S000	4602	1.115	7.384	0.35	0.225	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M837_E02242N3492_S000	6159	1.441	8.002	0.485	0.311	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02223N3573_S005	49228	4.245	10.778	0.974	0.884	0.008	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M888_E02284N3476_S005	30869	4.197	10.344	1.007	0.903	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02409N3467_S005	55060	4.967	10.834	0.921	0.878	0.007	0.007
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02301N3474_S001	36312	3.887	10.457	0.958	0.776	0.002	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02434N3452_S005	8990	2.087	8.791	0.731	0.474	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02116N3637_S003	29394	3.982	10.209	0.923	0.807	0.004	0.004
PS_manning003/E01517N3917E01678N3772-PS-Mur_PNo_Var-M792_E01609N3825_S000	6803	1.366	8.179	0.524	0.335	0.001	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02246N3619_S000	3111	0.771	6.615	0.24	0.141	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02359N3451_S003	11495	2.483	9.001	0.706	0.52	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02119N3739_S000	3359	0.783	6.793	0.265	0.157	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M861_E01718N3822_S005	285325	8.808	12.931	1.447	1.128	0.04	0.053
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M837_E01705N3831_S000	23922	3.037	9.983	0.906	0.677	0.018	0.025
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02247N3453_S000	6325	1.413	8.054	0.497	0.32	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M888_E02253N3503_S004	72936	5.133	11.123	0.928	0.897	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PNo_Hom-M824_E02277N3598_S000	4413	1.091	7.256	0.321	0.2	0.001	0.001
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01850N3837_S000	6172	1.227	7.993	0.48	0.303	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02225N3486_S004	29484	4.31	10.232	0.942	0.847	0.007	0.007
PS_manning003/E01964N3926E02184N3685-PS-Mur_PYes_Hom-M774_E02067N3699_S000	4600	1.071	7.286	0.317	0.228	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02578N3424_S004	9816	2.22	8.883	0.734	0.496	0.002	0.002
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Hom-M850_E02072N3658_S000	10682	1.82	8.853	0.655	0.441	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02165N3634_S002	19347	3.206	9.695	0.839	0.658	0.002	0.004
PS_manning003/E01849N3766E02950N3220-PS-Mur_PYes_Hom-M861_E02072N3658_S005	30548	3.429	10.257	0.932	0.732	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M809_E02113N3596_S000	6966	1.437	8.21	0.528	0.326	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02296N3538_S003	23462	3.34	9.939	0.883	0.712	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M837_E02226N3538_S000	7892	1.448	8.412	0.57	0.345	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02274N3465_S005	22587	3.363	9.917	0.897	0.724	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02135N3710_S002	27969	3.296	10.139	0.905	0.673	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M774_E02195N3484_S000	3830	0.908	7.179	0.342	0.207	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Mur_PYes_Var-M809_E02305N3578_S000	2856	0.563	6.489	0.23	0.132	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M792_E02233N3624_S000	3157	0.784	6.626	0.239	0.143	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02170N3650_S005	56951	4.779	10.867	0.921	0.88	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02128N3626_S004	66322	4.463	11.009	0.911	0.87	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02314N3535_S000	5851	1.113	7.822	0.426	0.269	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M792_E02306N3593_S000	2064	0.411	5.824	0.164	0.091	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02256N3567_S001	20941	3.753	9.908	0.959	0.743	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Var-M837_E02333N3573_S000	4888	1.086	7.465	0.357	0.227	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02467N3425_S005	22493	3.845	9.911	0.896	0.755	0.005	0.005
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M774_E01806N3778_S000	5214	1.022	7.591	0.379	0.246	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M792_E02321N3597_S000	2794	0.623	6.424	0.22	0.132	0.001	0.001
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M861_E01714N3716_S003	127986	5.362	11.73	0.971	0.93	0.051	0.062
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M861_E02155N3547_S004	20651	3.694	9.849	0.917	0.718	0.002	0.004
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M792_E01729N3832_S000	8452	1.494	8.461	0.559	0.357	0.001	0.001
PS_manning003/E01849N3766E02950N3220-PS-Str_PYes_Var-M754_E02014N3634_S000	5470	1.234	7.686	0.398	0.246	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M888_E02267N3478_S001	77686	5.611	11.171	0.914	0.94	0.007	0.008
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02171N3606_S001	34834	4.262	10.399	0.942	0.862	0.004	0.004
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Hom-M824_E01690N3859_S000	11607	1.829	8.954	0.667	0.442	0.008	0.013
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M902_E02344N3478_S001	167874	8.602	12.188	1.17	1.016	0.013	0.013
PS_manning003/E01964N3926E02184N3685-PS-Str_PYes_Hom-M754_E02009N3708_S000	3182	0.752	6.668	0.247	0.162	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02290N3438_S002	27363	3.386	10.112	0.9	0.716	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M871_E02250N3552_S001	35715	4.391	10.426	0.944	0.829	0.004	0.004
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M850_E02226N3659_S000	8792	1.722	8.576	0.603	0.39	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M861_E02126N3687_S003	52029	4.239	10.811	0.953	0.844	0.002	0.002
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Hom-M754_E01825N3856_S000	4788	0.949	7.462	0.363	0.243	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M861_E02482N3444_S005	9510	1.883	8.772	0.678	0.436	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Hom-M871_E02419N3528_S003	15191	3.092	9.383	0.782	0.622	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02133N3599_S001	43246	4.177	10.583	0.913	0.853	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Var-M895_E02226N3538_S001	131263	5.901	11.866	1.084	0.957	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M880_E02239N3477_S002	26771	5.316	10.144	0.951	0.87	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02384N3458_S005	15789	2.388	9.372	0.744	0.552	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M902_E02426N3465_S004	124538	5.955	11.749	1.017	0.907	0.008	0.01
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M902_E02386N3481_S003	107784	7.3	11.524	0.938	0.927	0.014	0.016
PS_manning003/E01548N3896E01854N3659-PS-Mur_PYes_Var-M809_E01697N3782_S000	13361	2.185	9.202	0.742	0.526	0.008	0.01
PS_manning003/E02872N3705E03360N3467-PS-Str_PNo_Var-M824_E03166N3499_S000	2103	0.423	5.87	0.168	0.095	0.001	0.001
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M871_E02245N3515_S005	23338	3.639	9.981	0.926	0.758	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02311N3485_S004	66781	5.579	11.011	0.907	0.885	0.005	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M895_E02377N3471_S004	164612	6.883	12.083	1.074	0.955	0.01	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M837_E02106N3725_S000	10767	1.866	8.787	0.608	0.428	0.001	0.001
PS_manning003/E02113N3823E02873N3483-PS-Str_PNo_Var-M880_E02335N3600_S004	23379	3.026	9.939	0.886	0.703	0.004	0.005
PS_manning003/E01577N3897E01966N3571-PS-Str_PYes_Hom-M792_E01671N3657_S000	8581	1.88	8.582	0.622	0.404	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M888_E02526N3441_S003	25466	4.164	10.07	0.928	0.832	0.005	0.005
PS_manning003/E01548N3896E01854N3659-PS-Str_PYes_Var-M809_E01646N3818_S000	13998	2.12	9.198	0.705	0.495	0.01	0.014
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M850_E02057N3668_S000	17035	2.658	9.449	0.746	0.548	0.001	0.002
PS_manning003/E02113N3823E02873N3483-PS-Mur_PNo_Hom-M861_E02335N3587_S003	19032	2.608	9.686	0.845	0.616	0.002	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Hom-M837_E02359N3515_S000	5255	0.949	7.599	0.38	0.232	0.001	0.002
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M880_E02144N3587_S003	80044	5.124	11.246	0.957	0.905	0.004	0.005
PS_manning003/E02020N3739E02658N3366-PS-Mur_PYes_Hom-M895_E02425N3440_S003	51009	4.956	10.73	0.896	0.919	0.008	0.01
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M871_E02156N3661_S003	26371	2.949	10.057	0.885	0.707	0.004	0.004
PS_manning003/E02020N3739E02658N3366-PS-Str_PYes_Var-M861_E02228N3585_S004	28357	3.762	10.201	0.949	0.807	0.002	0.002
PS_manning003/E02113N3823E02873N3483-PS-Str_PYes_Hom-M824_E02243N3683_S000	4369	0.809	7.242	0.319	0.19	0.001	0.001
