ID	Source_Region	Type	Mag	lon	lat	SlipModel	Scaling	RuptureModel	Rigidity	Depth	Strike	Dip	Rake	Length	Area	Slip	Location	LocationCount
E01470N3877E01631N3641-BS-M707_E01534N3760_D010_S022D50R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.3446	37.6022					1.0	22.5	50.0	90.0	50.1048797	1194.978314	1.302045127	37601534	569.0
E01267N3753E01646N3535-BS-M732_E01551N3692_D076_S067D70R090_A001180_S030	E01267N3753E01646N3535	BS	7.3203	15.5157	36.9278					7.62	67.5	70.0	90.0	63.06959406	1180.157677	3.089911384	36921551	1188.0
E01267N3753E01646N3535-BS-M774_E01498N3715_D107_S112D30R270_A003139_S050	E01267N3753E01646N3535	BS	7.7453	14.9887	37.1526					10.79	112.5	30.0	270.0	113.4407387	3139.706455	5.040771536	37151498	656.0
E01470N3877E01631N3641-BS-M732_E01555N3715_D115_S067D70R090_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.5529	37.1526					11.58	67.5	70.0	90.0	70.43855493	2108.290431	1.72963961	37151555	772.0
E01108N3882E01527N3690-BS-M707_E01506N3760_D010_S292D50R090_A001194_S013	E01108N3882E01527N3690	BS	7.0737	15.0608	37.6022					1.0	292.5	50.0	90.0	50.1048797	1194.978314	1.302045127	37601506	255.0
E01108N3882E01527N3690-BS-M774_E01477N3760_D010_S112D70R090_A005608_S028	E01108N3882E01527N3690	BS	7.7453	14.777	37.6022					1.0	112.5	70.0	90.0	126.6949918	5608.922611	2.821672543	37601477	103.0
E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S157D70R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.0245	37.3774					14.48	157.5	70.0	270.0	183.4540459	6995.959622	7.525559016	37371502	919.0
E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S112D10R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.0245	37.3774					1.0	112.5	10.0	90.0	183.4540459	6995.959622	7.525559016	37371502	919.0
E01267N3753E01646N3535-BS-M774_E01575N3670_D010_S022D70R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.7595	36.7029					1.0	22.5	70.0	90.0	113.4407387	3139.706455	5.040771536	36701575	602.0
E01446N4259E02038N3783-BS-M774_E01975N3827_D010_S157D70R270_A003139_S050	E01446N4259E02038N3783	BS	7.7453	19.7544	38.2767					1.0	157.5	70.0	270.0	113.4407387	3139.706455	5.040771536	38271975	259.0
E01470N3877E01631N3641-BS-M792_E01538N3782_D010_S112D10R090_A008541_S034	E01470N3877E01631N3641	BS	7.928	15.3821	37.8271					1.0	112.5	10.0	90.0	163.0637885	8541.959899	3.482399019	37821538	393.0
E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S112D90R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.3075	37.3774					17.25	112.5	90.0	270.0	85.8446545	1972.937179	3.995515346	37371530	1315.0
E01267N3753E01646N3535-BS-M650_E01502N3737_D041_S247D30R090_A000178_S012	E01267N3753E01646N3535	BS	6.5	15.0245	37.3774					4.11	247.5	30.0	90.0	20.3113342	178.5412011	1.20142761	37371502	919.0
E01446N4259E02038N3783-BS-M774_E01938N3917_D010_S292D50R090_A003139_S050	E01446N4259E02038N3783	BS	7.7453	19.3865	39.1761					1.0	292.5	50.0	90.0	113.4407387	3139.706455	5.040771536	39171938	73.0
E01470N3877E01631N3641-BS-M754_E01559N3737_D010_S202D30R270_A003524_S022	E01470N3877E01631N3641	BS	7.5435	15.5904	37.3774					1.0	202.5	30.0	270.0	95.87462075	3524.549863	2.236569515	37371559	705.0
E01267N3753E01646N3535-BS-M809_E01470N3715_D010_S112D30R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	14.7066	37.1526					1.0	112.5	30.0	270.0	183.4540459	6995.959622	7.525559016	37151470	237.0
E01267N3753E01646N3535-BS-M809_E01467N3692_D010_S022D90R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	14.672	36.9278					1.0	22.5	90.0	90.0	183.4540459	6995.959622	7.525559016	36921467	100.0
E01522N3585E03578N2685-BS-M754_E01668N3557_D010_S067D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	16.6837	35.5788					1.0	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	35571668	60.0
E01267N3753E01646N3535-BS-M809_E01467N3692_D010_S292D30R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	14.672	36.9278					1.0	292.5	30.0	90.0	183.4540459	6995.959622	7.525559016	36921467	100.0
E01446N4259E02038N3783-BS-M732_E01970N3805_D010_S157D90R090_A001180_S030	E01446N4259E02038N3783	BS	7.3203	19.7028	38.0519					1.0	157.5	90.0	90.0	63.06959406	1180.157677	3.089911384	38051970	262.0
E01470N3877E01631N3641-BS-M732_E01583N3715_D010_S022D90R270_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.8349	37.1526					1.0	22.5	90.0	270.0	70.43855493	2108.290431	1.72963961	37151583	575.0
E01267N3753E01646N3535-BS-M809_E01572N3647_D010_S157D50R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.7223	36.4781					1.0	157.5	50.0	270.0	183.4540459	6995.959622	7.525559016	36471572	380.0
E01267N3753E01646N3535-BS-M754_E01589N3580_D010_S247D30R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.8906	35.8036					1.0	247.5	30.0	90.0	85.8446545	1972.937179	3.995515346	35801589	90.0
E01108N3882E01527N3690-BS-M774_E01481N3782_D010_S157D70R270_A005608_S028	E01108N3882E01527N3690	BS	7.7453	14.8128	37.8271					1.0	157.5	70.0	270.0	126.6949918	5608.922611	2.821672543	37821481	98.0
E01267N3753E01646N3535-BS-M792_E01470N3715_D010_S292D50R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	14.7066	37.1526					1.0	292.5	50.0	270.0	146.0047975	4781.532657	6.221125089	37151470	237.0
E01470N3877E01631N3641-BS-M792_E01587N3737_D010_S157D70R090_A008541_S034	E01470N3877E01631N3641	BS	7.928	15.8733	37.3774					1.0	157.5	70.0	90.0	163.0637885	8541.959899	3.482399019	37371587	511.0
E01267N3753E01646N3535-BS-M680_E01530N3737_D051_S112D30R090_A000357_S016	E01267N3753E01646N3535	BS	6.8012	15.3075	37.3774					5.1	112.5	30.0	90.0	30.79089518	357.1924867	1.699549214	37371530	1315.0
E01470N3877E01631N3641-BS-M680_E01559N3737_D010_S247D50R090_A000638_S009	E01470N3877E01631N3641	BS	6.8012	15.5904	37.3774					1.0	247.5	50.0	90.0	34.38845919	638.1058369	0.951356616	37371559	705.0
E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S157D70R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.0245	37.3774					1.0	157.5	70.0	270.0	183.4540459	6995.959622	7.525559016	37371502	919.0
E01267N3753E01646N3535-BS-M792_E01544N3647_D010_S247D70R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.4427	36.4781					1.0	247.5	70.0	270.0	146.0047975	4781.532657	6.221125089	36471544	310.0
E01267N3753E01646N3535-BS-M809_E01551N3692_D010_S247D70R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.5157	36.9278					1.0	247.5	70.0	270.0	183.4540459	6995.959622	7.525559016	36921551	1188.0
E01598N4052E01840N3892-BS-M809_E01759N3895_D010_S067D50R090_A012497_S042	E01598N4052E01840N3892	BS	8.0933	17.5998	38.9512					1.0	67.5	50.0	90.0	204.8885534	12497.91873	4.212581963	38951759	107.0
E01446N4259E02038N3783-BS-M774_E01980N3850_D107_S157D30R090_A003139_S050	E01446N4259E02038N3783	BS	7.7453	19.8065	38.5016					10.79	157.5	30.0	90.0	113.4407387	3139.706455	5.040771536	38501980	205.0
E01108N3882E01527N3690-BS-M792_E01506N3760_D010_S337D50R270_A008541_S034	E01108N3882E01527N3690	BS	7.928	15.0608	37.6022					1.0	337.5	50.0	270.0	163.0637885	8541.959899	3.482399019	37601506	255.0
E01522N3585E03578N2685-BS-M774_E02353N3310_D010_S247D50R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	23.5328	33.1056					1.0	247.5	50.0	90.0	113.4407387	3139.706455	5.040771536	33102353	123.0
E01108N3882E01527N3690-BS-M809_E01445N3737_D010_S247D50R270_A012497_S042	E01108N3882E01527N3690	BS	8.0933	14.4587	37.3774					1.0	247.5	50.0	270.0	204.8885534	12497.91873	4.212581963	37371445	38.0
E01267N3753E01646N3535-BS-M754_E01523N3692_D091_S112D10R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.2345	36.9278					9.13	112.5	10.0	90.0	85.8446545	1972.937179	3.995515346	36921523	927.0
E01470N3877E01631N3641-BS-M774_E01559N3737_D010_S112D10R090_A005608_S028	E01470N3877E01631N3641	BS	7.7453	15.5904	37.3774					1.0	112.5	10.0	90.0	126.6949918	5608.922611	2.821672543	37371559	705.0
E01267N3753E01646N3535-BS-M792_E01575N3670_D010_S247D70R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.7595	36.7029					1.0	247.5	70.0	270.0	146.0047975	4781.532657	6.221125089	36701575	602.0
E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S157D70R090_A008541_S034	E01108N3882E01527N3690	BS	7.928	15.0974	37.8271					1.0	157.5	70.0	90.0	163.0637885	8541.959899	3.482399019	37821509	141.0
E01108N3882E01527N3690-BS-M792_E01509N3782_D010_S337D70R090_A008541_S034	E01108N3882E01527N3690	BS	7.928	15.0974	37.8271					1.0	337.5	70.0	90.0	163.0637885	8541.959899	3.482399019	37821509	141.0
E01267N3753E01646N3535-BS-M754_E01575N3670_D010_S292D70R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.7595	36.7029					1.0	292.5	70.0	90.0	85.8446545	1972.937179	3.995515346	36701575	602.0
E01522N3585E03578N2685-BS-M792_E01895N3445_D010_S247D50R090_A004781_S062	E01522N3585E03578N2685	BS	7.928	18.9508	34.4546					1.0	247.5	50.0	90.0	146.0047975	4781.532657	6.221125089	34451895	68.0
E01470N3877E01631N3641-BS-M707_E01555N3715_D178_S247D50R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.5529	37.1526					17.86	247.5	50.0	90.0	50.1048797	1194.978314	1.302045127	37151555	772.0
E01267N3753E01646N3535-BS-M774_E01544N3647_D010_S247D70R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.4427	36.4781					1.0	247.5	70.0	90.0	113.4407387	3139.706455	5.040771536	36471544	310.0
E01522N3585E03578N2685-BS-M754_E02353N3310_D091_S067D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	23.5328	33.1056					9.13	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	33102353	123.0
E01446N4259E02038N3783-BS-M774_E01885N3940_D010_S292D50R090_A003139_S050	E01446N4259E02038N3783	BS	7.7453	18.8573	39.4009					1.0	292.5	50.0	90.0	113.4407387	3139.706455	5.040771536	39401885	50.0
E01522N3585E03578N2685-BS-M754_E01867N3445_D010_S247D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	18.6782	34.4546					1.0	247.5	50.0	90.0	85.8446545	1972.937179	3.995515346	34451867	44.0
E01267N3753E01646N3535-BS-M792_E01519N3670_D010_S247D10R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.1986	36.7029					1.0	247.5	10.0	90.0	146.0047975	4781.532657	6.221125089	36701519	388.0
E01267N3753E01646N3535-BS-M754_E01551N3692_D091_S067D10R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.5157	36.9278					9.13	67.5	10.0	270.0	85.8446545	1972.937179	3.995515346	36921551	1188.0
E01267N3753E01646N3535-BS-M754_E01523N3692_D010_S202D70R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.2345	36.9278					1.0	202.5	70.0	270.0	85.8446545	1972.937179	3.995515346	36921523	927.0
E01470N3877E01631N3641-BS-M732_E01534N3760_D115_S157D70R090_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.3446	37.6022					11.58	157.5	70.0	90.0	70.43855493	2108.290431	1.72963961	37601534	569.0
E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S067D90R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.2345	36.9278					10.79	67.5	90.0	90.0	113.4407387	3139.706455	5.040771536	36921523	927.0
E01446N4259E02038N3783-BS-M792_E02004N3827_D125_S157D70R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	20.0408	38.2767					12.58	157.5	70.0	90.0	146.0047975	4781.532657	6.221125089	38272004	338.0
E01446N4259E02038N3783-BS-M707_E02004N3827_D010_S157D10R090_A000668_S023	E01446N4259E02038N3783	BS	7.0737	20.0408	38.2767					1.0	157.5	10.0	90.0	44.86313534	668.9129776	2.326036034	38272004	338.0
E01522N3585E03578N2685-BS-M754_E01918N3422_D010_S067D30R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	19.18	34.2298					1.0	67.5	30.0	90.0	85.8446545	1972.937179	3.995515346	34221918	64.0
E01267N3753E01646N3535-BS-M792_E01530N3737_D125_S157D10R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.3075	37.3774					12.58	157.5	10.0	90.0	146.0047975	4781.532657	6.221125089	37371530	1315.0
E01446N4259E02038N3783-BS-M774_E01970N3805_D107_S337D70R090_A003139_S050	E01446N4259E02038N3783	BS	7.7453	19.7028	38.0519					10.79	337.5	70.0	90.0	113.4407387	3139.706455	5.040771536	38051970	262.0
E01470N3877E01631N3641-BS-M707_E01583N3715_D010_S247D70R090_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.8349	37.1526					1.0	247.5	70.0	90.0	50.1048797	1194.978314	1.302045127	37151583	575.0
E01108N3882E01527N3690-BS-M792_E01506N3760_D010_S292D70R270_A008541_S034	E01108N3882E01527N3690	BS	7.928	15.0608	37.6022					1.0	292.5	70.0	270.0	163.0637885	8541.959899	3.482399019	37601506	255.0
E01470N3877E01631N3641-BS-M754_E01579N3692_D010_S022D90R270_A003524_S022	E01470N3877E01631N3641	BS	7.5435	15.797	36.9278					1.0	22.5	90.0	270.0	95.87462075	3524.549863	2.236569515	36921579	475.0
E01470N3877E01631N3641-BS-M809_E01534N3760_D010_S337D70R090_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.3446	37.6022					1.0	337.5	70.0	90.0	204.8885534	12497.91873	4.212581963	37601534	569.0
E01267N3753E01646N3535-BS-M774_E01502N3737_D010_S292D10R270_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.0245	37.3774					1.0	292.5	10.0	270.0	113.4407387	3139.706455	5.040771536	37371502	919.0
E01522N3585E03578N2685-BS-M792_E01918N3422_D010_S067D50R090_A004781_S062	E01522N3585E03578N2685	BS	7.928	19.18	34.2298					1.0	67.5	50.0	90.0	146.0047975	4781.532657	6.221125089	34221918	64.0
E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S022D70R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.0245	37.3774					1.0	22.5	70.0	90.0	183.4540459	6995.959622	7.525559016	37371502	919.0
E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S202D30R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.479	36.7029					1.0	202.5	30.0	90.0	183.4540459	6995.959622	7.525559016	36701547	617.0
E01470N3877E01631N3641-BS-M774_E01513N3805_D010_S292D30R270_A005608_S028	E01470N3877E01631N3641	BS	7.7453	15.1345	38.0519					1.0	292.5	30.0	270.0	126.6949918	5608.922611	2.821672543	38051513	120.0
E01267N3753E01646N3535-BS-M774_E01575N3670_D107_S292D30R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.7595	36.7029					10.79	292.5	30.0	90.0	113.4407387	3139.706455	5.040771536	36701575	602.0
E01446N4259E02038N3783-BS-M792_E01890N3962_D010_S292D50R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	18.9087	39.6257					1.0	292.5	50.0	90.0	146.0047975	4781.532657	6.221125089	39621890	62.0
E01267N3753E01646N3535-BS-M792_E01551N3692_D125_S022D10R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.5157	36.9278					12.58	22.5	10.0	90.0	146.0047975	4781.532657	6.221125089	36921551	1188.0
E01522N3585E03578N2685-BS-M774_E01848N3490_D010_S247D50R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	18.4894	34.9043					1.0	247.5	50.0	90.0	113.4407387	3139.706455	5.040771536	34901848	50.0
E01267N3753E01646N3535-BS-M792_E01495N3692_D010_S067D30R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	14.9532	36.9278					1.0	67.5	30.0	270.0	146.0047975	4781.532657	6.221125089	36921495	334.0
E01267N3753E01646N3535-BS-M809_E01488N3647_D010_S067D70R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	14.8835	36.4781					1.0	67.5	70.0	90.0	183.4540459	6995.959622	7.525559016	36471488	70.0
E01522N3585E03578N2685-BS-M774_E01844N3467_D010_S067D50R090_A003139_S050	E01522N3585E03578N2685	BS	7.7453	18.4472	34.6794					1.0	67.5	50.0	90.0	113.4407387	3139.706455	5.040771536	34671844	42.0
E01267N3753E01646N3535-BS-M792_E01519N3670_D010_S292D70R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.1986	36.7029					1.0	292.5	70.0	90.0	146.0047975	4781.532657	6.221125089	36701519	388.0
E01267N3753E01646N3535-BS-M809_E01502N3737_D010_S022D50R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.0245	37.3774					1.0	22.5	50.0	270.0	183.4540459	6995.959622	7.525559016	37371502	919.0
E01446N4259E02038N3783-BS-M792_E01899N3872_D010_S112D50R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	18.9947	38.7264					1.0	112.5	50.0	90.0	146.0047975	4781.532657	6.221125089	38721899	86.0
E01267N3753E01646N3535-BS-M792_E01540N3625_D010_S292D30R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.4068	36.2533					1.0	292.5	30.0	90.0	146.0047975	4781.532657	6.221125089	36251540	135.0
E01267N3753E01646N3535-BS-M754_E01551N3692_D091_S292D70R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.5157	36.9278					9.13	292.5	70.0	270.0	85.8446545	1972.937179	3.995515346	36921551	1188.0
E01267N3753E01646N3535-BS-M809_E01527N3715_D010_S202D70R270_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.2708	37.1526					1.0	202.5	70.0	270.0	183.4540459	6995.959622	7.525559016	37151527	1118.0
E01267N3753E01646N3535-BS-M792_E01564N3602_D010_S292D30R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.6493	36.0284					1.0	292.5	30.0	90.0	146.0047975	4781.532657	6.221125089	36021564	119.0
E01108N3882E01527N3690-BS-M754_E01509N3782_D140_S157D10R090_A003524_S022	E01108N3882E01527N3690	BS	7.5435	15.0974	37.8271					14.0	157.5	10.0	90.0	95.87462075	3524.549863	2.236569515	37821509	141.0
E01470N3877E01631N3641-BS-M754_E01538N3782_D010_S022D50R270_A003524_S022	E01470N3877E01631N3641	BS	7.5435	15.3821	37.8271					1.0	22.5	50.0	270.0	95.87462075	3524.549863	2.236569515	37821538	393.0
E01470N3877E01631N3641-BS-M792_E01603N3670_D010_S247D30R090_A008541_S034	E01470N3877E01631N3641	BS	7.928	16.0399	36.7029					1.0	247.5	30.0	90.0	163.0637885	8541.959899	3.482399019	36701603	280.0
E01267N3753E01646N3535-BS-M732_E01530N3737_D142_S157D90R270_A001180_S030	E01267N3753E01646N3535	BS	7.3203	15.3075	37.3774					14.23	157.5	90.0	270.0	63.06959406	1180.157677	3.089911384	37371530	1315.0
E01446N4259E02038N3783-BS-M809_E01928N3872_D010_S337D50R090_A006995_S075	E01446N4259E02038N3783	BS	8.0933	19.2829	38.7264					1.0	337.5	50.0	90.0	183.4540459	6995.959622	7.525559016	38721928	81.0
E01470N3877E01631N3641-BS-M774_E01603N3670_D010_S067D50R270_A005608_S028	E01470N3877E01631N3641	BS	7.7453	16.0399	36.7029					1.0	67.5	50.0	270.0	126.6949918	5608.922611	2.821672543	36701603	280.0
E01470N3877E01631N3641-BS-M792_E01583N3715_D010_S337D70R270_A008541_S034	E01470N3877E01631N3641	BS	7.928	15.8349	37.1526					1.0	337.5	70.0	270.0	163.0637885	8541.959899	3.482399019	37151583	575.0
E01446N4259E02038N3783-BS-M792_E01923N3850_D125_S157D50R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	19.232	38.5016					12.58	157.5	50.0	90.0	146.0047975	4781.532657	6.221125089	38501923	135.0
E01446N4259E02038N3783-BS-M809_E01928N3872_D010_S292D50R090_A006995_S075	E01446N4259E02038N3783	BS	8.0933	19.2829	38.7264					1.0	292.5	50.0	90.0	183.4540459	6995.959622	7.525559016	38721928	81.0
E01470N3877E01631N3641-BS-M707_E01559N3737_D010_S337D50R270_A001194_S013	E01470N3877E01631N3641	BS	7.0737	15.5904	37.3774					1.0	337.5	50.0	270.0	50.1048797	1194.978314	1.302045127	37371559	705.0
E01522N3585E03578N2685-BS-M754_E01640N3557_D010_S067D50R090_A001972_S039	E01522N3585E03578N2685	BS	7.5435	16.4072	35.5788					1.0	67.5	50.0	90.0	85.8446545	1972.937179	3.995515346	35571640	49.0
E01108N3882E01527N3690-BS-M732_E01474N3737_D010_S112D50R090_A002108_S017	E01108N3882E01527N3690	BS	7.3203	14.7416	37.3774					1.0	112.5	50.0	90.0	70.43855493	2108.290431	1.72963961	37371474	120.0
E01446N4259E02038N3783-BS-M792_E02004N3827_D010_S112D50R090_A004781_S062	E01446N4259E02038N3783	BS	7.928	20.0408	38.2767					1.0	112.5	50.0	90.0	146.0047975	4781.532657	6.221125089	38272004	338.0
E01108N3882E01527N3690-BS-M774_E01506N3760_D010_S067D70R270_A005608_S028	E01108N3882E01527N3690	BS	7.7453	15.0608	37.6022					1.0	67.5	70.0	270.0	126.6949918	5608.922611	2.821672543	37601506	255.0
E01470N3877E01631N3641-BS-M809_E01538N3782_D010_S337D70R270_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.3821	37.8271					1.0	337.5	70.0	270.0	204.8885534	12497.91873	4.212581963	37821538	393.0
E01267N3753E01646N3535-BS-M754_E01564N3602_D010_S112D50R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.6493	36.0284					1.0	112.5	50.0	90.0	85.8446545	1972.937179	3.995515346	36021564	119.0
E01108N3882E01527N3690-BS-M774_E01506N3760_D010_S112D70R090_A005608_S028	E01108N3882E01527N3690	BS	7.7453	15.0608	37.6022					1.0	112.5	70.0	90.0	126.6949918	5608.922611	2.821672543	37601506	255.0
E01267N3753E01646N3535-BS-M809_E01502N3737_D144_S022D70R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.0245	37.3774					14.48	22.5	70.0	90.0	183.4540459	6995.959622	7.525559016	37371502	919.0
E01108N3882E01527N3690-BS-M732_E01506N3760_D010_S112D50R270_A002108_S017	E01108N3882E01527N3690	BS	7.3203	15.0608	37.6022					1.0	112.5	50.0	270.0	70.43855493	2108.290431	1.72963961	37601506	255.0
E01267N3753E01646N3535-BS-M754_E01568N3625_D010_S112D30R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.6856	36.2533					1.0	112.5	30.0	90.0	85.8446545	1972.937179	3.995515346	36251568	221.0
E01267N3753E01646N3535-BS-M754_E01527N3715_D172_S022D90R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.2708	37.1526					17.25	22.5	90.0	270.0	85.8446545	1972.937179	3.995515346	37151527	1118.0
E01267N3753E01646N3535-BS-M754_E01530N3737_D172_S157D90R270_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.3075	37.3774					17.25	157.5	90.0	270.0	85.8446545	1972.937179	3.995515346	37371530	1315.0
E01470N3877E01631N3641-BS-M732_E01559N3737_D010_S292D70R270_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.5904	37.3774					1.0	292.5	70.0	270.0	70.43855493	2108.290431	1.72963961	37371559	705.0
E01446N4259E02038N3783-BS-M732_E01970N3805_D142_S337D30R090_A001180_S030	E01446N4259E02038N3783	BS	7.3203	19.7028	38.0519					14.23	337.5	30.0	90.0	63.06959406	1180.157677	3.089911384	38051970	262.0
E01470N3877E01631N3641-BS-M809_E01513N3805_D010_S292D70R090_A012497_S042	E01470N3877E01631N3641	BS	8.0933	15.1345	38.0519					1.0	292.5	70.0	90.0	204.8885534	12497.91873	4.212581963	38051513	120.0
E01267N3753E01646N3535-BS-M809_E01547N3670_D010_S157D50R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.479	36.7029					1.0	157.5	50.0	90.0	183.4540459	6995.959622	7.525559016	36701547	617.0
E01267N3753E01646N3535-BS-M732_E01498N3715_D142_S247D70R090_A001180_S030	E01267N3753E01646N3535	BS	7.3203	14.9887	37.1526					14.23	247.5	70.0	90.0	63.06959406	1180.157677	3.089911384	37151498	656.0
E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S067D90R090_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.2345	36.9278					12.58	67.5	90.0	90.0	146.0047975	4781.532657	6.221125089	36921523	927.0
E01108N3882E01527N3690-BS-M774_E01506N3760_D010_S112D30R270_A005608_S028	E01108N3882E01527N3690	BS	7.7453	15.0608	37.6022					1.0	112.5	30.0	270.0	126.6949918	5608.922611	2.821672543	37601506	255.0
E01267N3753E01646N3535-BS-M809_E01523N3692_D010_S202D50R090_A006995_S075	E01267N3753E01646N3535	BS	8.0933	15.2345	36.9278					1.0	202.5	50.0	90.0	183.4540459	6995.959622	7.525559016	36921523	927.0
E01267N3753E01646N3535-BS-M792_E01523N3692_D125_S202D10R270_A004781_S062	E01267N3753E01646N3535	BS	7.928	15.2345	36.9278					12.58	202.5	10.0	270.0	146.0047975	4781.532657	6.221125089	36921523	927.0
E01267N3753E01646N3535-BS-M774_E01495N3692_D010_S067D70R270_A003139_S050	E01267N3753E01646N3535	BS	7.7453	14.9532	36.9278					1.0	67.5	70.0	270.0	113.4407387	3139.706455	5.040771536	36921495	334.0
E01267N3753E01646N3535-BS-M774_E01523N3692_D107_S022D10R270_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.2345	36.9278					10.79	22.5	10.0	270.0	113.4407387	3139.706455	5.040771536	36921523	927.0
E01267N3753E01646N3535-BS-M774_E01575N3670_D107_S247D10R090_A003139_S050	E01267N3753E01646N3535	BS	7.7453	15.7595	36.7029					10.79	247.5	10.0	90.0	113.4407387	3139.706455	5.040771536	36701575	602.0
E01598N4052E01840N3892-BS-M792_E01798N3940_D010_S112D50R270_A008541_S034	E01598N4052E01840N3892	BS	7.928	17.9844	39.4009					1.0	112.5	50.0	270.0	163.0637885	8541.959899	3.482399019	39401798	97.0
E01380N4178E01687N3892-BS-M809_E01673N3895_D010_S292D50R090_A012497_S042	E01380N4178E01687N3892	BS	8.0933	16.7325	38.9512					1.0	292.5	50.0	90.0	204.8885534	12497.91873	4.212581963	38951673	23.0
E01267N3753E01646N3535-BS-M650_E01502N3737_D010_S247D30R090_A000178_S012	E01267N3753E01646N3535	BS	6.5	15.0245	37.3774					1.0	247.5	30.0	90.0	20.3113342	178.5412011	1.20142761	37371502	919.0
E01470N3877E01631N3641-BS-M732_E01583N3715_D010_S022D10R090_A002108_S017	E01470N3877E01631N3641	BS	7.3203	15.8349	37.1526					1.0	22.5	10.0	90.0	70.43855493	2108.290431	1.72963961	37151583	575.0
E01267N3753E01646N3535-BS-M754_E01572N3647_D010_S022D50R090_A001972_S039	E01267N3753E01646N3535	BS	7.5435	15.7223	36.4781					1.0	22.5	50.0	90.0	85.8446545	1972.937179	3.995515346	36471572	380.0
