timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2025/02/14 13:47:58.926, 0, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:47:58.927, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:47:58.928, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:47:58.929, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:48:28.931, 0, NVIDIA A100 80GB PCIe, 2 %, 0 %, 2425 MiB, 81920 MiB
2025/02/14 13:48:28.932, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:48:28.932, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:48:28.933, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:48:58.934, 0, NVIDIA A100 80GB PCIe, 37 %, 12 %, 23767 MiB, 81920 MiB
2025/02/14 13:48:58.935, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:48:58.936, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:48:58.937, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:49:28.938, 0, NVIDIA A100 80GB PCIe, 44 %, 24 %, 27637 MiB, 81920 MiB
2025/02/14 13:49:28.939, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:49:28.939, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:49:28.940, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:49:58.941, 0, NVIDIA A100 80GB PCIe, 59 %, 30 %, 27637 MiB, 81920 MiB
2025/02/14 13:49:58.942, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:49:58.943, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:49:58.943, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:50:28.945, 0, NVIDIA A100 80GB PCIe, 37 %, 12 %, 27637 MiB, 81920 MiB
2025/02/14 13:50:28.945, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:50:28.946, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:50:28.947, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:50:58.948, 0, NVIDIA A100 80GB PCIe, 32 %, 12 %, 27639 MiB, 81920 MiB
2025/02/14 13:50:58.949, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:50:58.949, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:50:58.950, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:51:28.951, 0, NVIDIA A100 80GB PCIe, 38 %, 12 %, 27639 MiB, 81920 MiB
2025/02/14 13:51:28.952, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:51:28.953, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:51:28.954, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:51:58.955, 0, NVIDIA A100 80GB PCIe, 38 %, 12 %, 27639 MiB, 81920 MiB
2025/02/14 13:51:58.956, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:51:58.956, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:51:58.957, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:52:28.958, 0, NVIDIA A100 80GB PCIe, 24 %, 13 %, 27639 MiB, 81920 MiB
2025/02/14 13:52:28.959, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:52:28.960, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:52:28.961, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:52:58.962, 0, NVIDIA A100 80GB PCIe, 29 %, 2 %, 27639 MiB, 81920 MiB
2025/02/14 13:52:58.963, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:52:58.964, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:52:58.965, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:53:28.966, 0, NVIDIA A100 80GB PCIe, 23 %, 0 %, 27639 MiB, 81920 MiB
2025/02/14 13:53:28.967, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:53:28.968, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:53:28.969, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:53:58.970, 0, NVIDIA A100 80GB PCIe, 29 %, 2 %, 27639 MiB, 81920 MiB
2025/02/14 13:53:58.971, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:53:58.971, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:53:58.972, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:54:28.973, 0, NVIDIA A100 80GB PCIe, 54 %, 21 %, 27639 MiB, 81920 MiB
2025/02/14 13:54:28.975, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:54:28.976, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:54:28.977, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:54:58.978, 0, NVIDIA A100 80GB PCIe, 18 %, 2 %, 27639 MiB, 81920 MiB
2025/02/14 13:54:58.979, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:54:58.980, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:54:58.981, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:55:28.982, 0, NVIDIA A100 80GB PCIe, 59 %, 23 %, 27639 MiB, 81920 MiB
2025/02/14 13:55:28.983, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:55:28.984, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:55:28.985, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:55:58.986, 0, NVIDIA A100 80GB PCIe, 23 %, 2 %, 27639 MiB, 81920 MiB
2025/02/14 13:55:58.987, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:55:58.987, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:55:58.988, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:56:28.990, 0, NVIDIA A100 80GB PCIe, 35 %, 10 %, 27639 MiB, 81920 MiB
2025/02/14 13:56:28.991, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:56:28.991, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:56:28.992, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:56:58.993, 0, NVIDIA A100 80GB PCIe, 65 %, 25 %, 27639 MiB, 81920 MiB
2025/02/14 13:56:58.994, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:56:58.995, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:56:58.995, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:57:28.997, 0, NVIDIA A100 80GB PCIe, 61 %, 25 %, 27639 MiB, 81920 MiB
2025/02/14 13:57:28.998, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:57:28.998, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:57:28.999, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:57:59.000, 0, NVIDIA A100 80GB PCIe, 42 %, 15 %, 27639 MiB, 81920 MiB
2025/02/14 13:57:59.001, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:57:59.002, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:57:59.002, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:58:29.004, 0, NVIDIA A100 80GB PCIe, 26 %, 1 %, 27641 MiB, 81920 MiB
2025/02/14 13:58:29.004, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:58:29.005, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:58:29.006, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:58:59.008, 0, NVIDIA A100 80GB PCIe, 70 %, 30 %, 27641 MiB, 81920 MiB
2025/02/14 13:58:59.009, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:58:59.009, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:58:59.010, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:59:29.011, 0, NVIDIA A100 80GB PCIe, 69 %, 30 %, 27641 MiB, 81920 MiB
2025/02/14 13:59:29.012, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:59:29.013, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:59:29.013, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:59:59.015, 0, NVIDIA A100 80GB PCIe, 71 %, 30 %, 27641 MiB, 81920 MiB
2025/02/14 13:59:59.016, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:59:59.017, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 13:59:59.018, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:00:29.019, 0, NVIDIA A100 80GB PCIe, 73 %, 30 %, 27641 MiB, 81920 MiB
2025/02/14 14:00:29.020, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:00:29.020, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:00:29.021, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:00:59.022, 0, NVIDIA A100 80GB PCIe, 69 %, 27 %, 27641 MiB, 81920 MiB
2025/02/14 14:00:59.023, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:00:59.023, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:00:59.024, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:01:29.026, 0, NVIDIA A100 80GB PCIe, 68 %, 26 %, 27641 MiB, 81920 MiB
2025/02/14 14:01:29.027, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:01:29.028, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:01:29.029, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:01:59.031, 0, NVIDIA A100 80GB PCIe, 71 %, 30 %, 27641 MiB, 81920 MiB
2025/02/14 14:01:59.032, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:01:59.033, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:01:59.033, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:02:29.036, 0, NVIDIA A100 80GB PCIe, 71 %, 30 %, 27641 MiB, 81920 MiB
2025/02/14 14:02:29.036, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:02:29.037, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:02:29.038, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:02:59.040, 0, NVIDIA A100 80GB PCIe, 34 %, 9 %, 27641 MiB, 81920 MiB
2025/02/14 14:02:59.040, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:02:59.041, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:02:59.041, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:03:29.043, 0, NVIDIA A100 80GB PCIe, 24 %, 13 %, 27641 MiB, 81920 MiB
2025/02/14 14:03:29.044, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:03:29.044, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:03:29.045, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:03:59.047, 0, NVIDIA A100 80GB PCIe, 38 %, 12 %, 27641 MiB, 81920 MiB
2025/02/14 14:03:59.048, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:03:59.048, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:03:59.049, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:04:29.050, 0, NVIDIA A100 80GB PCIe, 38 %, 12 %, 27641 MiB, 81920 MiB
2025/02/14 14:04:29.051, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:04:29.052, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:04:29.053, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:04:59.054, 0, NVIDIA A100 80GB PCIe, 28 %, 0 %, 27641 MiB, 81920 MiB
2025/02/14 14:04:59.055, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:04:59.055, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:04:59.056, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:05:29.058, 0, NVIDIA A100 80GB PCIe, 14 %, 0 %, 27641 MiB, 81920 MiB
2025/02/14 14:05:29.059, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:05:29.060, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:05:29.060, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:05:59.062, 0, NVIDIA A100 80GB PCIe, 38 %, 12 %, 27641 MiB, 81920 MiB
2025/02/14 14:05:59.063, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:05:59.063, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:05:59.064, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:06:29.066, 0, NVIDIA A100 80GB PCIe, 38 %, 12 %, 27641 MiB, 81920 MiB
2025/02/14 14:06:29.066, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:06:29.067, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:06:29.068, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:06:59.070, 0, NVIDIA A100 80GB PCIe, 39 %, 12 %, 27641 MiB, 81920 MiB
2025/02/14 14:06:59.070, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:06:59.071, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:06:59.072, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:07:29.073, 0, NVIDIA A100 80GB PCIe, 39 %, 12 %, 27641 MiB, 81920 MiB
2025/02/14 14:07:29.074, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:07:29.075, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:07:29.075, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:07:59.077, 0, NVIDIA A100 80GB PCIe, 38 %, 12 %, 27641 MiB, 81920 MiB
2025/02/14 14:07:59.077, 1, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:07:59.078, 2, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
2025/02/14 14:07:59.079, 3, NVIDIA A100 80GB PCIe, 0 %, 0 %, 0 MiB, 81920 MiB
